id,exercise_id,step_number,instruction,created_at
177,cable-pullover,2,"На вдохе медленно опустите рукоятку за голову дугообразным движением, контролируя движение и чувствуя растяжение в широчайших мышцах и грудных мышцах. Держите локти слегка согнутыми на протяжении всего движения.",2024-01-15T10:00:00Z
178,cable-pullover,3,"Опускайте рукоятку до комфортного растяжения, останавливаясь на уровне ушей или чуть ниже. Не опускайте слишком низко - это может привести к чрезмерному растяжению плечевых суставов. Держите кор напряженным для стабилизации.",2024-01-15T10:00:00Z
179,cable-pullover,4,"Сделайте паузу на 1 секунду в нижней точке, прочувствовав растяжение. Затем на мощном выдохе поднимите рукоятку обратно над головой, возвращаясь в исходное положение. Контролируйте постоянное натяжение кабеля.",2024-01-15T10:00:00Z
180,cable-pullover,5,"В верхней точке полностью выпрямите руки, сжимая широчайшие мышцы. Задержитесь на мгновение, затем повторите движение для всех запланированных повторений. Не допускайте рывковых движений - держите темп контролируемым.",2024-01-15T10:00:00Z
181,dumbbell-fly-decline-bench,1,"Установите скамью под углом -15-30 градусов и лягте на неё, зафиксировав ноги в упорах. Плотно прижмите лопатки и ягодицы к поверхности. КРИТИЧЕСКИ ВАЖНО: дважды проверьте надежность фиксации ног перед началом упражнения!",2024-01-15T10:00:00Z
182,dumbbell-fly-decline-bench,2,"Поднимите гантели над нижней частью груди, слегка согнув локти под углом 10-15 градусов. Это исходное положение для разведения. Контролируйте дыхание из-за наклонного положения головой вниз.",2024-01-15T10:00:00Z
183,dumbbell-fly-decline-bench,3,"На вдохе медленно разведите руки в стороны по широкой дуге, контролируя движение и сохраняя угол в локтях. Положение головой вниз требует особого контроля дыхания для предотвращения головокружения.",2024-01-15T10:00:00Z
184,dumbbell-fly-decline-bench,4,"Опускайте гантели до ощущения растяжения в нижней части груди, но не ниже уровня плеч. Локти должны оставаться на уровне плеч. Не допускайте чрезмерного растяжения из-за наклонного положения.",2024-01-15T10:00:00Z
185,dumbbell-fly-decline-bench,5,"На выдохе сведите гантели по той же траектории, сжимая нижнюю часть грудных мышц в верхней точке. Контролируйте дыхание для предотвращения головокружения и поддержания стабильности.",2024-01-15T10:00:00Z
186,dumbbell-fly-decline-bench,6,"Сохраняйте угол в локтях постоянным на протяжении всего движения, не выпрямляя руки полностью. При любом дискомфорте, головокружении или потере контроля немедленно прекратите упражнение.",2024-01-15T10:00:00Z
187,weighted-push-ups,1,"Наденьте жилет-утяжелитель или закрепите пояс для отягощений с нужным весом. Убедитесь, что отягощение надежно закреплено и не будет соскальзывать во время выполнения упражнения.",2024-01-15T10:00:00Z
188,weighted-push-ups,2,"Примите положение планки: руки на ширине плеч или чуть шире, ладони на полу на уровне груди, пальцы направлены вперед. Тело выпрямлено от головы до пяток, образуя прямую линию. Напрягите кор, пресс и ягодицы для стабильности.",2024-01-15T10:00:00Z
189,weighted-push-ups,3,"На вдохе медленно и контролируемо опустите тело вниз, сгибая локти под углом примерно 45 градусов к телу. Опускайтесь до тех пор, пока грудь почти не коснется пола или до комфортного растяжения. Контролируйте движение - дополнительный вес требует большего внимания к технике.",2024-01-15T10:00:00Z
190,weighted-push-ups,4,"В нижней точке сделайте кратковременную паузу (1 секунда), контролируя положение тела и стабильность отягощения. Не допускайте провисания таза или выгибания спины. Держите кор напряженным для поддержания прямой линии тела.",2024-01-15T10:00:00Z
191,weighted-push-ups,5,"На мощном выдохе оттолкнитесь от пола, напрягая грудные мышцы, передние дельты и трицепсы, возвращаясь в исходное положение. Полностью выпрямите руки в верхней точке, сохраняя стабильность корпуса и контроль над отягощением.",2024-01-15T10:00:00Z
192,weighted-push-ups,6,"Повторите движение, сохраняя правильную технику на протяжении всего подхода. Дополнительный вес значительно увеличивает нагрузку, поэтому контролируйте каждый повтор. При потере контроля или дискомфорте немедленно прекратите упражнение.",2024-01-15T10:00:00Z
193,dumbbell-bench-press-alternating-floor,1,"Лягте на пол на спину, согнув ноги в коленях и поставив стопы на пол. Возьмите две гантели в руки и поднимите их над грудью, руки на ширине плеч, локти слегка согнуты. Прижмите лопатки к полу для стабильности. Это исходное положение.",2024-01-15T10:00:00Z
194,dumbbell-bench-press-alternating-floor,2,"Начните с одной руки: медленно и контролируемо опустите гантель к груди, сохраняя вторую руку вверху. Контролируйте дыхание и напрягайте мышцы кора для предотвращения ротации корпуса. Опускайте до касания локтем пола или до комфортного растяжения.",2024-01-15T10:00:00Z
195,dumbbell-bench-press-alternating-floor,3,"Мощно выжмите гантель вверх, возвращаясь в исходное положение. Полностью выпрямите руку, сжимая грудную мышцу и трицепс. Сохраняйте стабильность корпуса на протяжении всего движения.",2024-01-15T10:00:00Z
196,dumbbell-bench-press-alternating-floor,4,"Повторите движение с другой рукой: медленно опустите вторую гантель к груди, в то время как первая рука остается вверху. Выжмите гантель вверх мощным движением. Контролируйте ротацию корпуса - он должен оставаться стабильным.",2024-01-15T10:00:00Z
197,dumbbell-bench-press-alternating-floor,5,"Продолжайте чередовать руки, выполняя все повторения на каждой стороне. Поддерживайте постоянный контроль над дыханием и стабильностью корпуса. Темп должен быть контролируемым - не торопитесь, чтобы сохранить правильную технику.",2024-01-15T10:00:00Z
198,dumbbell-bench-press-alternating-floor,6,"КРИТИЧЕСКИ ВАЖНО: Контролируйте стабильность корпуса на протяжении всего упражнения. Если чувствуете ротацию таза или позвоночника, уменьшите вес или прекратите упражнение. Поочередное выполнение требует значительной силы кора.",2024-01-15T10:00:00Z
199,alternating-dumbbell-bench-press,1,"Лягте на горизонтальную скамью, плотно прижав лопатки и ягодицы к поверхности. Стопы должны быть устойчиво поставлены на пол по обе стороны скамьи для максимальной стабильности. Возьмите две гантели в руки и поднимите их над грудью, руки на ширине плеч, локти слегка согнуты. Напрягите мышцы кора и ягодицы для предотвращения ротации. Это исходное положение.",2024-01-15T10:00:00Z
200,alternating-dumbbell-bench-press,2,"Начните с одной руки: медленно и контролируемо опустите гантель к груди, в то время как вторая рука остается вверху. Контролируйте дыхание и активно напрягайте мышцы кора для предотвращения ротации корпуса. Опускайте до легкого касания груди или до комфортного растяжения - увеличенный диапазон движения на скамье позволяет получить больше растяжения грудных мышц по сравнению с версией на полу.",2024-01-15T10:00:00Z
201,alternating-dumbbell-bench-press,3,"Мощно выжмите гантель вверх, возвращаясь в исходное положение. Полностью выпрямите руку, сжимая грудную мышцу и трицепс. Сохраняйте стабильность корпуса на протяжении всего движения - не допускайте ротации таза или позвоночника.",2024-01-15T10:00:00Z
202,alternating-dumbbell-bench-press,4,"Повторите движение с другой рукой: медленно опустите вторую гантель к груди, в то время как первая рука остается вверху в выпрямленном положении. Выжмите гантель вверх мощным движением. Контролируйте ротацию корпуса - он должен оставаться стабильным и неподвижным.",2024-01-15T10:00:00Z
203,alternating-dumbbell-bench-press,5,"Продолжайте чередовать руки, выполняя все повторения на каждой стороне. Поддерживайте постоянный контроль над дыханием и стабильностью корпуса на протяжении всей амплитуды движения. Темп должен быть контролируемым - не торопитесь, чтобы сохранить правильную технику и максимизировать тренировочный эффект.",2024-01-15T10:00:00Z
204,alternating-dumbbell-bench-press,6,"КРИТИЧЕСКИ ВАЖНО: Контролируйте стабильность корпуса на протяжении всего упражнения. Увеличенный диапазон движения на скамье требует большей стабилизации по сравнению с версией на полу. Если чувствуете ротацию таза или позвоночника, уменьшите вес или прекратите упражнение. Поочередное выполнение требует значительной силы кора и хорошей межмышечной координации.",2024-01-15T10:00:00Z
205,incline-alternating-dumbbell-press,1,"Установите скамью под углом 30-45 градусов и лягте на неё, плотно прижав лопатки и ягодицы к поверхности. Стопы должны быть устойчиво поставлены на пол по обе стороны скамьи для максимальной стабильности. Возьмите две гантели в руки и поднимите их над верхней частью груди, руки на ширине плеч, локти слегка согнуты. Напрягите мышцы кора и ягодицы для предотвращения ротации. Это исходное положение.",2024-01-15T10:00:00Z
206,incline-alternating-dumbbell-press,2,"Начните с одной руки: медленно и контролируемо опустите гантель к верхней части груди, в то время как вторая рука остается вверху. Контролируйте дыхание и активно напрягайте мышцы кора для предотвращения ротации корпуса. Опускайте до легкого касания верхней части груди или до комфортного растяжения - увеличенный диапазон движения на наклонной скамье требует большей стабилизации по сравнению с горизонтальной версией.",2024-01-15T10:00:00Z
207,incline-alternating-dumbbell-press,3,"Мощно выжмите гантель вверх, возвращаясь в исходное положение. Полностью выпрямите руку, сжимая верхнюю часть грудной мышцы и трицепс. Сохраняйте стабильность корпуса на протяжении всего движения - не допускайте ротации таза или позвоночника. Наклонное положение требует более осознанного контроля дыхания для поддержания стабильности.",2024-01-15T10:00:00Z
208,incline-alternating-dumbbell-press,4,"Повторите движение с другой рукой: медленно опустите вторую гантель к верхней части груди, в то время как первая рука остается вверху в выпрямленном положении. Выжмите гантель вверх мощным движением. Контролируйте ротацию корпуса - он должен оставаться стабильным и неподвижным на протяжении всей амплитуды движения.",2024-01-15T10:00:00Z
209,incline-alternating-dumbbell-press,5,"Продолжайте чередовать руки, выполняя все повторения на каждой стороне. Поддерживайте постоянный контроль над дыханием и стабильностью корпуса на протяжении всей амплитуды движения. Темп должен быть контролируемым - не торопитесь, чтобы сохранить правильную технику и максимизировать тренировочный эффект для верхней части груди.",2024-01-15T10:00:00Z
210,incline-alternating-dumbbell-press,6,"КРИТИЧЕСКИ ВАЖНО: Контролируйте стабильность корпуса на протяжении всего упражнения. Наклонное положение с увеличенным диапазоном движения требует большей стабилизации и контроля по сравнению с горизонтальной версией. Если чувствуете ротацию таза или позвоночника, уменьшите вес или прекратите упражнение. Поочередное выполнение требует значительной силы кора, хорошей межмышечной координации и правильного контроля дыхания.",2024-01-15T10:00:00Z
211,svend-press,1,"Встаньте или сядьте прямо, ноги на ширине плеч для стабильности. Возьмите диск от штанги (весовую пластину) обеими руками, расположив ладони по обе стороны диска на уровне груди. Пальцы должны быть направлены вперед, а локти слегка согнуты и разведены в стороны. Напрягите мышцы кора и выпрямите спину. Это исходное положение.",2024-01-15T10:00:00Z
212,svend-press,2,"Сожмите диск между ладонями с максимальной силой, создавая изометрическое напряжение. Убедитесь, что диск плотно зажат и не скользит между руками. Держите локти слегка согнутыми и разведенными в стороны, грудь выпячена вперед. Напрягите грудные мышцы, сжимая их вместе.",2024-01-15T10:00:00Z
213,svend-press,3,"Медленно и контролируемо вытолкните диск вперед, выпрямляя руки перед собой. Сохраняйте максимальное сжатие диска между ладонями на протяжении всего движения. Держите локти слегка согнутыми, чтобы избежать полной блокировки суставов. Выталкивайте диск до полного выпрямления рук, но не до конца - оставьте небольшой угол в локтях.",2024-01-15T10:00:00Z
214,svend-press,4,"В верхней точке движения сделайте паузу на 1-2 секунды, максимально сжимая грудные мышцы и удерживая диск в вытянутом положении. Почувствуйте сильное сокращение внутренней части грудных мышц. Сохраняйте напряжение в мышцах кора и правильное положение тела.",2024-01-15T10:00:00Z
215,svend-press,5,"Медленно и контролируемо верните диск обратно к груди, сохраняя максимальное сжатие между ладонями. Не расслабляйте хват - продолжайте сжимать диск на протяжении всей амплитуды движения. Вернитесь в исходное положение перед грудью.",2024-01-15T10:00:00Z
216,svend-press,6,"Повторите движение, выполняя все повторения с контролируемым темпом. Контролируйте дыхание: вдох при отведении диска к груди, выдох при выталкивании вперед. Поддерживайте правильную осанку и стабильность корпуса на протяжении всего упражнения.",2024-01-15T10:00:00Z
217,neutral-grip-barbell-bench-press,1,"Лягте на горизонтальную скамью, расположив голову, верх спины и ягодицы на скамье, а ноги устойчиво на полу. Попросите помощника подать швейцарский гриф (swiss-bar) со стоек или снимите его самостоятельно, расположив руки на параллельных рукоятках нейтральным хватом (ладони направлены друг к другу). Хват должен быть на ширине плеч или чуть уже для оптимальной активации трицепсов.",2024-01-15T10:00:00Z
218,neutral-grip-barbell-bench-press,2,"Убедитесь, что штанга расположена над серединой груди на уровне сосков. Напрягите мышцы пресса и ягодиц, прижав плечи и лопатки к скамье. Лопатки должны быть сведены вместе и опущены вниз для создания стабильной основы. Голова прижата к скамье, взгляд направлен вверх.",2024-01-15T10:00:00Z
219,neutral-grip-barbell-bench-press,3,"На вдохе медленно и контролируемо опустите штангу к груди, сгибая локти. Держите локти под углом примерно 45 градусов к телу, не разводите их слишком широко. Опускайте штангу до касания груди в области нижней части грудных мышц. Сохраняйте нейтральное положение запястий благодаря форме швейцарского грифа.",2024-01-15T10:00:00Z
220,neutral-grip-barbell-bench-press,4,"В нижней точке сделайте короткую паузу (1 секунда), почувствовав растяжение грудных мышц. Не отталкивайтесь от груди - контролируйте движение на протяжении всей амплитуды. Сохраняйте напряжение во всех мышцах верхней части тела.",2024-01-15T10:00:00Z
221,neutral-grip-barbell-bench-press,5,"На мощном выдохе взрывно, но контролируемо выжмите штангу вверх по той же траектории. Концентрируйтесь на одновременном напряжении трицепсов, грудных мышц и передних дельт. Выжмите штангу до полного выпрямления рук, но не блокируйте локтевые суставы.",2024-01-15T10:00:00Z
222,neutral-grip-barbell-bench-press,6,"В верхней точке сделайте короткую паузу, затем повторите движение. Выполняйте все повторения с контролируемым темпом, сохраняя правильную технику и стабильность корпуса. После завершения подхода аккуратно верните штангу на стойки.",2024-01-15T10:00:00Z
223,kettlebell-floor-press,1,"Лягте на пол, согнув ноги в коленях и поставив стопы на пол. Возьмите гирю в одну руку, держа ее за рукоятку. Поднимите гирю над грудью, выпрямив руку. Это исходное положение.",2024-01-15T10:00:00Z
224,kettlebell-floor-press,2,"Медленно опустите гирю к груди, контролируя движение. Опускайте до тех пор, пока трицепс не коснется пола или до комфортного растяжения грудных мышц. Положение на полу ограничивает диапазон движения, обеспечивая безопасность.",2024-01-15T10:00:00Z
225,kettlebell-floor-press,3,"Сделайте паузу на 1 секунду в нижней точке, почувствовав растяжение грудных мышц. Сохраняйте напряжение во всех мышцах верхней части тела и контролируйте положение гири.",2024-01-15T10:00:00Z
226,kettlebell-floor-press,4,"На мощном выдохе взрывно, но контролируемо выжмите гирю вверх. Концентрируйтесь на одновременном напряжении трицепсов, грудных мышц и передних дельт. Уникальная форма гири требует особого контроля для поддержания стабильности.",2024-01-15T10:00:00Z
227,kettlebell-floor-press,5,"В верхней точке полностью выпрямите руку, но не блокируйте локтевой сустав. Сделайте короткую паузу, затем повторите движение. Выполняйте все повторения с контролируемым темпом.",2024-01-15T10:00:00Z
228,kettlebell-floor-press,6,"После завершения подхода одной рукой, аккуратно опустите гирю на пол и повторите упражнение другой рукой для симметричного развития мышц. Выполняйте одинаковое количество повторений на каждую руку.",2024-01-15T10:00:00Z
229,landmine-press,1,"Установите штангу в лэндмайн-крепление (угол стены или специальное крепление). Наденьте на свободный конец штанги необходимое количество дисков. Встаньте боком к штанге, ноги на ширине плеч, стопы устойчиво поставлены на пол. Возьмите конец штанги обеими руками, расположив их на рукоятке или обхватив конец штанги. Напрягите мышцы кора и выпрямите спину. Это исходное положение.",2024-01-15T10:00:00Z
230,landmine-press,2,"Держите штангу на уровне груди, локти слегка согнуты и направлены вниз. Напрягите мышцы пресса и ягодиц для стабилизации корпуса. Убедитесь, что ваше тело образует прямую линию от головы до пяток. Лопатки должны быть сведены вместе и опущены вниз.",2024-01-15T10:00:00Z
231,landmine-press,3,"На вдохе медленно и контролируемо опустите штангу к груди, сгибая локти. Опускайте по естественной дуге, создаваемой лэндмайн-установкой. Опускайте до легкого касания груди или до комфортного растяжения грудных мышц. Сохраняйте стабильность корпуса на протяжении всего движения.",2024-01-15T10:00:00Z
232,landmine-press,4,"Сделайте паузу на 1 секунду в нижней точке, почувствовав растяжение грудных мышц и передних дельт. Не расслабляйте мышцы кора - продолжайте поддерживать стабильность позвоночника. Сохраняйте напряжение во всех мышцах верхней части тела.",2024-01-15T10:00:00Z
233,landmine-press,5,"На мощном выдохе взрывно, но контролируемо выжмите штангу вперед и вверх по дуге, возвращаясь в исходное положение. Концентрируйтесь на одновременном напряжении грудных мышц, передних дельт и трицепсов. Выжмите штангу до полного выпрямления рук, но не блокируйте локтевые суставы.",2024-01-15T10:00:00Z
234,landmine-press,6,"В верхней точке сделайте короткую паузу, максимально сжимая грудные мышцы. Затем повторите движение. Выполняйте все повторения с контролируемым темпом, сохраняя правильную технику и стабильность корпуса. Не допускайте компенсаций и ротации позвоночника.",2024-01-15T10:00:00Z
235,trx-push-ups,1,"Установите TRX петли на нужной высоте (для начинающих - выше, для продвинутых - ниже). Возьмитесь за рукоятки TRX хватом сверху и примите положение высокой планки, расположив петли на ширине плеч. Напрягите мышцы пресса, ягодиц и всего тела для максимальной стабильности. Регулируйте угол наклона тела для изменения сложности.",2024-01-15T10:00:00Z
236,trx-push-ups,2,"Держите TRX петли близко к телу, локти направлены назад под углом 45 градусов. Активно контролируйте стабильность петель, не допуская их раскачивания или разворота. Ваше тело должно образовывать прямую линию от головы до пяток. Напрягите кор для поддержания стабильности.",2024-01-15T10:00:00Z
237,trx-push-ups,3,"На вдохе медленно и контролируемо опустите тело, сгибая локти под углом 45 градусов. Активно сопротивляйтесь раскачиванию петель. Опускайтесь плавно и осознанно, чувствуя работу всех мышц. Контролируйте движение на протяжении всей амплитуды.",2024-01-15T10:00:00Z
238,trx-push-ups,4,"Опускайтесь до тех пор, пока грудь не окажется на уровне рукояток TRX или чуть ниже. Задержитесь на мгновение в нижней точке для максимального растяжения грудных мышц и сохранения контроля над петлями. Не допускайте потери контроля или чрезмерного раскачивания.",2024-01-15T10:00:00Z
239,trx-push-ups,5,"На мощном выдохе оттолкнитесь от TRX петель, выпрямляя руки и возвращаясь в исходное положение. Сохраняйте контроль над петлями на протяжении всего движения. Не допускайте потери контроля или раскачивания петель. Двигайтесь плавно и контролируемо.",2024-01-15T10:00:00Z
240,trx-push-ups,6,"В верхней точке сведите рукоятки TRX слегка внутрь для максимального сокращения грудных мышц. Удерживайте это положение на 1 секунду, затем медленно опускайтесь для следующего повторения. Повторяйте движение, сохраняя полный контроль и правильную технику на протяжении всего подхода.",2024-01-15T10:00:00Z
241,diamond-push-ups,1,"Примите положение высокой планки на руках. Расположите руки на полу так, чтобы большие и указательные пальцы образовали ромб (алмаз) - пальцы должны касаться друг друга, создавая треугольную форму. Руки должны быть под грудью, а не под плечами. Напрягите мышцы пресса и ягодиц, чтобы тело образовывало прямую линию от головы до пяток.",2024-01-15T10:00:00Z
242,diamond-push-ups,2,"На вдохе медленно и контролируемо опустите тело вниз, сгибая локти. Локти должны быть направлены назад и слегка в стороны, но не разводите их слишком широко. Опускайтесь плавно, контролируя движение на протяжении всей амплитуды. Держите кор напряженным для поддержания стабильности.",2024-01-15T10:00:00Z
243,diamond-push-ups,3,"Опускайтесь до тех пор, пока грудь почти не коснется рук (ромба из пальцев). В нижней точке вы должны почувствовать хорошее растяжение в трицепсах и внутренней части груди. Задержитесь на 1 секунду в нижней точке, сохраняя контроль и правильное положение тела.",2024-01-15T10:00:00Z
244,diamond-push-ups,4,"На мощном выдохе оттолкнитесь от пола, выпрямляя руки и возвращаясь в исходное положение. Сосредоточьтесь на работе трицепсов и внутренней части груди. Двигайтесь плавно и контролируемо, не допуская рывков или потери контроля.",2024-01-15T10:00:00Z
245,diamond-push-ups,5,"В верхней точке полностью выпрямите руки, но не блокируйте локти. Сохраняйте напряжение в мышцах и правильное положение тела. Повторите движение, сохраняя правильную технику на протяжении всего подхода. Держите кор напряженным на протяжении всего упражнения.",2024-01-15T10:00:00Z
246,push-ups-with-pause,1,"Примите положение высокой планки на руках. Расположите кисти рук чуть шире плеч, пальцы направлены вперед. Напрягите мышцы пресса и ягодиц, чтобы тело образовывало прямую линию от головы до пяток. Держите лопатки стабильными и не допускайте провисания таза.",2024-01-15T10:00:00Z
247,push-ups-with-pause,2,"На вдохе медленно и контролируемо опустите тело вниз, сгибая локти под углом 45 градусов к телу. Опускайтесь плавно в течение 2-3 секунд, контролируя движение на протяжении всей амплитуды. Держите кор напряженным для поддержания стабильности и правильного положения тела.",2024-01-15T10:00:00Z
248,push-ups-with-pause,3,"Опускайтесь до тех пор, пока грудь почти не коснется пола (на расстоянии 2-3 см от пола). В нижней точке сделайте обязательную паузу на 2-3 секунды. Во время паузы сохраняйте полный контроль, не расслабляйте мышцы и не допускайте провисания таза или изменения положения тела. Дышите контролируемо, не задерживайте дыхание слишком долго.",2024-01-15T10:00:00Z
249,push-ups-with-pause,4,"После паузы на мощном выдохе оттолкнитесь от пола, выпрямляя руки и возвращаясь в исходное положение. Пауза устраняет рефлекторное сокращение мышц, поэтому начало движения вверх потребует больших усилий. Двигайтесь плавно и контролируемо, не допуская рывков.",2024-01-15T10:00:00Z
250,push-ups-with-pause,5,"В верхней точке полностью выпрямите руки, но не блокируйте локти. Сохраняйте напряжение в мышцах и правильное положение тела. Повторите движение с обязательной паузой в нижней точке на каждом повторении. Держите кор напряженным на протяжении всего упражнения для поддержания стабильности.",2024-01-15T10:00:00Z
251,archer-push-ups,1,"Примите положение планки с широкой постановкой рук (значительно шире плеч). Руки должны быть на одной линии с плечами, ладони полностью прижаты к полу. Напрягите кор, ягодицы и ноги, создавая прямую линию от головы до пяток. Это исходное положение.",2024-01-15T10:00:00Z
252,archer-push-ups,2,"Начните медленно опускать тело вниз, одновременно смещая вес на одну руку (рабочую руку) и вытягивая вторую руку в сторону, имитируя натяжение лука. Рабочая рука сгибается в локте, принимая на себя большую часть веса тела.",2024-01-15T10:00:00Z
253,archer-push-ups,3,"Продолжайте опускаться, пока рабочая рука не согнется примерно до угла 90 градусов, а вторая рука полностью вытянется в сторону. Держите кор напряженным, чтобы предотвратить ротацию позвоночника и провисание таза. Вторая рука должна быть вытянута параллельно полу.",2024-01-15T10:00:00Z
254,archer-push-ups,4,"Сделайте короткую паузу в нижней точке, затем мощно оттолкнитесь рабочей рукой от пола, возвращая тело в исходное положение. Одновременно верните вторую руку в исходную позицию. Держите кор напряженным на протяжении всего движения для стабильности.",2024-01-15T10:00:00Z
255,archer-push-ups,5,"В верхней точке полностью выпрямите рабочую руку, но не блокируйте локоть. Обе руки должны вернуться в исходное положение. Сохраняйте правильное положение тела - прямая линия от головы до пяток. Повторите движение, чередуя рабочую руку на каждом повторении или выполняя все повторения на одной стороне перед переходом на другую.",2024-01-15T10:00:00Z
256,archer-push-ups,6,"Контролируйте движение на всех фазах - медленное опускание и мощный подъем. Дышите ритмично: вдох при опускании, выдох при подъеме. При усталости или потере контроля немедленно прекратите упражнение и отдохните перед следующим подходом.",2024-01-15T10:00:00Z
257,barbell-floor-press,1,"Установите силовую раму или стойки так, чтобы штанга находилась чуть выше уровня вытянутых рук. Разложите на полу коврик или мат, чтобы защитить плечи, и убедитесь, что ограничители выставлены на уровень чуть выше локтей.",2025-11-08T10:00:00Z
258,barbell-floor-press,2,"Лягте под штангу, согните ноги в коленях и уверенно поставьте стопы на пол. Сведите лопатки, прижмите плечи и затылок к полу, возьмитесь за гриф хватом немного шире плеч.",2025-11-08T10:00:00Z
259,barbell-floor-press,3,"Снимите штангу со стоек и зафиксируйте ее над грудью на прямых руках. Сделайте глубокий вдох, создавая внутрибрюшное давление, и держите запястья строго над локтями.",2025-11-08T10:00:00Z
260,barbell-floor-press,4,"На вдохе плавно опускайте штангу к нижней части грудной клетки, контролируя движение по вертикальной траектории. Остановитесь при мягком касании локтями пола, не расслабляя напряжение в мышцах.",2025-11-08T10:00:00Z
261,barbell-floor-press,5,"С мощным выдохом выжмите штангу вверх, концентрируясь на работе трицепсов и верхней части груди. Полностью выпрямите руки в верхней точке, но не блокируйте локти, сохраняя контроль над грифом.",2025-11-08T10:00:00Z
262,barbell-floor-press,6,"После завершения подхода аккуратно верните штангу на стойки, не расслабляя корпус до полного соприкосновения грифа с крючками. Запишите вес и количество повторений, чтобы отслеживать прогресс в lockout-силе.",2025-11-08T10:00:00Z
