id,exercise_id,level,message,related_body_part,recommendations,created_at
79,smith-machine-incline-bench-press,important,"Контролируйте угол наклона скамьи - оптимальный диапазон 30-45 градусов для акцента на верхнюю часть груди. Слишком большой угол смещает нагрузку на плечи, слишком маленький - на среднюю часть груди.",shoulder,"{""recommendations"":[""Начинайте с угла 30 градусов"",""Постепенно увеличивайте угол до 45 градусов"",""При дискомфорте в плечах уменьшите наклон"",""Используйте регулируемую скамью для точной настройки""]}",2024-01-15T10:00:00Z
80,smith-machine-decline-bench-press,critical,"Надежно зафиксируйте ноги в упорах скамьи! Соскальзывание может привести к падению и смертельным травмам головы и шеи. Положение головой вниз делает это особенно опасным.",head,"{""recommendations"":[""Убедитесь в надежной фиксации ног перед началом упражнения"",""Используйте скамью с качественными упорами"",""Дважды проверьте фиксацию перед каждым подходом"",""При необходимости попросите партнера проверить фиксацию""]}",2024-01-15T10:00:00Z
81,smith-machine-decline-bench-press,important,"Следите за положением плеч - они не должны выходить вперед за линию груди. Это может привести к травме плечевого сустава. Положение вниз головой требует особого внимания к стабильности плеч.",shoulder,"{""recommendations"":[""Держите лопатки сведенными и прижатыми к скамье"",""Не опускайте штангу слишком низко"",""При дискомфорте в плечах уменьшите амплитуду движения"",""Контролируйте угол наклона скамьи""]}",2024-01-15T10:00:00Z
82,smith-machine-decline-bench-press,notice,"Контролируйте дыхание - не задерживайте его во время выполнения упражнения. Положение головой вниз может вызвать повышение артериального давления и головокружение. Дышите глубоко и контролируемо на протяжении всего движения.",spine,"{""recommendations"":[""Вдох при опускании штанги, выдох при жиме вверх"",""Дышите глубоко и ритмично"",""При головокружении немедленно прекратите упражнение"",""Наклонное положение требует более контролируемого дыхания""]}",2024-01-15T10:00:00Z
83,cable-crossover-high-to-low,important,Сохраняйте небольшой сгиб в локтях на протяжении всего движения - выпрямление рук может привести к травме локтевого сустава.,elbow,"{""recommendations"":[""Держите угол в локтях 10-15 градусов постоянно"",""Представьте, что держите мяч между руками"",""При усталости уменьшите вес"",""Не выпрямляйте руки полностью в нижней точке""]}",2024-01-15T10:00:00Z
84,cable-crossover-high-to-low,important,Не поднимайте руки слишком высоко в исходном положении - руки выше уровня плеч могут привести к перерастяжению плечевого сустава и потере акцента на нижнюю часть груди.,shoulder,"{""recommendations"":[""Руки должны быть на уровне плеч или чуть выше"",""При дискомфорте в плечах опустите руки ниже"",""Начинайте с легких весов для освоения техники"",""Контролируйте исходное положение перед началом движения""]}",2024-01-15T10:00:00Z
85,cable-crossover-high-to-low,important,Сохраняйте стабильность корпуса - раскачивание тела снижает эффективность и может привести к травме спины. Стоячее положение требует активной стабилизации.,back,"{""recommendations"":[""Напрягите мышцы кора на протяжении всего упражнения"",""Держите спину прямо, слегка наклонив корпус вперед"",""Не раскачивайтесь во время движения"",""Стойте устойчиво на ногах""]}",2024-01-15T10:00:00Z
86,one-arm-push-up,critical,"Высокая нагрузка на плечевой сустав рабочей руки. Односторонняя работа создает экстремальные нагрузки, требующие значительной силы и стабильности. Не выполняйте это упражнение без должной подготовки и развитой силы верхней части тела.",shoulder,"{""recommendations"":[""Освойте сначала обычные отжимания до 25+ повторений"",""Развивайте силу кора и стабилизаторов"",""Используйте отжимания лучника как промежуточную прогрессию"",""При любом дискомфорте в плече немедленно прекратите""]}",2024-01-15T10:00:00Z
87,one-arm-push-up,important,"Контроль ротации корпуса - критически важен для предотвращения травмы позвоночника и поддержания правильной техники. Ротация увеличивает риск компрессионной травмы и снижает эффективность упражнения.",spine,"{""recommendations"":[""Используйте широкую постановку ног для стабильной базы"",""Активно напрягайте пресс и косые мышцы для предотвращения ротации"",""Визуализируйте удержание прямой линии тела"",""Начинайте с неполной амплитуды для освоения контроля""]}",2024-01-15T10:00:00Z
88,one-arm-push-up,important,"Напряжение кора на протяжении всего движения обязательно для безопасности и эффективности. Односторонние упражнения максимально нагружают стабилизаторы и требуют постоянного контроля.",core,"{""recommendations"":[""Напрягайте пресс, ягодицы и косые мышцы постоянно"",""Представьте брюшной пресс как жесткий корсет"",""Не допускайте провисания таза в любую фазу"",""Дышите ритмично для поддержания внутрибрюшного давления""]}",2024-01-15T10:00:00Z
89,hammer-chest-press-one-arm,important,"Контроль стабильности корпуса при односторонней работе критически важен. Ротация позвоночника или таза в сторону рабочей руки увеличивает риск травмы и снижает эффективность. Напрягайте мышцы кора и спины постоянно для поддержания правильного положения.",core,"{""recommendations"":[""Напрягайте пресс, ягодицы и косые мышцы на протяжении всего движения"",""Держите таз и плечи параллельно друг другу"",""Не допускайте ротации в любую сторону"",""Прижимайте всю спину к спинке тренажера""]}",2024-01-15T10:00:00Z
90,hammer-chest-press-one-arm,important,"Правильное положение сиденья и высота рукоятки - отрегулируйте тренажер так, чтобы рукоятка находилась на уровне груди или чуть ниже. Неправильная настройка может привести к нарушению техники и травме плечевого сустава.",shoulder,"{""recommendations"":[""Рукоятка должна быть на уровне середины груди"",""Плечо должно быть параллельно полу в исходном положении"",""При необходимости попросите тренера помочь с настройкой"",""Проверьте настройку перед каждым подходом""]}",2024-01-15T10:00:00Z
91,hammer-chest-press-one-arm,notice,"Контролируемое движение без рывков - односторонняя работа требует большего контроля, чем двусторонняя. Используйте вес, с которым можете выполнить все повторения в правильной технике. При усталости и потере контроля немедленно прекратите упражнение.",shoulder,"{""recommendations"":[""Используйте вес меньше, чем при двустороннем жиме"",""Опускайте рукоятку медленно и контролируемо"",""Избегайте использования инерции или рывков"",""При потере контроля снизьте вес""]}",2024-01-15T10:00:00Z
92,cable-pullover,important,"Сохраняйте небольшой сгиб в локтях на протяжении всего движения - выпрямление рук может привести к травме локтевого сустава и потере контроля.",elbow,"{""recommendations"":[""Держите угол в локтях 10-15 градусов постоянно"",""Представьте, что держите мяч между руками"",""При усталости уменьшите вес""]}",2024-01-15T10:00:00Z
93,cable-pullover,important,"Не опускайте рукоятку слишком низко - это может привести к перерастяжению плечевых суставов и травме. Останавливайтесь на уровне ушей или чуть ниже.",shoulder,"{""recommendations"":[""Останавливайтесь на уровне ушей или чуть ниже"",""При дискомфорте в плечах уменьшите амплитуду движения"",""Начинайте с легких весов для освоения техники""]}",2024-01-15T10:00:00Z
94,cable-pullover,notice,"Контролируйте постоянное натяжение кабеля - это ключевое преимущество упражнения перед свободными весами. Не расслабляйтесь в растянутой позиции.",shoulder,"{""recommendations"":[""Сосредоточьтесь на постоянном напряжении мышц"",""Контролируйте движение на всех фазах"",""Используйте умеренные веса для контроля""]}",2024-01-15T10:00:00Z
95,dumbbell-fly-decline-bench,critical,"Надежно зафиксируйте ноги в упорах скамьи перед началом упражнения! Соскальзывание может привести к падению и смертельным травмам головы и шеи. Положение головой вниз делает это особенно опасным.",head,"{""recommendations"":[""Убедитесь в надежной фиксации ног перед началом упражнения"",""Используйте скамью с качественными упорами"",""Дважды проверьте фиксацию перед каждым подходом"",""При необходимости попросите партнера проверить фиксацию""]}",2024-01-15T10:00:00Z
96,dumbbell-fly-decline-bench,important,"Следите за положением плеч - они не должны выходить вперед за линию груди. Это может привести к травме плечевого сустава. Положение вниз головой требует особого внимания к стабильности плеч.",shoulder,"{""recommendations"":[""Держите лопатки сведенными и прижатыми к скамье"",""Не опускайте гантели слишком низко"",""При дискомфорте в плечах уменьшите амплитуду движения"",""Контролируйте угол наклона скамьи""]}",2024-01-15T10:00:00Z
97,dumbbell-fly-decline-bench,notice,"Контролируйте дыхание - не задерживайте его во время выполнения упражнения. Положение головой вниз может вызвать повышение артериального давления и головокружение. Дышите глубоко и контролируемо на протяжении всего движения.",spine,"{""recommendations"":[""Вдох при разведении гантелей, выдох при сведении"",""Дышите глубоко и ритмично"",""При головокружении немедленно прекратите упражнение"",""Наклонное положение требует более контролируемого дыхания""]}",2024-01-15T10:00:00Z
98,weighted-push-ups,critical,"КРИТИЧЕСКИ ВАЖНО: Правильно закрепите отягощение перед началом упражнения! Неправильно закрепленный жилет или пояс может соскользнуть во время выполнения и привести к серьезной травме спины, шеи или других частей тела. Всегда проверяйте надежность крепления перед каждым подходом.",back,"{""recommendations"":[""Дважды проверьте надежность крепления жилета или пояса перед началом"",""Используйте качественное оборудование для отягощения"",""При использовании пояса убедитесь в правильном положении и затяжке"",""Если отягощение начинает соскальзывать, немедленно прекратите упражнение""]}",2024-01-15T10:00:00Z
99,weighted-push-ups,important,"Постепенно увеличивайте вес отягощения - не добавляйте слишком много веса сразу. Дополнительный вес значительно увеличивает нагрузку на мышцы и суставы. Начинайте с небольшого веса (5-10% от массы тела) и увеличивайте не более чем на 2-5 кг за раз после освоения техники.",shoulder,"{""recommendations"":[""Начинайте с 5-10% от массы тела"",""Увеличивайте вес постепенно по 2-5 кг"",""Освойте технику с легким весом перед прогрессией"",""При дискомфорте или потере техники уменьшите вес""]}",2024-01-15T10:00:00Z
100,weighted-push-ups,notice,"Контролируйте дыхание под нагрузкой - дополнительный вес усложняет дыхание и требует более осознанного контроля. Не задерживайте дыхание, это может привести к повышению давления и потере контроля. Дышите ритмично на протяжении всего движения.",spine,"{""recommendations"":[""Вдох при опускании тела, выдох при подъеме"",""Дышите глубоко и контролируемо"",""Не задерживайте дыхание даже под нагрузкой"",""При одышке уменьшите вес отягощения""]}",2024-01-15T10:00:00Z
101,dumbbell-bench-press-alternating-floor,critical,"КРИТИЧЕСКИ ВАЖНО: Контролируйте стабильность корпуса на протяжении всего упражнения! Ротация позвоночника или таза во время поочередного жима может привести к серьезным травмам спины и дисков. Поочередное выполнение требует максимальной концентрации на стабилизации кора.",spine,"{""recommendations"":[""Активно напрягайте мышцы кора и косые мышцы живота на протяжении всего упражнения"",""Представьте, что держите корпус жестким корсетом"",""Не допускайте малейшей ротации в любую сторону"",""При потере контроля немедленно прекратите упражнение""]}",2024-01-15T10:00:00Z
102,dumbbell-bench-press-alternating-floor,important,"Не допускайте чрезмерного диапазона движения - пол ограничивает диапазон для вашей безопасности плечевых суставов. Не пытайтесь опускать гантель ниже пола, это нарушит технику и может привести к травме. Останавливайтесь при касании локтем пола.",shoulder,"{""recommendations"":[""Останавливайтесь при касании локтем пола"",""Не пытайтесь увеличить амплитуду движения"",""Пол защищает плечи от перерастяжения"",""При болях в плечах используйте более легкие веса""]}",2024-01-15T10:00:00Z
103,dumbbell-bench-press-alternating-floor,notice,"Начинайте с легких весов для освоения координации - поочередное выполнение требует хорошей межмышечной координации. Используйте вес на 10-15% легче, чем при обычном жиме гантелей на скамье, для правильной техники и контроля стабилизации.",shoulder,"{""recommendations"":[""Используйте вес на 10-15% легче чем при обычном жиме гантелей"",""Сосредоточьтесь на технике, а не на весе"",""Постепенно увеличивайте нагрузку по мере улучшения координации"",""При потере контроля снизьте вес""]}",2024-01-15T10:00:00Z
104,alternating-dumbbell-bench-press,critical,"КРИТИЧЕСКИ ВАЖНО: Контролируйте стабильность корпуса на протяжении всего упражнения! Увеличенный диапазон движения на скамье требует еще более активного контроля стабилизации по сравнению с версией на полу. Ротация позвоночника или таза во время поочередного жима может привести к серьезным травмам спины и дисков. Поочередное выполнение требует максимальной концентрации на стабилизации кора на протяжении всей амплитуды движения.",spine,"{""recommendations"":[""Активно напрягайте мышцы кора и косые мышцы живота на протяжении всего упражнения и всей амплитуды движения"",""Представьте, что держите корпус жестким корсетом, особенно при увеличенном диапазоне движения"",""Не допускайте малейшей ротации в любую сторону на протяжении всей амплитуды"",""При потере контроля немедленно прекратите упражнение и уменьшите вес"",""Увеличенная амплитуда движения требует еще большего внимания к стабилизации""]}",2024-01-15T10:00:00Z
105,alternating-dumbbell-bench-press,important,"Контролируйте диапазон движения и опускание гантелей - увеличенная амплитуда движения на скамье позволяет получить больше растяжения, но требует большей осторожности. Не опускайте гантели слишком низко - останавливайтесь при легком касании груди или комфортном растяжении. Чрезмерное опускание может привести к травме плечевых суставов.",shoulder,"{""recommendations"":[""Останавливайтесь при легком касании груди или комфортном растяжении"",""Не пытайтесь опускать гантели слишком низко - это может травмировать плечи"",""Увеличенная амплитуда требует большей осторожности, чем версия на полу"",""При болях в плечах уменьшите амплитуду движения или используйте более легкие веса""]}",2024-01-15T10:00:00Z
106,alternating-dumbbell-bench-press,notice,"Начинайте с легких весов для освоения координации и контроля - поочередное выполнение на скамье с увеличенной амплитудой требует отличной межмышечной координации и стабилизации. Используйте вес на 15-20% легче, чем при обычном жиме гантелей на скамье обеими руками, для правильной техники и контроля стабилизации на протяжении всей амплитуды движения.",shoulder,"{""recommendations"":[""Используйте вес на 15-20% легче чем при обычном жиме гантелей на скамье"",""Сосредоточьтесь на технике и стабилизации, а не на весе"",""Постепенно увеличивайте нагрузку по мере улучшения координации и стабилизации"",""При потере контроля или ротации корпуса немедленно снизьте вес"",""Увеличенная амплитуда требует больше времени для освоения""]}",2024-01-15T10:00:00Z
107,incline-alternating-dumbbell-press,critical,"КРИТИЧЕСКИ ВАЖНО: Контролируйте стабильность корпуса на протяжении всего упражнения! Наклонное положение с увеличенным диапазоном движения требует максимальной концентрации на стабилизации кора. Ротация позвоночника или таза во время поочередного жима может привести к серьезным травмам спины и дисков. Поочередное выполнение в наклонном положении требует еще более активного контроля стабилизации по сравнению с горизонтальной версией на протяжении всей амплитуды движения.",spine,"{""recommendations"":[""Активно напрягайте мышцы кора и косые мышцы живота на протяжении всего упражнения и всей амплитуды движения"",""Представьте, что держите корпус жестким корсетом, особенно в наклонном положении с увеличенным диапазоном"",""Не допускайте малейшей ротации в любую сторону на протяжении всей амплитуды"",""При потере контроля немедленно прекратите упражнение и уменьшите вес"",""Наклонное положение увеличивает требования к стабилизации""]}",2024-01-15T10:00:00Z
108,incline-alternating-dumbbell-press,important,"Следите за положением плеч - они не должны выходить вперед за линию груди во время опускания гантели. Наклонное положение увеличивает риск выхода плеча вперед, что может привести к травме плечевого сустава. Увеличенная амплитуда движения требует еще более внимательного контроля положения плеч.",shoulder,"{""recommendations"":[""Держите лопатки сведенными и прижатыми к скамье на протяжении всего упражнения"",""Не опускайте гантель слишком низко - это увеличивает риск выхода плеча вперед"",""При дискомфорте в плечах уменьшите амплитуду движения или используйте более легкие веса"",""Наклонное положение требует большего внимания к положению плеч""]}",2024-01-15T10:00:00Z
109,incline-alternating-dumbbell-press,notice,"Контролируйте дыхание в наклонном положении - наклонная скамья требует более осознанного контроля дыхания для поддержания стабильности корпуса на протяжении всей амплитуды движения. Не задерживайте дыхание между повторениями - это может привести к потере контроля и травме. Дышите ритмично, синхронизируя дыхание с движениями каждой руки.",spine,"{""recommendations"":[""Вдох при опускании гантели, выдох при жиме вверх"",""Дышите глубоко и контролируемо, не задерживайте дыхание"",""Наклонное положение требует более контролируемого дыхания"",""При головокружении в наклонном положении прекратите упражнение""]}",2024-01-15T10:00:00Z
110,svend-press,important,"Контролируйте сжатие диска между ладонями - недостаточное сжатие может привести к выпадению диска и травме. Всегда сжимайте диск с максимальной силой на протяжении всего движения, создавая изометрическое напряжение. Если диск скользит, уменьшите вес или проверьте хват.",wrist,"{""recommendations"":[""Сжимайте диск с максимальной силой на протяжении всего движения"",""Проверьте хват перед началом выполнения"",""Если диск скользит, уменьшите вес или используйте диск с ручкой"",""Никогда не ослабляйте хват во время выполнения упражнения""]}",2024-01-15T10:00:00Z
111,svend-press,important,"Следите за положением плеч - они не должны выходить вперед или подниматься вверх во время выталкивания диска. Это может привести к травме плечевого сустава и снижает эффективность упражнения. Держите плечи опущенными и отведенными назад, лопатки сведены вместе.",shoulder,"{""recommendations"":[""Держите плечи опущенными и отведенными назад"",""Сводите лопатки вместе на протяжении всего движения"",""Не поднимайте плечи вверх при выталкивании диска"",""При дискомфорте в плечах уменьшите вес или прекратите упражнение""]}",2024-01-15T10:00:00Z
112,svend-press,notice,"Не выпрямляйте локти полностью - полная блокировка суставов может привести к травме и снижает мышечное напряжение. Держите локти слегка согнутыми на протяжении всего движения, оставляя небольшой угол даже в верхней точке. Это обеспечит постоянное напряжение мышц и безопасность суставов.",elbow,"{""recommendations"":[""Держите локти слегка согнутыми на протяжении всего движения"",""Оставляйте небольшой угол в локтях даже в верхней точке"",""Не блокируйте суставы полностью"",""Контролируйте движение во всех фазах""]}",2024-01-15T10:00:00Z
113,neutral-grip-barbell-bench-press,critical,"Используйте страховщика при работе с тяжелыми весами - хотя нейтральный хват более безопасен, работа с максимальными весами все равно требует страховки для предотвращения травм. Всегда тренируйтесь с помощником при работе выше 85% от одноповторного максимума.",,"{""recommendations"":[""Всегда используйте страховщика при тяжелых весах"",""Убедитесь, что помощник знает технику страховки"",""Не тренируйтесь с максимальными весами в одиночку"",""Используйте стойки для жима лежа с ограничителями при работе без страховщика""]}",2024-01-15T10:00:00Z
114,neutral-grip-barbell-bench-press,important,"Контролируйте положение локтей - несмотря на безопасность нейтрального хвата, неправильное положение локтей может привести к травме плечевых суставов. Держите локти под углом 45 градусов к телу, не разводите их слишком широко или не прижимайте слишком близко к туловищу.",shoulder,"{""recommendations"":[""Держите локти под углом 45 градусов к телу"",""Не разводите локти слишком широко в стороны"",""Контролируйте движение на протяжении всей амплитуды"",""При дискомфорте в плечах уменьшите вес или прекратите упражнение""]}",2024-01-15T10:00:00Z
115,neutral-grip-barbell-bench-press,notice,"Начните с меньшего веса для освоения техники - хотя нейтральный хват более безопасен, правильная техника все равно требует времени для освоения. Начните с веса, с которым можете выполнить 12-15 повторений с правильной техникой, затем постепенно увеличивайте нагрузку.",,"{""recommendations"":[""Начните с легкого веса для освоения техники"",""Сфокусируйтесь на правильной технике, а не на максимальном весе"",""Постепенно увеличивайте нагрузку по мере улучшения техники"",""Используйте зеркало или видео для контроля техники""]}",2024-01-15T10:00:00Z
115,kettlebell-floor-press,critical,"Всегда контролируйте гирю - уникальная форма гири требует особого внимания к хвату и стабилизации. Потеря контроля может привести к серьезным травмам головы, лица или груди. При первых признаках потери контроля немедленно опустите гирю на пол безопасным способом.",,"{""recommendations"":[""Всегда держите гирю крепко за рукоятку"",""Начинайте с легкого веса для освоения техники"",""При потере контроля немедленно опустите гирю на пол"",""Не выполняйте упражнение в состоянии усталости""]}",2024-01-15T10:00:00Z
116,kettlebell-floor-press,important,"Следите за положением плеч - они не должны выходить вперед за линию груди. Это может привести к травме плечевого сустава. Положение на полу ограничивает диапазон движения, но все равно требует правильной техники для безопасности.",shoulder,"{""recommendations"":[""Держите плечи прижатыми к полу"",""Не опускайте гирю слишком низко"",""При дискомфорте в плечах уменьшите вес или прекратите упражнение"",""Контролируйте движение на протяжении всей амплитуды""]}",2024-01-15T10:00:00Z
117,kettlebell-floor-press,notice,"Выполняйте упражнение симметрично - всегда выполняйте одинаковое количество повторений на каждую руку для предотвращения мышечного дисбаланса. Начинайте с более слабой руки, чтобы определить рабочий вес для обеих сторон.",,"{""recommendations"":[""Начинайте с более слабой руки"",""Выполняйте одинаковое количество повторений на каждую руку"",""Отдыхайте одинаковое время между подходами для каждой руки"",""Следите за симметрией развития мышц""]}",2024-01-15T10:00:00Z
118,landmine-press,important,"КРИТИЧЕСКИ ВАЖНО: Контролируйте стабильность корпуса на протяжении всего движения - стоячее положение требует активной работы мышц кора для предотвращения компенсаций и ротации позвоночника. Потеря стабильности может привести к серьезным травмам спины. Напрягайте мышцы пресса и ягодиц постоянно, создавая внутрибрюшное давление для стабилизации позвоночника.",core,"{""recommendations"":[""Напрягайте мышцы пресса и ягодиц на протяжении всего движения"",""Создавайте внутрибрюшное давление для стабилизации позвоночника"",""Если чувствуете ротацию или потерю контроля, немедленно уменьшите вес"",""Начинайте с легкого веса для освоения правильной техники стабилизации""]}",2024-01-15T10:00:00Z
119,landmine-press,important,"Следите за правильным положением ног - ноги должны быть на ширине плеч, стопы устойчиво поставлены на пол. Не переносите вес на одну ногу - это может привести к компенсациям, ротации таза и травме. Правильная постановка ног критически важна для поддержания стабильности корпуса и безопасности упражнения.",feet,"{""recommendations"":[""Ноги должны быть на ширине плеч"",""Стопы должны быть устойчиво поставлены на пол"",""Равномерно распределяйте вес на обе ноги"",""Не переносите вес на одну ногу - это может привести к травме""]}",2024-01-15T10:00:00Z
120,landmine-press,notice,"Контролируйте дыхание - не задерживайте его во время выполнения упражнения, это может повысить артериальное давление и привести к потере контроля над стабильностью корпуса. Дышите ритмично: вдох при опускании штанги, выдох при жиме вперед. Контролируемое дыхание критически важно для поддержания стабильности позвоночника.",spine,"{""recommendations"":[""Вдох при опускании штанги, выдох при жиме вперед"",""Дышите глубоко и ритмично"",""Не задерживайте дыхание - это может привести к потере контроля"",""При головокружении прекратите упражнение""]}",2024-01-15T10:00:00Z
121,trx-push-ups,critical,"Начинайте с TRX петель на более высоком положении и постепенно опускайте их по мере роста силы и контроля. Слишком низкое положение петель может привести к потере контроля, падению и серьезным последствиям. Убедитесь в надежном креплении петель перед началом упражнения.",shoulder,"{""recommendations"":[""Начинайте с петель на высоте, где можете контролировать движение"",""Постепенно опускайте петли по мере роста силы"",""Никогда не начинайте с максимально низкого положения без подготовки"",""Убедитесь в надежном креплении петель и безопасном окружении""]}",2024-01-15T10:00:00Z
122,trx-push-ups,important,"Активно контролируйте стабильность TRX петель на протяжении всего движения. Не допускайте раскачивания или разворота петель, это создает опасную нагрузку на плечевые суставы и может привести к потере контроля и травме. При потере контроля немедленно остановитесь.",shoulder,"{""recommendations"":[""Держите локти направленными назад под углом 45 градусов"",""Активно сопротивляйтесь раскачиванию петель"",""Контролируйте петли на протяжении всей амплитуды движения"",""При потере контроля немедленно остановитесь и вернитесь к более простому варианту""]}",2024-01-15T10:00:00Z
123,trx-push-ups,important,"Требуется значительная сила кора для предотвращения провисания таза и поддержания прямой линии тела. Если не можете удерживать правильное положение, вернитесь к отжиманиям на стабильной поверхности для развития базовой силы перед переходом к TRX.",spine,"{""recommendations"":[""Освойте сначала обычные отжимания до 15+ повторений"",""Развивайте силу планки до 60+ секунд"",""Напрягайте кор и ягодицы на протяжении всего движения"",""Прекратите упражнение при потере контроля или провисании таза""]}",2024-01-15T10:00:00Z
125,diamond-push-ups,critical,"КРИТИЧНО: Узкая постановка рук в форме ромба создает повышенную нагрузку на запястья и локти. При любом дискомфорте, боли или ограниченной подвижности запястий немедленно прекратите упражнение. Используйте упоры для отжиманий или выполняйте упражнение на кулаках для снижения нагрузки на запястья. Не выполняйте упражнение при активных травмах запястий или локтей.",wrist,"{""recommendations"":[""При дискомфорте в запястьях используйте упоры для отжиманий"",""Выполняйте упражнение на кулаках для снижения нагрузки"",""Немедленно прекратите при любой боли в запястьях или локтях"",""Освойте сначала обычные отжимания для укрепления запястий"",""Разминайте запястья перед упражнением""]}",2024-01-15T10:00:00Z
