id,exercise_id,condition,severity,reason,alternatives,created_at
94,trx-push-ups,wrist_injury,relative,"Требует сильных запястий для контроля TRX петель. Нестабильность и необходимость активного контроля петель могут усугубить травму запястий. При травмах запястий отложите упражнение до полного восстановления или используйте альтернативные упражнения с меньшей нагрузкой на запястья.","{""alternatives"":[""push-ups"",""machine-chest-press-plate-loaded"",""dumbbell-bench-press-flat"",""incline-dumbbell-press"",""push-ups-on-handles""]}",2024-01-15T10:00:00Z
95,diamond-push-ups,wrist_injury,relative,"Узкая постановка рук в форме ромба создает повышенную нагрузку на запястья и может усугубить травму. Упражнение требует сильных и гибких запястий. При травмах запястий отложите упражнение до полного восстановления или используйте упоры для отжиманий, которые снижают нагрузку на запястья.","{""alternatives"":[""push-ups"",""push-ups-on-handles"",""close-grip-push-ups"",""dumbbell-bench-press-flat"",""machine-chest-press-plate-loaded""]}",2024-01-15T10:00:00Z
96,diamond-push-ups,shoulder_impingement,relative,"Узкая постановка рук и повышенная нагрузка на трицепсы могут усугубить воспаление плечевого сустава. Упражнение требует хорошей гибкости плеч и стабильности суставов. При проблемах с плечами используйте более широкую постановку рук или альтернативные упражнения с меньшей нагрузкой на плечи.","{""alternatives"":[""push-ups"",""wide-grip-push-ups"",""dumbbell-bench-press-flat"",""machine-chest-press-plate-loaded"",""incline-push-ups""]}",2024-01-15T10:00:00Z
97,push-ups-with-pause,shoulder_impingement,relative,"Пауза в нижней точке увеличивает нагрузку на плечевые суставы и может усугубить воспаление. Упражнение требует хорошей гибкости плеч и стабильности суставов. При проблемах с плечами используйте упоры для отжиманий, уменьшите время паузы до 1 секунды или выберите альтернативные упражнения с меньшей нагрузкой на плечи.","{""alternatives"":[""push-ups"",""incline-push-ups"",""dumbbell-bench-press-flat"",""machine-chest-press-plate-loaded"",""wide-grip-push-ups""]}",2024-01-15T10:00:00Z
98,push-ups-with-pause,wrist_injury,relative,"Упражнение создает нагрузку на запястья во время паузы в нижней точке и может усугубить травму. При травмах запястий отложите упражнение до полного восстановления или используйте упоры для отжиманий, которые снижают нагрузку на запястья и позволяют выполнять упражнение с комфортом.","{""alternatives"":[""push-ups-on-handles"",""push-ups"",""dumbbell-bench-press-flat"",""machine-chest-press-plate-loaded"",""incline-push-ups""]}",2024-01-15T10:00:00Z
99,archer-push-ups,shoulder_impingement,relative,"Односторонняя нагрузка создает экстремальные нагрузки на плечевой сустав рабочей руки и может усугубить воспаление. Упражнение требует исключительной силы плеч и стабильности суставов. При проблемах с плечами категорически не рекомендуется выполнять это упражнение до полного восстановления. Используйте альтернативные упражнения с меньшей нагрузкой на плечи.","{""alternatives"":[""push-ups"",""wide-grip-push-ups"",""dumbbell-bench-press-flat"",""machine-chest-press-plate-loaded"",""incline-push-ups"",""push-ups-with-pause""]}",2024-01-15T10:00:00Z
100,archer-push-ups,wrist_injury,relative,"Односторонняя нагрузка создает повышенную нагрузку на запястье рабочей руки и может усугубить травму. Упражнение требует сильных и гибких запястий для безопасного выполнения. При травмах запястий отложите упражнение до полного восстановления или используйте упоры для отжиманий, которые снижают нагрузку на запястья.","{""alternatives"":[""push-ups-on-handles"",""push-ups"",""dumbbell-bench-press-flat"",""machine-chest-press-plate-loaded"",""incline-push-ups"",""wide-grip-push-ups""]}",2024-01-15T10:00:00Z
101,barbell-floor-press,shoulder_impingement,relative,"Несмотря на ограниченный диапазон движения, жим на полу с тяжелыми весами может усугубить импинджмент плечевого сустава при неправильной технике и разведении локтей.","{""alternatives"":[""kettlebell-floor-press"",""dumbbell-bench-press-alternating-floor"",""machine-chest-press-plate-loaded"",""push-ups""]}",2025-11-08T10:00:00Z
102,barbell-floor-press,recent_surgery,absolute,"Свежие операции на плечах, грудной клетке или локтях требуют полного восстановления перед работой со штангой даже в ограниченной амплитуде. Давление грифа и необходимость стабилизации могут сорвать заживление.","{""alternatives"":[""resistance-band-fly"",""machine-chest-press-plate-loaded"",""dumbbell-fly-floor"",""incline-push-ups""]}",2025-11-08T10:00:00Z
103,hammer-strength-chest-press,shoulder_impingement,relative,"Несмотря на эргономичную траекторию, опускание рычагов к груди может защемлять структуры плеча при импинджменте и усиливать боль.","{""alternatives"":[""machine-chest-press-plate-loaded"",""dumbbell-bench-press-flat"",""push-ups-on-handles""]}",2025-11-08T10:15:00Z
104,hammer-strength-chest-press,recent_surgery,absolute,"После операций на плечевом поясе, позвоночнике или грудной клетке избегайте тренажёра до полного разрешения врача: давление рычагов может сорвать восстановление.","{""alternatives"":[""дыхательная гимнастика"",""изометрические упражнения без нагрузки"",""консультация с реабилитологом""]}",2025-11-08T10:15:00Z
105,standing-cable-crossover-press,shoulder_impingement,relative,"Постоянное натяжение кабелей и жимовая траектория могут обострить ущемление плечевого сустава при боли или ограничении подвижности.","{""alternatives"":[""machine-chest-press-plate-loaded"",""cable-fly-standing"",""neutral-grip-barbell-bench-press""]}",2025-11-08T11:00:00Z
106,standing-cable-crossover-press,lower_back_injury,relative,"Стойка в разножке и анти-ротационная стабилизация требуют сильного кора; при болях в пояснице упражнение может вызвать дискомфорт.","{""alternatives"":[""machine-chest-press-plate-loaded"",""incline-dumbbell-press"",""cable-fly-flat""]}",2025-11-08T11:00:00Z
107,incline-hammer-strength-press,shoulder_impingement,relative,"Наклонная траектория с глубокой амплитудой может усугубить защемление плечевого сустава и вызывать боль при импинджменте.","{""alternatives"": [""machine-chest-press-plate-loaded"",""incline-dumbbell-press"",""standing-cable-crossover-press""]}",2025-11-08T12:00:00Z
109,explosive-medicine-ball-press,shoulder_impingement,relative,"Взрывной толчок и ловля медбола нагружают переднюю часть плеча и могут усилить симптомы импинджмента.","{""alternatives"":[""machine-chest-press-plate-loaded"",""push-ups"",""standing-cable-crossover-press""]}",2025-11-08T13:00:00Z
110,explosive-medicine-ball-press,recent_surgery,absolute,"Взрывные броски и ловля создают резкую нагрузку на грудной пояс и локти, что опасно в период восстановления после операций.","{""alternatives"":[""легкие растяжки"",""дыхательные упражнения"",""консультация с врачом""]}",2025-11-08T13:00:00Z
111,pull-ups-wide-grip,shoulder_impingement,relative,"Широкий хват создает значительную нагрузку на плечевые суставы и может усугубить воспаление при импинджменте плеча.","{""alternatives"":[""pull-ups-medium-grip"",""pull-ups-neutral-grip"",""pull-ups-underhand-grip"",""lat-pulldown""]}",2025-11-08T14:00:00Z
112,pull-ups-wide-grip,recent_surgery,absolute,"Выполнение упражнения может помешать заживлению после недавней операции на плечах, руках или спине.","{""alternatives"":[""легкие растяжки"",""дыхательные упражнения"",""консультация с врачом""]}",2025-11-08T14:00:00Z
113,pull-ups-medium-grip,shoulder_impingement,relative,"Упражнение может усугубить воспаление плечевого сустава из-за нагрузки на плечи в растянутом положении.","{""alternatives"":[""pull-ups-neutral-grip"",""pull-ups-underhand-grip"",""lat-pulldown"",""assisted-pull-ups""]}",2025-11-08T14:05:00Z
114,pull-ups-close-grip,shoulder_impingement,relative,"Упражнение может усугубить воспаление плечевого сустава из-за нагрузки на плечи.","{""alternatives"":[""pull-ups-neutral-grip"",""pull-ups-underhand-grip"",""lat-pulldown"",""assisted-pull-ups""]}",2025-11-08T14:10:00Z
115,pull-ups-close-grip,wrist_injury,relative,"Узкий хват создает повышенную нагрузку на запястья и может усугубить травму запястья.","{""alternatives"":[""pull-ups-medium-grip"",""pull-ups-neutral-grip"",""lat-pulldown""]}",2025-11-08T14:10:00Z
116,pull-ups-underhand-grip,shoulder_impingement,relative,"Упражнение может усугубить воспаление плечевого сустава из-за нагрузки на плечи.","{""alternatives"":[""pull-ups-neutral-grip"",""lat-pulldown"",""assisted-pull-ups""]}",2025-11-08T14:15:00Z
117,pull-ups-underhand-grip,wrist_injury,relative,"Обратный хват может создать нагрузку на запястья и усугубить травму запястья.","{""alternatives"":[""pull-ups-medium-grip"",""pull-ups-neutral-grip"",""lat-pulldown""]}",2025-11-08T14:15:00Z
118,pull-ups-neutral-grip,recent_surgery,absolute,"Выполнение упражнения может помешать заживлению после недавней операции на плечах, руках или спине.","{""alternatives"":[""легкие растяжки"",""дыхательные упражнения"",""консультация с врачом""]}",2025-11-08T14:20:00Z
119,pull-ups-archer,shoulder_impingement,relative,"Односторонняя нагрузка создает экстремальные требования к плечевым суставам и может усугубить воспаление при импинджменте плеча.","{""alternatives"":[""pull-ups-medium-grip"",""pull-ups-neutral-grip"",""lat-pulldown"",""assisted-pull-ups""]}",2025-11-08T15:00:00Z
120,pull-ups-archer,recent_surgery,absolute,"Выполнение упражнения может помешать заживлению после недавней операции на плечах, руках или спине.","{""alternatives"":[""легкие растяжки"",""дыхательные упражнения"",""консультация с врачом""]}",2025-11-08T15:00:00Z
121,pull-ups-one-arm,shoulder_impingement,relative,"Экстремальная односторонняя нагрузка создает максимальные требования к плечевым суставам и может усугубить воспаление при импинджменте плеча.","{""alternatives"":[""pull-ups-medium-grip"",""pull-ups-neutral-grip"",""lat-pulldown"",""assisted-pull-ups""]}",2025-11-08T15:05:00Z
122,pull-ups-one-arm,recent_surgery,absolute,"Выполнение упражнения может помешать заживлению после недавней операции на плечах, руках или спине.","{""alternatives"":[""легкие растяжки"",""дыхательные упражнения"",""консультация с врачом""]}",2025-11-08T15:05:00Z
123,pull-ups-weighted,shoulder_impingement,relative,"Дополнительный вес увеличивает нагрузку на плечевые суставы и может усугубить воспаление при импинджменте плеча.","{""alternatives"":[""pull-ups-medium-grip"",""pull-ups-neutral-grip"",""lat-pulldown"",""assisted-pull-ups""]}",2025-11-08T15:10:00Z
124,pull-ups-weighted,recent_surgery,absolute,"Выполнение упражнения может помешать заживлению после недавней операции на плечах, руках или спине.","{""alternatives"":[""легкие растяжки"",""дыхательные упражнения"",""консультация с врачом""]}",2025-11-08T15:10:00Z
125,pull-ups-l-sit,shoulder_impingement,relative,"Комбинация подтягивания и удержания L-сита создает экстремальные требования к плечевым суставам и может усугубить воспаление при импинджменте плеча.","{""alternatives"":[""pull-ups-medium-grip"",""pull-ups-neutral-grip"",""lat-pulldown"",""assisted-pull-ups""]}",2025-11-08T15:15:00Z
126,pull-ups-l-sit,recent_surgery,absolute,"Выполнение упражнения может помешать заживлению после недавней операции на плечах, руках или спине.","{""alternatives"":[""легкие растяжки"",""дыхательные упражнения"",""консультация с врачом""]}",2025-11-08T15:15:00Z
127,pull-ups-behind-neck,shoulder_impingement,absolute,"Подтягивание за голову требует исключительной гибкости плечевых суставов и категорически противопоказано при импинджменте плеча из-за высокого риска травмы.","{""alternatives"":[""pull-ups-medium-grip"",""pull-ups-neutral-grip"",""lat-pulldown"",""assisted-pull-ups""]}",2025-11-08T15:20:00Z
128,pull-ups-behind-neck,recent_surgery,absolute,"Выполнение упражнения может помешать заживлению после недавней операции на плечах, руках или спине.","{""alternatives"":[""легкие растяжки"",""дыхательные упражнения"",""консультация с врачом""]}",2025-11-08T15:20:00Z
129,explosive-pull-ups,shoulder_impingement,relative,"Взрывные движения создают повышенную нагрузку на плечевые суставы и могут усугубить воспаление при импинджменте плеча.","{""alternatives"":[""pull-ups-medium-grip"",""pull-ups-neutral-grip"",""lat-pulldown"",""assisted-pull-ups""]}",2025-11-08T16:00:00Z
130,explosive-pull-ups,recent_surgery,absolute,"Выполнение упражнения может помешать заживлению после недавней операции на плечах, руках или спине.","{""alternatives"":[""легкие растяжки"",""дыхательные упражнения"",""консультация с врачом""]}",2025-11-08T16:00:00Z
131,scapular-retraction-hang,recent_surgery,relative,"Выполнение упражнения может помешать заживлению после недавней операции на плечах или спине. Начинайте с легких движений после консультации с врачом.","{""alternatives"":[""легкие растяжки"",""дыхательные упражнения"",""консультация с врачом""]}",2025-11-08T16:05:00Z
132,dead-hang,recent_surgery,relative,"Выполнение упражнения может помешать заживлению после недавней операции на плечах, руках или спине. Начинайте с коротких интервалов после консультации с врачом.","{""alternatives"":[""легкие растяжки"",""дыхательные упражнения"",""консультация с врачом""]}",2025-11-08T16:10:00Z
133,chest-to-bar-pull-ups,shoulder_impingement,relative,"Увеличенная амплитуда движения создает повышенную нагрузку на плечевые суставы и может усугубить воспаление при импинджменте плеча.","{""alternatives"":[""pull-ups-medium-grip"",""pull-ups-neutral-grip"",""lat-pulldown"",""assisted-pull-ups""]}",2025-11-08T16:15:00Z
134,chest-to-bar-pull-ups,recent_surgery,absolute,"Выполнение упражнения может помешать заживлению после недавней операции на плечах, руках или спине.","{""alternatives"":[""легкие растяжки"",""дыхательные упражнения"",""консультация с врачом""]}",2025-11-08T16:15:00Z
135,muscle-up,shoulder_impingement,absolute,"Muscle-up требует исключительной силы и гибкости плечевых суставов и категорически противопоказан при импинджменте плеча из-за высокого риска серьезных травм.","{""alternatives"":[""pull-ups-medium-grip"",""pull-ups-neutral-grip"",""lat-pulldown"",""assisted-pull-ups"",""dips-chest-focus""]}",2025-11-08T16:20:00Z
136,muscle-up,recent_surgery,absolute,"Выполнение упражнения может помешать заживлению после недавней операции на плечах, руках или спине.","{""alternatives"":[""легкие растяжки"",""дыхательные упражнения"",""консультация с врачом""]}",2025-11-08T16:20:00Z
137,pull-ups-rings,shoulder_impingement,relative,"Нестабильность колец создает повышенную нагрузку на плечевые суставы и может усугубить воспаление при импинджменте плеча.","{""alternatives"":[""pull-ups-medium-grip"",""pull-ups-neutral-grip"",""lat-pulldown"",""assisted-pull-ups""]}",2025-11-08T17:00:00Z
138,pull-ups-rings,recent_surgery,absolute,"Выполнение упражнения может помешать заживлению после недавней операции на плечах, руках или спине.","{""alternatives"":[""легкие растяжки"",""дыхательные упражнения"",""консультация с врачом""]}",2025-11-08T17:00:00Z
139,pull-ups-rings-wide-grip,shoulder_impingement,absolute,"Широкий хват на нестабильных кольцах создает экстремальную нагрузку на плечевые суставы и категорически противопоказан при импинджменте плеча из-за высокого риска серьезных травм.","{""alternatives"":[""pull-ups-medium-grip"",""pull-ups-neutral-grip"",""lat-pulldown"",""assisted-pull-ups""]}",2025-11-08T17:05:00Z
140,pull-ups-rings-wide-grip,recent_surgery,absolute,"Выполнение упражнения может помешать заживлению после недавней операции на плечах, руках или спине.","{""alternatives"":[""легкие растяжки"",""дыхательные упражнения"",""консультация с врачом""]}",2025-11-08T17:05:00Z
141,trx-row-standing,shoulder_impingement,relative,"Нестабильность TRX петель создает повышенную нагрузку на плечевые суставы и может усугубить воспаление при импинджменте плеча.","{""alternatives"":[""lat-pulldown"",""cable-row"",""seated-row"",""barbell-row""]}",2025-11-08T17:10:00Z
142,trx-pull-ups-assisted,shoulder_impingement,relative,"Нестабильность TRX петель создает повышенную нагрузку на плечевые суставы, но поддержка ногами снижает риск. Можно выполнять с осторожностью.","{""alternatives"":[""pull-ups-medium-grip"",""pull-ups-neutral-grip"",""lat-pulldown"",""assisted-pull-ups""]}",2025-11-08T17:15:00Z
143,lat-pulldown-wide-grip,shoulder_impingement,relative,"Широкий хват создает значительную нагрузку на плечевые суставы и может усугубить воспаление при импинджменте плеча.","{""alternatives"":[""lat-pulldown-medium-grip"",""lat-pulldown-neutral-grip"",""lat-pulldown-underhand-grip"",""cable-row""]}",2025-11-08T18:00:00Z
144,lat-pulldown-medium-grip,shoulder_impingement,relative,"Упражнение может усугубить воспаление плечевого сустава из-за нагрузки на плечи в растянутом положении.","{""alternatives"":[""lat-pulldown-neutral-grip"",""lat-pulldown-underhand-grip"",""cable-row"",""seated-row""]}",2025-11-08T18:05:00Z
145,lat-pulldown-close-grip,shoulder_impingement,relative,"Упражнение может усугубить воспаление плечевого сустава из-за нагрузки на плечи.","{""alternatives"":[""lat-pulldown-neutral-grip"",""lat-pulldown-underhand-grip"",""cable-row"",""seated-row""]}",2025-11-08T18:10:00Z
146,lat-pulldown-close-grip,wrist_injury,relative,"Узкий хват создает повышенную нагрузку на запястья и может усугубить травму запястья.","{""alternatives"":[""lat-pulldown-medium-grip"",""lat-pulldown-neutral-grip"",""cable-row""]}",2025-11-08T18:10:00Z
147,lat-pulldown-underhand-grip,shoulder_impingement,relative,"Упражнение может усугубить воспаление плечевого сустава из-за нагрузки на плечи.","{""alternatives"":[""lat-pulldown-neutral-grip"",""cable-row"",""seated-row""]}",2025-11-08T18:15:00Z
148,lat-pulldown-underhand-grip,wrist_injury,relative,"Обратный хват может создать нагрузку на запястья и усугубить травму запястья.","{""alternatives"":[""lat-pulldown-medium-grip"",""lat-pulldown-neutral-grip"",""cable-row""]}",2025-11-08T18:15:00Z
149,lat-pulldown-behind-neck,shoulder_impingement,absolute,"Тяга за голову требует исключительной гибкости плечевых суставов и категорически противопоказана при импинджменте плеча, ограниченной подвижности плеч или любых проблемах с плечевыми суставами из-за высокого риска серьезной травмы.","{""alternatives"":[""lat-pulldown-wide-grip"",""lat-pulldown-medium-grip"",""lat-pulldown-neutral-grip"",""cable-row"",""seated-row""]}",2025-11-08T19:00:00Z
150,lat-pulldown-behind-neck,limited_shoulder_mobility,absolute,"Тяга за голову категорически противопоказана при ограниченной подвижности плечевых суставов из-за высокого риска травмы. Требуется отличная гибкость для безопасного выполнения.","{""alternatives"":[""lat-pulldown-wide-grip"",""lat-pulldown-medium-grip"",""lat-pulldown-neutral-grip"",""cable-row"",""seated-row""]}",2025-11-08T19:00:00Z
151,lat-pulldown-straight-arm,lower_back_injury,relative,"Стоячее положение с наклоном корпуса создает нагрузку на нижнюю часть спины. При травмах поясницы используйте более легкий вес или альтернативные упражнения.","{""alternatives"":[""lat-pulldown-wide-grip"",""lat-pulldown-medium-grip"",""cable-row"",""seated-row""]}",2025-11-08T19:05:00Z
152,lat-pulldown-one-arm,shoulder_impingement,relative,"Односторонняя нагрузка создает повышенную нагрузку на плечевые суставы и может усугубить воспаление при импинджменте плеча.","{""alternatives"":[""lat-pulldown-medium-grip"",""lat-pulldown-neutral-grip"",""cable-row"",""seated-row""]}",2025-11-08T19:10:00Z
153,lat-pulldown-one-arm,lower_back_injury,relative,"Односторонняя работа создает риск ротации позвоночника, что может усугубить проблемы с нижней частью спины. Используйте более легкий вес или альтернативные упражнения.","{""alternatives"":[""lat-pulldown-medium-grip"",""lat-pulldown-neutral-grip"",""cable-row"",""seated-row""]}",2025-11-08T19:10:00Z
154,lat-pulldown-wide-grip-chest,shoulder_impingement,relative,"Широкий хват создает значительную нагрузку на плечевые суставы и может усугубить воспаление при импинджменте плеча.","{""alternatives"":[""lat-pulldown-medium-grip"",""lat-pulldown-neutral-grip"",""lat-pulldown-underhand-grip"",""cable-row""]}",2025-11-08T19:15:00Z
155,cable-pulldown-standing,shoulder_impingement,relative,"Широкий хват и стоячее положение создают значительную нагрузку на плечевые суставы и могут усугубить воспаление при импинджменте плеча.","{""alternatives"":[""cable-pulldown-seated"",""lat-pulldown-medium-grip"",""lat-pulldown-neutral-grip"",""cable-row""]}",2025-01-15T10:00:00Z
156,cable-pulldown-standing,lower_back_injury,relative,"Стоячее положение с наклоном корпуса создает нагрузку на нижнюю часть спины. При травмах поясницы используйте более легкий вес или альтернативные упражнения.","{""alternatives"":[""cable-pulldown-seated"",""lat-pulldown-medium-grip"",""lat-pulldown-wide-grip"",""cable-row""]}",2025-01-15T10:00:00Z
157,cable-pulldown-seated,shoulder_impingement,relative,"Широкий хват создает значительную нагрузку на плечевые суставы и может усугубить воспаление при импинджменте плеча.","{""alternatives"":[""lat-pulldown-medium-grip"",""lat-pulldown-neutral-grip"",""lat-pulldown-underhand-grip"",""cable-row""]}",2025-01-15T10:00:00Z
158,australian-pull-ups,shoulder_impingement,relative,"Упражнение может усугубить воспаление плечевого сустава из-за нагрузки на плечи. При дискомфорте в плечах используйте более узкий хват или альтернативные упражнения.","{""alternatives"":[""trx-pull-ups-assisted"",""lat-pulldown-medium-grip"",""cable-row"",""seated-row""]}",2025-01-15T10:00:00Z
159,australian-pull-ups-feet-elevated,shoulder_impingement,relative,"Увеличенный угол наклона создает большую нагрузку на плечевые суставы и может усугубить воспаление при импинджменте плеча.","{""alternatives"":[""australian-pull-ups"",""trx-pull-ups-assisted"",""lat-pulldown-medium-grip"",""cable-row""]}",2025-01-15T10:00:00Z
160,australian-pull-ups-feet-elevated,lower_back_injury,relative,"Увеличенный угол наклона создает нагрузку на нижнюю часть спины. При травмах поясницы используйте базовые австралийские подтягивания или альтернативные упражнения.","{""alternatives"":[""australian-pull-ups"",""lat-pulldown-medium-grip"",""cable-row"",""seated-row""]}",2025-01-15T10:00:00Z
161,australian-pull-ups-underhand-grip,wrist_injury,relative,"Обратный хват создает дополнительную нагрузку на запястья и может усугубить травму запястья.","{""alternatives"":[""australian-pull-ups"",""lat-pulldown-medium-grip"",""cable-row"",""seated-row""]}",2025-01-15T10:00:00Z
162,dumbbell-one-arm-row,back_pain,relative,"Односторонняя нагрузка в наклоне может усугубить боль в спине. При проблемах со спиной используйте двусторонние тяги или тягу на наклонной скамье.","{""alternatives"":[""dumbbell-bent-over-row"",""dumbbell-incline-bench-row"",""lat-pulldown-medium-grip"",""cable-row""]}",2025-01-15T10:00:00Z
163,dumbbell-one-arm-row,shoulder_impingement,relative,"Односторонняя нагрузка может усугубить воспаление плечевого сустава. При проблемах с плечами используйте двусторонние тяги или тягу на наклонной скамье.","{""alternatives"":[""dumbbell-bent-over-row"",""dumbbell-incline-bench-row"",""lat-pulldown-medium-grip"",""cable-row""]}",2025-01-15T10:00:00Z
164,dumbbell-bent-over-row,back_pain,absolute,"Наклонное положение с нагрузкой категорически противопоказано при острых болях в спине. Используйте альтернативные упражнения с поддержкой корпуса.","{""alternatives"":[""dumbbell-incline-bench-row"",""lat-pulldown-medium-grip"",""cable-row"",""seated-row""]}",2025-01-15T10:00:00Z
165,dumbbell-bent-over-row,herniated_disc,relative,"Наклонное положение может усугубить состояние при грыже межпозвоночного диска. Используйте упражнения с поддержкой корпуса.","{""alternatives"":[""dumbbell-incline-bench-row"",""lat-pulldown-medium-grip"",""cable-row"",""seated-row""]}",2025-01-15T10:00:00Z
166,plank-row,back_pain,absolute,"Комбинация планки и тяги категорически противопоказана при острых болях в спине. Используйте альтернативные упражнения с поддержкой корпуса.","{""alternatives"":[""dumbbell-incline-bench-row"",""dumbbell-bent-over-row"",""lat-pulldown-medium-grip"",""cable-row""]}",2025-01-15T10:00:00Z
167,plank-row,shoulder_impingement,relative,"Односторонняя нагрузка в планке может усугубить воспаление плечевого сустава. При проблемах с плечами используйте двусторонние тяги или тягу на наклонной скамье.","{""alternatives"":[""dumbbell-bent-over-row"",""dumbbell-incline-bench-row"",""lat-pulldown-medium-grip"",""cable-row""]}",2025-01-15T10:00:00Z
168,barbell-bent-over-row,lower_back_injury,relative,"Наклонное положение создает нагрузку на поясницу. Рекомендуется начинать с легких весов или использовать альтернативные упражнения.","{""alternatives"":[""dumbbell-incline-bench-row"",""cable-seated-row"",""machine-row""]}",2025-01-15T10:00:00Z
169,barbell-bent-over-row,shoulder_impingement,relative,"Упражнение может усугубить воспаление плечевого сустава из-за нагрузки на плечи в наклонном положении.","{""alternatives"":[""swiss-bar-row"",""dumbbell-incline-bench-row"",""cable-seated-row""]}",2025-01-15T10:00:00Z
170,barbell-bent-over-row-underhand,lower_back_injury,relative,"Наклонное положение создает нагрузку на поясницу. Рекомендуется начинать с легких весов или использовать альтернативные упражнения.","{""alternatives"":[""dumbbell-incline-bench-row"",""cable-seated-row"",""machine-row""]}",2025-01-15T10:00:00Z
171,barbell-bent-over-row-underhand,biceps_tendonitis,relative,"Обратный хват создает большую нагрузку на бицепсы и может усугубить воспаление сухожилия бицепса.","{""alternatives"":[""barbell-bent-over-row"",""swiss-bar-row"",""cable-seated-row""]}",2025-01-15T10:00:00Z
172,yates-row,lower_back_injury,relative,"Даже при более вертикальном положении создается нагрузка на поясницу. Рекомендуется начинать с легких весов.","{""alternatives"":[""dumbbell-incline-bench-row"",""cable-seated-row"",""machine-row""]}",2025-01-15T10:00:00Z
173,pendlay-row,lower_back_injury,absolute,"Горизонтальное положение корпуса создает экстремальную нагрузку на поясницу. Категорически не рекомендуется при травмах спины.","{""alternatives"":[""yates-row"",""dumbbell-incline-bench-row"",""cable-seated-row"",""machine-row""]}",2025-01-15T10:00:00Z
174,pendlay-row,herniated_disc,absolute,"Горизонтальное положение корпуса и взрывное движение могут усугубить грыжу межпозвоночного диска. Категорически не рекомендуется.","{""alternatives"":[""yates-row"",""dumbbell-incline-bench-row"",""cable-seated-row"",""machine-row""]}",2025-01-15T10:00:00Z
175,ez-bar-bent-over-row,lower_back_injury,relative,"Наклонное положение создает нагрузку на поясницу. Рекомендуется начинать с легких весов или использовать альтернативные упражнения.","{""alternatives"":[""dumbbell-incline-bench-row"",""cable-seated-row"",""machine-row""]}",2025-01-15T10:00:00Z
176,swiss-bar-row,lower_back_injury,relative,"Наклонное положение создает нагрузку на поясницу. Рекомендуется начинать с легких весов или использовать альтернативные упражнения.","{""alternatives"":[""dumbbell-incline-bench-row"",""cable-seated-row"",""machine-row""]}",2025-01-15T10:00:00Z
176,cable-seated-row,back_pain,relative,"Наклонное положение корпуса может усугубить боль в спине. При острых болях используйте альтернативные упражнения с поддержкой корпуса.","{""alternatives"":[""lat-pulldown-medium-grip"",""cable-standing-row"",""machine-row""]}",2025-01-15T10:00:00Z
177,cable-standing-row,back_pain,relative,"Стоячее положение с наклоном корпуса создает нагрузку на нижнюю часть спины. При травмах поясницы используйте сидячую версию или альтернативные упражнения.","{""alternatives"":[""cable-seated-row"",""lat-pulldown-medium-grip"",""machine-row""]}",2025-01-15T10:00:00Z
178,cable-one-arm-row,back_pain,absolute,"Односторонняя нагрузка в наклоне категорически противопоказана при острых болях в спине. Используйте альтернативные упражнения с поддержкой корпуса.","{""alternatives"":[""cable-seated-row"",""cable-standing-row"",""lat-pulldown-medium-grip"",""machine-row""]}",2025-01-15T10:00:00Z
179,cable-one-arm-row,shoulder_impingement,relative,"Односторонняя нагрузка может усугубить воспаление плечевого сустава. При проблемах с плечами используйте двусторонние тяги.","{""alternatives"":[""cable-seated-row"",""cable-standing-row"",""lat-pulldown-medium-grip""]}",2025-01-15T10:00:00Z
180,cable-wide-grip-row,shoulder_impingement,relative,"Широкий хват создает значительную нагрузку на плечевые суставы и может усугубить воспаление при импинджменте плеча.","{""alternatives"":[""cable-seated-row"",""cable-close-grip-row"",""lat-pulldown-medium-grip""]}",2025-01-15T10:00:00Z
181,cable-close-grip-row,wrist_injury,relative,"Узкий хват создает повышенную нагрузку на запястья и может усугубить травму запястья.","{""alternatives"":[""cable-seated-row"",""cable-wide-grip-row"",""lat-pulldown-medium-grip""]}",2025-01-15T10:00:00Z
182,cable-horizontal-row-underhand-grip,wrist_injury,relative,"Обратный хват создает повышенную нагрузку на запястья и может усугубить травму запястья.","{""alternatives"":[""cable-seated-row"",""cable-horizontal-row-neutral-grip"",""lat-pulldown-medium-grip""]}",2025-01-15T10:00:00Z
183,cable-horizontal-row-underhand-grip,biceps_tendonitis,relative,"Обратный хват создает большую нагрузку на бицепсы и может усугубить воспаление сухожилия бицепса.","{""alternatives"":[""cable-seated-row"",""cable-horizontal-row-neutral-grip"",""lat-pulldown-medium-grip""]}",2025-01-15T10:00:00Z
184,cable-crossover-row-high,lower_back_injury,relative,"Стоячее положение с наклоном корпуса создает нагрузку на нижнюю часть спины. При травмах поясницы используйте более легкий вес или альтернативные упражнения.","{""alternatives"":[""cable-seated-row"",""cable-horizontal-row-kneeling"",""lat-pulldown-medium-grip""]}",2025-01-15T10:00:00Z
185,cable-crossover-row-low,lower_back_injury,relative,"Стоячее положение с наклоном корпуса создает нагрузку на нижнюю часть спины. При травмах поясницы используйте более легкий вес или альтернативные упражнения.","{""alternatives"":[""cable-seated-row"",""cable-horizontal-row-kneeling"",""lat-pulldown-medium-grip""]}",2025-01-15T10:00:00Z
