id,exercise_id,mistake,created_at
154,cable-pullover,"Рывковые движения вместо контролируемого темпа - снижает эффективность упражнения и увеличивает риск травмы. Контролируйте движение на всех фазах: медленно опускайте, пауза внизу, мощно поднимайте.",2024-01-15T10:00:00Z
155,cable-pullover,"Задержка дыхания в растянутой позиции - повышает артериальное давление и снижает эффективность. Дышите ритмично: вдох при опускании, выдох при подъеме.",2024-01-15T10:00:00Z
156,cable-pullover,"Неправильное положение рукоятки - слишком узкий или слишком широкий хват снижает эффективность. Используйте прямую рукоятку хватом на ширине плеч или чуть шире.",2024-01-15T10:00:00Z
157,dumbbell-fly-decline-bench,"Неправильная фиксация ног в упорах - неполная или ненадежная фиксация может привести к соскальзыванию со скамьи и серьезной травме головы. Всегда проверяйте надежность фиксации перед началом упражнения.",2024-01-15T10:00:00Z
158,dumbbell-fly-decline-bench,"Выпрямление рук полностью - риск травмы локтевого сустава и потеря контроля над движением. Держите локти слегка согнутыми под углом 10-15 градусов на протяжении всего упражнения.",2024-01-15T10:00:00Z
159,dumbbell-fly-decline-bench,"Слишком глубокое опускание гантелей ниже уровня плеч - перерастяжение плечевого сустава и риск травмы. Особенно опасно в наклонном положении, которое усиливает растяжение.",2024-01-15T10:00:00Z
160,dumbbell-fly-decline-bench,"Изменение угла в локтях во время движения - превращение разведения в жим, что снижает изоляцию нижней части грудных мышц. Сохраняйте постоянный угол в локтях на протяжении всей амплитуды.",2024-01-15T10:00:00Z
161,dumbbell-fly-decline-bench,"Задержка дыхания или неконтролируемое дыхание - особенно опасно в положении головой вниз, может вызвать резкое повышение артериального давления и головокружение. Дышите глубоко и ритмично на протяжении всего движения.",2024-01-15T10:00:00Z
162,weighted-push-ups,"Неправильная фиксация отягощения - жилет или пояс закреплены ненадежно, что может привести к соскальзыванию во время выполнения и травме. Всегда проверяйте надежность крепления перед началом упражнения.",2024-01-15T10:00:00Z
163,weighted-push-ups,"Слишком большое отягощение - чрезмерный вес нарушает технику выполнения, приводит к компенсациям и увеличивает риск травмы. Начинайте с небольшого веса (5-10% от массы тела) и постепенно увеличивайте нагрузку.",2024-01-15T10:00:00Z
164,weighted-push-ups,"Прогиб в пояснице или поднятие ягодиц вверх - нарушает прямую линию тела и увеличивает риск травмы позвоночника. Дополнительный вес усложняет поддержание правильного положения, поэтому особенно важно контролировать кор.",2024-01-15T10:00:00Z
165,weighted-push-ups,"Неполная амплитуда движения - недотягивание груди до пола или неполное выпрямление рук в верхней точке снижает эффективность упражнения. Контролируйте полную амплитуду на каждом повторении.",2024-01-15T10:00:00Z
166,weighted-push-ups,"Задержка дыхания под дополнительным весом - особенно опасно, так как дополнительное отягощение усложняет дыхание. Дышите ритмично и глубоко на протяжении всего движения, не задерживайте дыхание.",2024-01-15T10:00:00Z
167,dumbbell-bench-press-alternating-floor,"Ротация корпуса и таза при опускании гантели одной рукой - критическая ошибка, которая может привести к травме позвоночника и снижает эффективность упражнения. Активно контролируйте ротацию, напрягая мышцы кора и косые мышцы живота.",2024-01-15T10:00:00Z
168,dumbbell-bench-press-alternating-floor,"Слишком быстрое выполнение без контроля стабилизации - теряется основной тренировочный эффект упражнения. Выполняйте движение медленно и контролируемо, фокусируясь на поддержании стабильности корпуса между повторениями.",2024-01-15T10:00:00Z
169,dumbbell-bench-press-alternating-floor,"Отрыв лопаток от пола во время выполнения - нарушает стабильность и может привести к травме плечевых суставов. Поддерживайте постоянный контакт лопаток с полом на протяжении всего упражнения.",2024-01-15T10:00:00Z
170,dumbbell-bench-press-alternating-floor,"Неконтролируемое падение гантели в нижней точке - особенно опасно при поочередном выполнении, так как одна рука контролирует две гантели. Опускайте гантель медленно и контролируемо до касания локтем пола.",2024-01-15T10:00:00Z
171,dumbbell-bench-press-alternating-floor,"Провисание таза или выгибание спины - нарушает прямую линию тела и снижает эффективность антиротационной работы кора. Напрягайте пресс, ягодицы и косые мышцы живота для поддержания стабильности.",2024-01-15T10:00:00Z
172,alternating-dumbbell-bench-press,"Ротация корпуса и таза при опускании гантели одной рукой - критическая ошибка, которая может привести к травме позвоночника и снижает эффективность упражнения. Увеличенный диапазон движения на скамье требует еще более активного контроля ротации. Напрягайте мышцы кора, косые мышцы живота и держите лопатки прижатыми к скамье.",2024-01-15T10:00:00Z
173,alternating-dumbbell-bench-press,"Слишком быстрое выполнение без контроля стабилизации - теряется основной тренировочный эффект упражнения, особенно при увеличенной амплитуде движения на скамье. Выполняйте движение медленно и контролируемо, фокусируясь на поддержании стабильности корпуса на протяжении всей амплитуды движения.",2024-01-15T10:00:00Z
174,alternating-dumbbell-bench-press,"Отрыв лопаток от скамьи во время выполнения - нарушает стабильность и может привести к травме плечевых суставов. Увеличенный диапазон движения требует постоянного контакта лопаток со скамьей. Поддерживайте постоянный контакт лопаток со скамьей на протяжении всего упражнения.",2024-01-15T10:00:00Z
175,alternating-dumbbell-bench-press,"Неконтролируемое опускание гантели в нижней точке - особенно опасно при поочередном выполнении на скамье, так как увеличенная амплитуда увеличивает риск травмы. Опускайте гантель медленно и контролируемо до легкого касания груди или комфортного растяжения.",2024-01-15T10:00:00Z
176,alternating-dumbbell-bench-press,"Провисание таза или выгибание спины - нарушает прямую линию тела и снижает эффективность антиротационной работы кора. На скамье особенно важно поддерживать правильное положение таза. Напрягайте пресс, ягодицы и косые мышцы живота для поддержания стабильности, плотно прижимая ягодицы к скамье.",2024-01-15T10:00:00Z
177,incline-alternating-dumbbell-press,"Ротация корпуса и таза при опускании гантели одной рукой - критическая ошибка, которая может привести к травме позвоночника и снижает эффективность упражнения. Наклонное положение с увеличенным диапазоном движения требует еще более активного контроля ротации по сравнению с горизонтальной версией. Напрягайте мышцы кора, косые мышцы живота и держите лопатки прижатыми к скамье.",2024-01-15T10:00:00Z
178,incline-alternating-dumbbell-press,"Отрыв лопаток от скамьи во время выполнения - нарушает стабильность и может привести к травме плечевых суставов. Наклонное положение с увеличенной амплитудой движения требует постоянного контакта лопаток со скамьей. Поддерживайте постоянный контакт лопаток со скамьей на протяжении всего упражнения.",2024-01-15T10:00:00Z
179,incline-alternating-dumbbell-press,"Слишком быстрое выполнение без контроля стабилизации - теряется основной тренировочный эффект упражнения, особенно при наклонном положении с увеличенной амплитудой движения. Выполняйте движение медленно и контролируемо, фокусируясь на поддержании стабильности корпуса на протяжении всей амплитуды движения.",2024-01-15T10:00:00Z
180,incline-alternating-dumbbell-press,"Неконтролируемое опускание гантели в нижней точке - особенно опасно при поочередном выполнении на наклонной скамье, так как увеличенная амплитуда и угол наклона увеличивают риск травмы. Опускайте гантель медленно и контролируемо до легкого касания верхней части груди или комфортного растяжения.",2024-01-15T10:00:00Z
181,incline-alternating-dumbbell-press,"Неправильное положение плеч - плечи не должны выходить вперед за линию груди во время опускания гантели. Наклонное положение увеличивает риск выхода плеча вперед, что может привести к травме плечевого сустава. Держите лопатки сведенными и прижатыми к скамье, не допускайте выхода плеч вперед.",2024-01-15T10:00:00Z
182,svend-press,"Недостаточное сжатие диска между ладонями - диск может скользить и выпасть, что опасно и снижает эффективность упражнения. Сжимайте диск с максимальной силой на протяжении всего движения, создавая изометрическое напряжение.",2024-01-15T10:00:00Z
183,svend-press,"Полное выпрямление локтей в верхней точке - блокировка суставов может привести к травме и снижает мышечное напряжение. Держите локти слегка согнутыми на протяжении всего движения, оставляя небольшой угол в верхней точке.",2024-01-15T10:00:00Z
184,svend-press,"Слишком быстрое выполнение без контроля - теряется изометрическое напряжение и эффективность упражнения. Выполняйте движение медленно и контролируемо, фокусируясь на максимальном сжатии грудных мышц.",2024-01-15T10:00:00Z
185,svend-press,"Неправильное положение плеч - плечи не должны выходить вперед или подниматься вверх. Держите плечи опущенными и отведенными назад, лопатки сведены вместе для правильной техники и безопасности.",2024-01-15T10:00:00Z
186,svend-press,"Отсутствие паузы в верхней точке - снижает эффективность изометрического напряжения и мышечного сокращения. Делайте паузу на 1-2 секунды в верхней точке, максимально сжимая грудные мышцы.",2024-01-15T10:00:00Z
187,neutral-grip-barbell-bench-press,"Разведение локтей слишком широко в стороны - хотя нейтральный хват более безопасен, слишком широкое разведение локтей все равно может создать нагрузку на плечевые суставы. Держите локти под углом примерно 45 градусов к телу для оптимальной техники и безопасности.",2024-01-15T10:00:00Z
188,neutral-grip-barbell-bench-press,"Отрыв таза от скамьи - мост чрезмерно увеличивает нагрузку на поясницу и нарушает технику выполнения. Держите таз, верх спины и голову прижатыми к скамье на протяжении всего упражнения.",2024-01-15T10:00:00Z
189,neutral-grip-barbell-bench-press,"Слишком быстрый темп выполнения - снижает эффективность упражнения и увеличивает риск травмы. Контролируйте движение на протяжении всей амплитуды, особенно в эксцентрической фазе (опускание).",2024-01-15T10:00:00Z
190,neutral-grip-barbell-bench-press,"Неполная амплитуда движения - неполное опускание штанги к груди снижает эффективность упражнения. Опускайте штангу до полного касания груди в нижней точке для максимальной активации мышц.",2024-01-15T10:00:00Z
191,neutral-grip-barbell-bench-press,"Задержка дыхания - особенно опасно при тяжелых весах. Дышите ритмично: вдох при опускании, выдох при подъеме. При максимальных весах можно использовать технику Вальсальвы, но не злоупотребляйте ею.",2024-01-15T10:00:00Z
192,kettlebell-floor-press,"Потеря контроля над гирей - уникальная форма гири требует особого внимания к хвату и стабилизации. Всегда держите гирю крепко за рукоятку и контролируйте ее положение на протяжении всего движения. При потере контроля немедленно опустите гирю на пол.",2024-01-15T10:00:00Z
193,kettlebell-floor-press,"Несимметричное выполнение - выполнение упражнения только одной рукой приводит к мышечному дисбалансу. Всегда выполняйте одинаковое количество повторений на каждую руку для симметричного развития мышц.",2024-01-15T10:00:00Z
194,kettlebell-floor-press,"Слишком быстрый темп - снижает эффективность упражнения и увеличивает риск потери контроля над гирей. Контролируйте движение на протяжении всей амплитуды, особенно в эксцентрической фазе (опускание).",2024-01-15T10:00:00Z
195,kettlebell-floor-press,"Отрыв спины от пола - создает компенсацию и снижает эффективность упражнения. Держите спину, плечи и голову прижатыми к полу на протяжении всего движения для правильной техники и безопасности.",2024-01-15T10:00:00Z
196,kettlebell-floor-press,"Задержка дыхания - может привести к повышению давления и потере контроля. Дышите ритмично: вдох при опускании гири, выдох при жиме вверх. Контролируемое дыхание критически важно для поддержания стабильности.",2024-01-15T10:00:00Z
197,landmine-press,"Потеря стабильности корпуса - стоячее положение требует активной работы мышц кора для предотвращения компенсаций и ротации. Напрягайте мышцы пресса и ягодиц на протяжении всего движения. Если чувствуете ротацию или потерю контроля, уменьшите вес.",2024-01-15T10:00:00Z
198,landmine-press,"Неправильное положение ног - слишком узкая или широкая постановка ног нарушает стабильность. Ноги должны быть на ширине плеч, стопы устойчиво поставлены на пол. Не переносите вес на одну ногу - это может привести к компенсациям и травме.",2024-01-15T10:00:00Z
199,landmine-press,"Отсутствие контроля при опускании штанги - слишком быстрое или резкое движение может привести к потере контроля и травме. Контролируйте движение на протяжении всей амплитуды, особенно в эксцентрической фазе (опускание).",2024-01-15T10:00:00Z
200,landmine-press,"Неполная амплитуда движения - недотягивание штанги до груди или неполное выпрямление рук в верхней точке снижает эффективность упражнения. Опускайте до легкого касания груди и полностью выпрямляйте руки в верхней точке.",2024-01-15T10:00:00Z
201,landmine-press,"Задержка дыхания - может привести к повышению давления и потере контроля над стабильностью корпуса. Дышите ритмично: вдох при опускании штанги, выдох при жиме вперед. Контролируемое дыхание критически важно для поддержания стабильности позвоночника.",2024-01-15T10:00:00Z
202,trx-push-ups,"Раскачивание TRX петель и потеря контроля - может привести к потере равновесия и травме. Активно контролируйте стабильность петель на протяжении всего движения. Начинайте с более высокого положения петель и постепенно опускайте их по мере роста силы и контроля.",2024-01-15T10:00:00Z
203,trx-push-ups,"Провисание таза и нарушение прямой линии тела - снижает эффективность упражнения и увеличивает нагрузку на поясницу. Напрягайте кор, ягодицы и пресс для поддержания стабильности. Ваше тело должно образовывать прямую линию от головы до пяток.",2024-01-15T10:00:00Z
204,trx-push-ups,"Слишком быстрый темп выполнения - не позволяет должным образом контролировать TRX петли и может привести к потере контроля. Выполняйте упражнение медленно и контролируемо, фокусируясь на технике и стабильности петель.",2024-01-15T10:00:00Z
205,trx-push-ups,"Разведение локтей в стороны - создает опасную нагрузку на плечевые суставы и снижает эффективность упражнения. Держите локти направленными назад под углом 45 градусов к телу на протяжении всего движения.",2024-01-15T10:00:00Z
206,trx-push-ups,"Неполная амплитуда движения - недотягивание груди до уровня рукояток TRX или неполное выпрямление рук в верхней точке снижает эффективность упражнения. Опускайтесь до полной амплитуды и полностью выпрямляйте руки в верхней точке.",2024-01-15T10:00:00Z
207,diamond-push-ups,"Неправильное положение рук - руки расположены слишком далеко от груди или не образуют правильный ромб. Большие и указательные пальцы должны касаться друг друга, образуя треугольную форму. Руки должны быть под грудью, а не под плечами. Это критически важно для правильной техники и безопасности запястий.",2024-01-15T10:00:00Z
208,diamond-push-ups,"Разведение локтей слишком широко в стороны - создает опасную нагрузку на плечевые суставы и снижает акцент на трицепсы. Локти должны быть направлены назад и слегка в стороны, но не разводите их слишком широко. Держите локти под углом 45 градусов к телу для максимальной эффективности и безопасности.",2024-01-15T10:00:00Z
209,diamond-push-ups,"Провисание таза или поднятие ягодиц вверх - нарушает прямую линию тела и снижает эффективность упражнения. Напрягайте мышцы пресса и ягодиц на протяжении всего движения. Ваше тело должно образовывать прямую линию от головы до пяток. Это критически важно для правильной техники и предотвращения травм поясницы.",2024-01-15T10:00:00Z
210,diamond-push-ups,"Неполная амплитуда движения - недотягивание груди до рук или неполное выпрямление рук в верхней точке снижает эффективность упражнения. Опускайтесь до тех пор, пока грудь почти не коснется рук, и полностью выпрямляйте руки в верхней точке. Полная амплитуда критически важна для максимальной активации трицепсов.",2024-01-15T10:00:00Z
211,diamond-push-ups,"Чрезмерная нагрузка на запястья из-за неправильного угла - может привести к боли и травмам запястий. Если чувствуете дискомфорт в запястьях, используйте упоры для отжиманий или выполняйте упражнение на кулаках. Убедитесь, что запястья находятся в нейтральном положении и не перегружены.",2024-01-15T10:00:00Z
212,push-ups-with-pause,"Отсутствие или слишком короткая пауза в нижней точке - снижает эффективность упражнения и не позволяет устранить рефлекторное сокращение мышц. Обязательно делайте паузу на 2-3 секунды в нижней точке, сохраняя полный контроль и напряжение мышц. Используйте таймер или считайте про себя для контроля времени паузы.",2024-01-15T10:00:00Z
213,push-ups-with-pause,"Провисание таза во время паузы - нарушает правильную технику и снижает эффективность упражнения. Во время паузы сохраняйте напряжение в мышцах пресса и ягодиц, не допускайте провисания таза или выгибания спины. Тело должно оставаться в прямой линии от головы до пяток на протяжении всего движения и паузы.",2024-01-15T10:00:00Z
214,push-ups-with-pause,"Задержка дыхания на слишком долгое время во время паузы - может привести к повышению давления и головокружению. Дышите контролируемо во время паузы, не задерживайте дыхание более чем на 2-3 секунды. Если чувствуете дискомфорт, сократите время паузы или сделайте короткий вдох-выдох во время паузы.",2024-01-15T10:00:00Z
215,push-ups-with-pause,"Рывковое движение после паузы - снижает эффективность и может привести к потере контроля. После паузы начинайте движение вверх плавно и контролируемо, не используйте инерцию или рывки. Пауза устраняет рефлекторное сокращение, поэтому начало движения потребует больших усилий - это нормально и ожидаемо.",2024-01-15T10:00:00Z
216,push-ups-with-pause,"Неполная амплитуда движения - недотягивание до пола или неполное выпрямление рук снижает эффективность упражнения. Опускайтесь до тех пор, пока грудь почти не коснется пола (2-3 см), и полностью выпрямляйте руки в верхней точке. Полная амплитуда критически важна для максимальной активации мышц и развития силы.",2024-01-15T10:00:00Z
217,archer-push-ups,"Ротация корпуса и провисание таза - критическая ошибка, которая может привести к травме позвоночника и снижает эффективность упражнения. Односторонняя нагрузка требует максимального напряжения кора для предотвращения ротации. Напрягайте мышцы пресса, ягодиц и спины на протяжении всего движения, создавая внутрибрюшное давление для стабилизации позвоночника.",2024-01-15T10:00:00Z
218,archer-push-ups,"Недостаточное смещение веса на рабочую руку - снижает эффективность упражнения и не создает необходимой односторонней нагрузки. Активно смещайте вес тела на рабочую руку во время опускания, в то время как вторая рука вытягивается в сторону. Рабочая рука должна принимать на себя 80-90% веса тела для максимальной эффективности.",2024-01-15T10:00:00Z
219,archer-push-ups,"Слишком быстрое или неконтролируемое движение - может привести к потере контроля и травме. Односторонняя нагрузка требует медленного контролируемого движения на всех фазах. Опускайтесь медленно (2-3 секунды), делайте короткую паузу в нижней точке, затем мощно, но контролируемо поднимайтесь. При усталости или потере контроля немедленно прекратите упражнение.",2024-01-15T10:00:00Z
220,archer-push-ups,"Неправильное положение второй руки - рука должна быть полностью вытянута в сторону параллельно полу, а не согнута или направлена вверх. Вытягивание руки в сторону имитирует натяжение лука и создает дополнительную нагрузку на стабилизаторы. Неправильное положение снижает эффективность упражнения и может привести к дискомфорту в плечевом суставе.",2024-01-15T10:00:00Z
221,archer-push-ups,"Недостаточная ширина постановки рук - узкая постановка рук не позволяет правильно выполнить движение и сместить вес на одну руку. Руки должны быть расположены значительно шире плеч (примерно в 1.5-2 раза шире), чтобы обеспечить достаточное пространство для смещения веса и вытягивания второй руки в сторону.",2024-01-15T10:00:00Z
222,barbell-floor-press,"Отсутствие ограничителей или страховки - выполнение жима на полу без выставленных упоров может привести к застреванию штанги на груди. Всегда выставляйте ограничители или используйте помощника, особенно при работе с тяжелыми весами.",2025-11-08T10:00:00Z
223,barbell-floor-press,"Опускание штанги ниже точки касания локтей с полом - попытка провалить локти за линию пола заставляет плечи вращаться и нивелирует защитный эффект упражнения. Останавливайтесь при мягком касании локтями пола, сохраняя напряжение.",2025-11-08T10:00:00Z
224,barbell-floor-press,"Разведение локтей на 90 градусов - чрезмерное разведение локтей резко повышает нагрузку на плечевые суставы и ломает траекторию. Держите локти под углом около 45 градусов к корпусу на протяжении всей амплитуды.",2025-11-08T10:00:00Z
225,barbell-floor-press,"Потеря напряжения корпуса и прогиб поясницы - расслабление пресса и отрыв поясницы от пола лишает упражнение стабильности. Напрягайте пресс, удерживайте естественный нейтральный поясничный изгиб и прижимайте плечи к полу.",2025-11-08T10:00:00Z
226,hammer-strength-chest-press,"Переразгибание локтей и стук рукоятей о стопоры - ударная нагрузка переносится на суставы и снижает контроль над весом. Останавливайте движение за мгновение до полного выпрямления локтей, сохраняя напряжение в мышцах.",2025-11-08T10:15:00Z
227,hammer-strength-chest-press,"Отрыв лопаток и прогиб поясницы от спинки - смещает нагрузку на плечи и снижает активацию груди. Постоянно прижимайте лопатки и грудь к опоре, держите пресс в лёгком напряжении.",2025-11-08T10:15:00Z
228,hammer-strength-chest-press,"Несимметричное нажатие рукоятей - независимые рычаги позволяют сильной стороне забирать работу, что закрепляет дисбаланс. Контролируйте одинаковый темп обеих рук и при необходимости уменьшите вес.",2025-11-08T10:15:00Z
229,standing-cable-crossover-press,"Переразгибание поясницы и выведение таза вперёд разрушают опору и переносят нагрузку на поясницу. Держите пресс включённым, нейтральный наклон таза и заднюю пятку уверенно прижатой к полу.",2025-11-08T11:00:00Z
230,standing-cable-crossover-press,"Локти уходят слишком высоко, а рукоятки поднимаются к уровню плеч — нагрузка смещается на передние дельты и увеличивает риск импинджмента. Направляйте рукоятки к середине груди и держите локти немного ниже линии плеч.",2025-11-08T11:00:00Z
231,standing-cable-crossover-press,"Неравномерная работа рук и перекос корпуса приводят к закручиванию позвоночника и травмам плеч. Контролируйте одинаковый темп каждой руки, смотрите прямо и при необходимости уменьшайте вес.",2025-11-08T11:00:00Z
232,incline-hammer-strength-press,"Сиденье опущено слишком низко — рукоятки опускаются ниже верхней части груди, плечи выезжают вперёд и возникает импинджмент. Настраивайте высоту так, чтобы предплечья оставались вертикальными, а локти шли чуть ниже уровня плеч.",2025-11-08T12:00:00Z
233,incline-hammer-strength-press,"Распускание лопаток в нижней точке — грудь проваливается, нагрузка уходит в передние дельты. Сохраняйте лопатки сведёнными и прижатыми к спинке на протяжении всей амплитуды.",2025-11-08T12:00:00Z
234,incline-hammer-strength-press,"Использование импульса корпусом и отрыв таза от спинки при жиме тяжёлых весов. Держите пресс в напряжении, прижимайте таз к опоре и снизьте вес, если начинаете «подбрасывать» рычаги.",2025-11-08T12:00:00Z
235,explosive-medicine-ball-press,"Бросок только руками без включения ног и корпуса снижает мощность и перегружает плечи. Используйте синхронное выпрямление ног и жёсткий корпус, чтобы передать импульс через всё тело.",2025-11-08T13:00:00Z
236,explosive-medicine-ball-press,"Заброс мяча вверх или вниз вместо прямой траектории приводит к потере контроля и риску травмировать партнёра. Направляйте мяч в центр цели на уровне груди.",2025-11-08T13:00:00Z
237,explosive-medicine-ball-press,"Жёсткий приём мяча с полностью выпрямленными локтями увеличивает ударную нагрузку на запястья и плечи. Встречайте мяч согнутыми руками и амортизируйте движение за счёт ног.",2025-11-08T13:00:00Z
238,pull-ups-wide-grip,"Раскачивание тела и использование инерции вместо мышечной силы - это снижает эффективность упражнения и может привести к травме плечевых суставов. Держите корпус напряженным и контролируйте движение в обеих фазах.",2025-11-08T14:00:00Z
239,pull-ups-wide-grip,"Неполная амплитуда движения - недотягивание подбородка до перекладины или неполное выпрямление рук в нижней точке. Опускайтесь полностью и подтягивайтесь до касания подбородком перекладины.",2025-11-08T14:00:00Z
240,pull-ups-wide-grip,"Слишком широкий хват, что может привести к чрезмерному растяжению плечевых суставов и травме. Ширина хвата должна быть на ширину вытянутых рук в стороны, но не более. При дискомфорте в плечах уменьшите ширину хвата.",2025-11-08T14:00:00Z
241,pull-ups-wide-grip,"Прогиб в пояснице или округление спины - это нарушает прямую линию тела и снижает эффективность упражнения. Напрягайте мышцы пресса и ягодиц для поддержания нейтрального положения позвоночника.",2025-11-08T14:00:00Z
242,pull-ups-wide-grip,"Отсутствие контроля при опускании тела - слишком быстрое или резкое движение, что может привести к травме плечевых суставов. Опускайтесь медленно и контролируемо, сохраняя напряжение мышц на протяжении всей амплитуды.",2025-11-08T14:00:00Z
243,pull-ups-medium-grip,"Раскачивание тела и использование инерции вместо мышечной силы - это снижает эффективность упражнения и может привести к травме. Держите корпус напряженным и контролируйте движение в обеих фазах.",2025-11-08T14:05:00Z
244,pull-ups-medium-grip,"Неполная амплитуда движения - недотягивание подбородка до перекладины или неполное выпрямление рук в нижней точке. Опускайтесь полностью и подтягивайтесь до касания подбородком перекладины.",2025-11-08T14:05:00Z
245,pull-ups-medium-grip,"Неправильное положение головы - запрокидывание или опускание головы, что нарушает нейтральное положение позвоночника. Держите голову в нейтральном положении, смотря прямо перед собой.",2025-11-08T14:05:00Z
246,pull-ups-medium-grip,"Отсутствие контроля при опускании тела - слишком быстрое или резкое движение, что может привести к травме. Опускайтесь медленно и контролируемо, сохраняя напряжение мышц на протяжении всей амплитуды.",2025-11-08T14:05:00Z
247,pull-ups-medium-grip,"Разведение локтей в стороны или слишком узкий хват - это снижает эффективность упражнения. Держите локти направленными вниз и используйте хват примерно на ширине плеч.",2025-11-08T14:05:00Z
