id,type,name,description,difficulty,category,primary_muscle_group,tracking_type,location,minimum_experience,popularity_score,is_verified,certification_source,version,created_at,updated_at,metadata
svend-press,strength,Жим Свенда,"Изолирующее упражнение для развития грудных мышц с акцентом на внутреннюю часть груди. Выполняется стоя или сидя путем сжатия диска от штанги (весовой пластины) между ладонями перед грудью и выталкивания его вперед. Отлично подходит для завершения тренировки груди и развития мышечного контроля. Уникальное упражнение, которое создает изометрическое напряжение и изолирует грудные мышцы без использования большого веса.",beginner,strength-isolation,chest,weight-reps,both,0,70,true,NSCA,2.0.0,2024-01-15T10:00:00Z,2024-01-15T10:00:00Z,"{""tags"":[""upper-body"",""strength"",""isolation"",""chest"",""beginner-friendly"",""home-workout""],""estimatedDuration"":240,""caloriesPerMinute"":6,""searchKeywords"":[""жим свенда"",""svend press"",""свенд"",""грудь"",""изоляция"",""пластина"",""squeeze press"",""weight plate press"",""изометрическое напряжение""]}"
neutral-grip-barbell-bench-press,strength,Жим штанги с нейтральным хватом,"Базовое силовое упражнение для развития грудных мышц, трицепсов и передних дельт с использованием швейцарского грифа (swiss-bar) с нейтральным хватом. Выполняется лежа на горизонтальной скамье со штангой, где ладони направлены друг к другу, а не вперед или назад. Нейтральный хват обеспечивает более естественное положение плечевых суставов и запястий, снижая нагрузку на них по сравнению с классическим жимом штанги. Это делает упражнение безопасной альтернативой для людей с проблемами плеч, при этом обеспечивая больший акцент на трицепсы и внутреннюю часть груди. Швейцарский гриф с параллельными рукоятками идеально подходит для этого движения, обеспечивая комфортный и безопасный нейтральный хват. Отлично дополняет классический жим штанги для полного развития мышц верхней части тела и является отличным выбором для тренировок без страховщика благодаря более безопасной биомеханике.",intermediate,strength-compound,chest,weight-reps,gym,6,77,true,NSCA,2.0.0,2024-01-15T10:00:00Z,2024-01-15T10:00:00Z,"{""tags"":[""upper-body"",""strength"",""compound"",""gym-equipment"",""shoulder-friendly""],""estimatedDuration"":300,""caloriesPerMinute"":8,""searchKeywords"":[""жим штанги нейтральный хват"",""neutral grip barbell bench press"",""swiss bar bench press"",""швейцарский гриф"",""нейтральный хват"",""молотковый хват"",""hammer grip press"",""плечи безопасно"",""трицепс акцент"",""грудь внутренняя часть""]}"
kettlebell-floor-press,strength,Жим гири лежа на полу,"Базовое силовое упражнение для развития грудных мышц, трицепсов и передних дельт с использованием гири. Выполняется лежа на полу, что ограничивает диапазон движения и обеспечивает безопасность для плечевых суставов. Положение на полу предотвращает чрезмерное растяжение плеч и снижает риск травм по сравнению с жимом на скамье. Уникальная форма гири требует особого контроля и стабилизации, что делает упражнение отличным инструментом для развития функциональной силы и улучшения межмышечной координации. Отлично подходит для домашних тренировок и людей с проблемами плеч, так как ограниченная амплитуда движения снижает нагрузку на суставы.",intermediate,strength-compound,chest,weight-reps,both,6,75,true,NSCA,2.0.0,2024-01-15T10:00:00Z,2024-01-15T10:00:00Z,"{""tags"":[""upper-body"",""strength"",""compound"",""home-workout"",""shoulder-friendly"",""kettlebell""],""estimatedDuration"":300,""caloriesPerMinute"":8,""searchKeywords"":[""жим гири"",""kettlebell floor press"",""гиря"",""грудь"",""лежа на полу"",""floor press"",""kettlebell press"",""пекторальные""]}"
landmine-press,strength,Жим лэндмайн,"Функциональное силовое упражнение для развития грудных мышц, передних дельт, трицепсов и стабилизаторов корпуса. Выполняется стоя с использованием лэндмайн-установки (штанга, закрепленная одним концом в углу или специальном креплении). Уникальная траектория движения создает естественную дугу, которая снижает нагрузку на плечевые суставы по сравнению с традиционными жимами, при этом активно вовлекая мышцы кора для стабилизации. Отлично подходит для развития функциональной силы, улучшения межмышечной координации и дополняет классические жимы для полного развития мышц верхней части тела.",intermediate,strength-compound,chest,weight-reps,gym,6,75,true,NSCA,2.0.0,2024-01-15T10:00:00Z,2024-01-15T10:00:00Z,"{""tags"":[""upper-body"",""strength"",""compound"",""gym-equipment"",""intermediate-friendly"",""functional"",""core""],""estimatedDuration"":300,""caloriesPerMinute"":8,""searchKeywords"":[""жим лэндмайн"",""landmine press"",""landmine"",""функциональный жим"",""стоя"",""core"",""стабильность"",""грудь"",""плечи""]}"
trx-push-ups,strength,Отжимания в TRX,"Промежуточное упражнение с собственным весом для развития грудных мышц, передних дельт, трицепсов и стабилизаторов корпуса с использованием TRX петель. Нестабильность TRX требует большего контроля, координации и силы стабилизирующих мышц по сравнению с классическими отжиманиями, но проще в освоении, чем отжимания на кольцах. Можно регулировать сложность изменением угла наклона тела - чем ближе к вертикали, тем легче. Отлично подходит для развития функциональной силы, стабильности корпуса и улучшения межмышечной координации. TRX петли можно использовать как дома с дверным якорем, так и в зале.",intermediate,strength-compound,chest,bodyweight-reps,both,6,75,true,NSCA,2.0.0,2024-01-15T10:00:00Z,2024-01-15T10:00:00Z,"{""tags"":[""upper-body"",""strength"",""intermediate-friendly"",""bodyweight"",""unstable"",""functional"",""core""],""estimatedDuration"":300,""caloriesPerMinute"":8,""searchKeywords"":[""отжимания в trx"",""trx push-ups"",""trx pushups"",""trx отжимания"",""suspension trainer push-ups"",""петли trx"",""нестабильная поверхность"",""unstable surface"",""функциональные отжимания"",""functional push-ups"",""trx петли отжимания""]}"
diamond-push-ups,strength,Алмазные отжимания,"Продвинутое упражнение с собственным весом для развития трицепсов, внутренней части грудных мышц и передних дельт. Выполняется в планке с узкой постановкой рук, где большие и указательные пальцы образуют ромб (алмаз). Узкая постановка рук создает максимальный акцент на трицепсы и внутреннюю часть груди, делая упражнение значительно сложнее обычных отжиманий. Требует хорошей силы рук, стабильности корпуса и гибкости запястий. Отлично подходит для домашних тренировок и развития функциональной силы верхней части тела. Увеличивает нагрузку на запястья и локти, поэтому важно соблюдать правильную технику.",intermediate,strength-compound,chest,bodyweight-reps,both,3,78,true,NSCA,2.0.0,2024-01-15T10:00:00Z,2024-01-15T10:00:00Z,"{""tags"":[""upper-body"",""strength"",""intermediate-friendly"",""home-workout"",""no-equipment"",""triceps-focus"",""bodyweight""],""estimatedDuration"":240,""caloriesPerMinute"":7,""searchKeywords"":[""алмазные отжимания"",""diamond push-ups"",""diamond pushups"",""трицепс"",""внутренняя часть груди"",""узкий хват"",""close grip diamond"",""ромб"",""алмаз"",""diamond shape push-ups""]}"
push-ups-with-pause,strength,Отжимания с паузой,"Продвинутое упражнение с собственным весом для развития силы и выносливости грудных мышц, передних дельт и трицепсов. Выполняется в планке с опусканием и подъемом тела, но с обязательной паузой на 2-3 секунды в нижней точке движения. Пауза устраняет рефлекторное сокращение мышц и требует большей силы для начала движения вверх, что делает упражнение значительно сложнее обычных отжиманий. Увеличивает время под напряжением и отлично развивает силу в нижней точке движения. Требует хорошей базовой силы и правильной техники выполнения классических отжиманий. Отлично подходит для домашних тренировок и развития функциональной силы верхней части тела.",intermediate,strength-compound,chest,bodyweight-reps,both,3,80,true,NSCA,2.0.0,2024-01-15T10:00:00Z,2024-01-15T10:00:00Z,"{""tags"":[""upper-body"",""strength"",""intermediate-friendly"",""home-workout"",""no-equipment"",""bodyweight"",""tempo""],""estimatedDuration"":300,""caloriesPerMinute"":8,""searchKeywords"":[""отжимания с паузой"",""push-ups with pause"",""pause push-ups"",""отжимания с задержкой"",""tempo push-ups"",""грудь"",""chest"",""пауза"",""pause"",""time under tension""]}"
archer-push-ups,strength,Отжимания лучника,"Продвинутое упражнение с собственным весом для развития максимальной силы, стабильности и координации грудных мышц, трицепсов, передних дельт и стабилизаторов корпуса. Выполняется в планке с широкой постановкой рук, где вес тела смещается на одну руку, а вторая рука вытягивается в сторону, имитируя натяжение лука. Односторонняя нагрузка создает экстремальные требования к силе рабочей руки, стабильности кора и координации. Требует исключительной силы верхней части тела, развитого кора и хорошей гибкости плечевых суставов. Отлично подходит для спортсменов и продвинутых любителей фитнеса, стремящихся развить функциональную силу, одностороннюю координацию и стабильность корпуса.",advanced,strength-compound,chest,bodyweight-reps,both,6,72,true,NSCA,2.0.0,2024-01-15T10:00:00Z,2024-01-15T10:00:00Z,"{""tags"":[""upper-body"",""strength"",""advanced-only"",""home-workout"",""no-equipment"",""bodyweight"",""unilateral"",""core""],""estimatedDuration"":300,""caloriesPerMinute"":10,""searchKeywords"":[""отжимания лучника"",""archer push-ups"",""archer pushups"",""односторонние отжимания"",""unilateral push-ups"",""грудь"",""chest"",""продвинутые отжимания"",""advanced push-ups"",""лучник"",""archer"",""односторонняя нагрузка""]}"
barbell-floor-press,strength,Жим штанги лежа на полу,"Продвинутое силовое упражнение для развития силы верха груди и трицепсов с ограниченной амплитудой движения. Выполняется лежа на полу, штанга опускается до мягкого касания локтями пола, что уменьшает нагрузку на плечевые суставы и акцентирует усилие в верхней фазе жима. Отлично развивает силу фиксации и завершения жима, используется пауэрлифтерами как безопасное дополнительное упражнение при работе с тяжелыми весами без скамьи.",advanced,strength-compound,chest,weight-reps,gym,9,68,true,NSCA,2.0.0,2025-11-08T10:00:00Z,2025-11-08T10:00:00Z,"{""tags"":[""upper-body"",""strength"",""advanced-only"",""shoulder-friendly"",""gym-equipment""],""estimatedDuration"":300,""caloriesPerMinute"":9,""searchKeywords"":[""жим штанги на полу"",""barbell floor press"",""floor press"",""powerlifting accessory"",""ограниченная амплитуда""],""localizations"":{""en"":{""name"":""Barbell Floor Press"",""description"":""Advanced floor-based barbell press that limits range of motion to emphasize lockout strength while reducing shoulder stress; ideal as a powerlifting accessory for triceps-driven pressing.""}}}"
hammer-strength-chest-press,strength,Жим от груди в тренажёре Хаммер (двусторонний),"Силовое упражнение в тренажёре Hammer Strength, где каждая рукоять движется по независимой траектории. Двусторонний вариант позволяет безопасно развивать силу и массу грудных мышц, передних дельт и трицепсов без необходимости страховщика. Фиксированная траектория и упоры для спины помогают сохранять правильную технику, а независимые рычаги выравнивают дисбаланс между правой и левой стороной.",intermediate,strength-compound,chest,weight-reps,gym,6,80,true,NSCA,2.0.0,2025-11-08T10:15:00Z,2025-11-08T10:15:00Z,"{""tags"":[""upper-body"",""strength"",""machine"",""hammer-strength""],""estimatedDuration"":240,""caloriesPerMinute"":8,""searchKeywords"":[""жим хаммер"",""hammer strength chest press"",""жим от груди тренажер"",""хаммер тренажер""],""localizations"":{""en"":{""name"":""Hammer Strength Chest Press (bilateral)"",""description"":""Machine-based bilateral chest press on Hammer Strength equipment featuring independent lever arms for safe strength development of the chest, shoulders, and triceps without a spotter.""}}}"
standing-cable-crossover-press,strength,Жим в кроссовере стоя,"Функциональный жим для грудных мышц, выполняемый стоя внутри кроссовера в разножке. Постоянное натяжение кабелей позволяет равномерно нагружать грудь по всей амплитуде, одновременно развивая силу трицепсов и передних дельт. Стабилизация корпуса и контроль лопаток делают упражнение отличным выбором для повышения функциональной силы и подготовки к жимам свободным весом.",intermediate,strength-compound,chest,weight-reps,gym,6,76,true,NSCA,2.0.0,2025-11-08T11:00:00Z,2025-11-08T11:00:00Z,"{""tags"":[""upper-body"",""strength"",""compound"",""cable"",""functional""],""estimatedDuration"":300,""caloriesPerMinute"":8,""searchKeywords"":[""жим в кроссовере стоя"",""standing cable crossover press"",""standing cable press"",""кроссовер жим"",""кабельный жим стоя""],""localizations"":{""en"":{""name"":""Standing Cable Crossover Press"",""description"":""Functional cable press performed inside a crossover with a staggered stance, maintaining continuous tension through the chest while challenging shoulder stability and core control.""}}}"
incline-hammer-strength-press,strength,Жим в наклонном тренажере Хаммер,"Силовое упражнение для верхней части грудных мышц, выполняемое в наклонном тренажере Hammer Strength с независимыми рычагами. Зафиксированная спинка и траектория рычагов позволяют безопасно работать с тяжелыми весами без страховщика, сохраняя оптимальный угол плеч и равномерно нагружая грудные мышцы, передние дельты и трицепсы. Наклонная платформа смещает акцент на верх груди, а независимые рычаги устраняют дисбалансы между сторонами и улучшают нейромышечный контроль.",intermediate,strength-compound,chest,weight-reps,gym,6,78,true,NSCA,2.0.0,2025-11-08T12:00:00Z,2025-11-08T12:00:00Z,"{""tags"":[""upper-body"",""strength"",""machine"",""incline"",""hammer-strength""],""estimatedDuration"":270,""caloriesPerMinute"":8,""searchKeywords"":[""жим хаммер наклон"",""incline hammer strength press"",""hammer strength incline chest press"",""наклонный жим тренажер""],""localizations"":{""en"":{""name"":""Incline Hammer Strength Press"",""description"":""Incline Hammer Strength machine press targeting the upper chest with independent lever arms that balance sides, offering controlled heavy loading for the chest, anterior delts, and triceps without a spotter.""}}}"
explosive-medicine-ball-press,strength,Взрывной жим медболом,"Взрывной жим медболом — упражнение на развитие мощности грудных мышц, передних дельт и трицепсов с использованием медицинского мяча. Атлет принимает стойку в полу-приседе, удерживает мяч на уровне груди и за счет мощного выталкивания отправляет его в стену или партнёру. Быстрый цикл «приём–жиме» развивает скоростно-силовые качества, улучшает работу стабилизаторов корпуса и учит эффективно гасить отдачу при ловле. Подходит для спортсменов среднего уровня как подготовительное упражнение к жимам со штангой и игровым видам, требующим мощного паса.",intermediate,strength-compound,chest,weight-reps,both,3,68,true,NSCA,2.0.0,2025-11-08T13:00:00Z,2025-11-08T13:00:00Z,"{""tags"":[""upper-body"",""strength"",""explosive"",""medicine-ball"",""power-training""],""estimatedDuration"":240,""caloriesPerMinute"":9,""searchKeywords"":[""взрывной жим медболом"",""explosive medicine ball chest pass"",""medball chest pass"",""медбол жим"",""medicine ball throw"",""explosive chest press""],""localizations"":{""en"":{""name"":""Explosive Medicine Ball Chest Pass"",""description"":""Explosive medicine-ball chest press that teaches rapid stretch-shortening through a powerful chest pass into a wall or partner. Builds upper-body power, reinforces bracing on the catch, and prepares athletes for high-velocity pressing demands in sport and strength programs.""}}}"
pull-ups-wide-grip,strength,Подтягивания широким хватом,"Классическое базовое упражнение с собственным весом для развития широчайших мышц спины, ромбовидных и средних дельт. Выполняется на турнике с хватом шире плеч (примерно на ширину вытянутых рук в стороны). Широкий хват создает максимальный акцент на широчайшие мышцы и верхнюю часть спины, требуя хорошей гибкости плечевых суставов. Сложнее для бицепсов по сравнению с другими вариантами подтягиваний, что делает его идеальным для развития ширины спины. Отлично подходит для развития мышечной массы и силы верхней части тела.",intermediate,strength-compound,back,bodyweight-reps,both,3,85,true,NSCA,2.0.0,2025-11-08T14:00:00Z,2025-11-08T14:00:00Z,"{""tags"":[""upper-body"",""strength"",""compound"",""bodyweight"",""back"",""lat-focus""],""estimatedDuration"":240,""caloriesPerMinute"":8,""searchKeywords"":[""подтягивания широким хватом"",""wide grip pull-ups"",""wide-grip pullups"",""широчайшие"",""lats"",""широкий хват"",""pull-up wide"",""chin-up wide""],""localizations"":{""en"":{""name"":""Wide Grip Pull-Ups"",""description"":""Classic bodyweight exercise targeting the latissimus dorsi, rhomboids, and middle deltoids. Performed on a pull-up bar with a grip wider than shoulder-width, maximizing lat activation while requiring good shoulder flexibility.""}}}"
pull-ups-medium-grip,strength,Подтягивания средним хватом,"Базовое упражнение с собственным весом для развития широчайших мышц спины, ромбовидных, бицепсов и средних дельт. Выполняется на турнике с хватом примерно на ширине плеч. Сбалансированная нагрузка делает его идеальным выбором для начинающих, обеспечивая развитие как ширины, так и толщины спины. Средний хват позволяет равномерно распределить нагрузку между широчайшими мышцами и бицепсами, что делает упражнение более универсальным по сравнению с другими вариантами. Отлично подходит для развития общей силы верхней части тела и мышечной массы.",beginner,strength-compound,back,bodyweight-reps,both,0,90,true,NSCA,2.0.0,2025-11-08T14:05:00Z,2025-11-08T14:05:00Z,"{""tags"":[""upper-body"",""strength"",""compound"",""bodyweight"",""beginner-friendly"",""back"",""balanced""],""estimatedDuration"":240,""caloriesPerMinute"":8,""searchKeywords"":[""подтягивания средним хватом"",""medium grip pull-ups"",""pull-ups"",""chin-ups"",""подтягивания"",""средний хват"",""классические подтягивания""],""localizations"":{""en"":{""name"":""Medium Grip Pull-Ups"",""description"":""Fundamental bodyweight exercise for developing latissimus dorsi, rhomboids, biceps, and middle deltoids. Performed with shoulder-width grip, offering balanced muscle activation ideal for beginners.""}}}"
pull-ups-close-grip,strength,Подтягивания узким хватом,"Базовое упражнение с собственным весом для развития широчайших мышц спины, бицепсов, ромбовидных и брахиалиса. Выполняется на турнике с хватом уже ширины плеч (примерно на ширине груди или уже). Узкий хват создает больший акцент на бицепсы и внутреннюю часть спины по сравнению с другими вариантами подтягиваний, что делает его отличным дополнением к широкому хвату для полного развития мышц спины. Увеличивает нагрузку на бицепсы и брахиалис, развивая как силу, так и мышечную массу верхней части тела.",intermediate,strength-compound,back,bodyweight-reps,both,3,82,true,NSCA,2.0.0,2025-11-08T14:10:00Z,2025-11-08T14:10:00Z,"{""tags"":[""upper-body"",""strength"",""compound"",""bodyweight"",""back"",""biceps-focus"",""close-grip""],""estimatedDuration"":240,""caloriesPerMinute"":8,""searchKeywords"":[""подтягивания узким хватом"",""close grip pull-ups"",""close-grip pullups"",""узкий хват"",""бицепс"",""biceps pull-ups"",""narrow grip pull-ups""],""localizations"":{""en"":{""name"":""Close Grip Pull-Ups"",""description"":""Bodyweight exercise emphasizing biceps, brachialis, and inner back muscles. Performed with a grip narrower than shoulder-width, increasing biceps activation compared to wider variations.""}}}"
pull-ups-underhand-grip,strength,Подтягивания обратным хватом,"Базовое упражнение с собственным весом для развития бицепсов, нижней части широчайших мышц спины, ромбовидных и брахиалиса. Выполняется на турнике с обратным хватом (ладони направлены к себе). Обратный хват создает максимальный акцент на бицепсы и нижнюю часть широчайших мышц по сравнению с прямым хватом, что делает его отличным упражнением для развития силы и массы рук и спины. Более легкий вариант по сравнению с подтягиваниями прямым хватом, что делает его доступным для начинающих и отличным прогрессом к классическим подтягиваниям.",beginner,strength-compound,back,bodyweight-reps,both,0,88,true,NSCA,2.0.0,2025-11-08T14:15:00Z,2025-11-08T14:15:00Z,"{""tags"":[""upper-body"",""strength"",""compound"",""bodyweight"",""beginner-friendly"",""back"",""biceps-focus"",""underhand""],""estimatedDuration"":240,""caloriesPerMinute"":8,""searchKeywords"":[""подтягивания обратным хватом"",""underhand pull-ups"",""chin-ups"",""reverse grip pull-ups"",""обратный хват"",""бицепс"",""chin-up""],""localizations"":{""en"":{""name"":""Underhand Grip Pull-Ups (Chin-Ups)"",""description"":""Bodyweight exercise maximizing biceps and lower lat activation. Performed with palms facing toward you, making it more accessible than standard pull-ups while effectively developing arm and back strength.""}}}"
pull-ups-neutral-grip,strength,Подтягивания нейтральным хватом,"Базовое упражнение с собственным весом для развития широчайших мышц спины, бицепсов, ромбовидных и средних дельт. Выполняется на турнике с параллельными рукоятками или на перекладине с нейтральным хватом (ладони направлены друг к другу). Нейтральный хват обеспечивает более естественное положение плечевых и локтевых суставов, снижая нагрузку на них по сравнению с другими вариантами хвата. Это делает упражнение безопасной альтернативой для людей с проблемами плеч или локтей, при этом обеспечивая сбалансированную нагрузку на мышцы спины и рук. Отлично подходит для развития функциональной силы верхней части тела.",intermediate,strength-compound,back,bodyweight-reps,both,3,83,true,NSCA,2.0.0,2025-11-08T14:20:00Z,2025-11-08T14:20:00Z,"{""tags"":[""upper-body"",""strength"",""compound"",""bodyweight"",""back"",""shoulder-friendly"",""neutral-grip"",""balanced""],""estimatedDuration"":240,""caloriesPerMinute"":8,""searchKeywords"":[""подтягивания нейтральным хватом"",""neutral grip pull-ups"",""parallel grip pull-ups"",""hammer grip pull-ups"",""нейтральный хват"",""молотковый хват"",""параллельный хват"",""neutral pull-ups""],""localizations"":{""en"":{""name"":""Neutral Grip Pull-Ups"",""description"":""Bodyweight exercise with palms facing each other, offering natural shoulder and elbow positioning. Ideal for those with joint concerns while providing balanced back and arm development.""}}}"
pull-ups-archer,strength,Подтягивания лучника,"Продвинутое упражнение с собственным весом для развития максимальной силы, стабильности и координации широчайших мышц спины, бицепсов, ромбовидных и стабилизаторов корпуса. Выполняется на турнике с широкой постановкой рук, где вес тела смещается на одну руку, а вторая рука вытягивается в сторону, имитируя натяжение лука. Односторонняя нагрузка создает экстремальные требования к силе рабочей руки, стабильности кора и координации. Требует исключительной силы верхней части тела, развитого кора и хорошей гибкости плечевых суставов. Отлично подходит для спортсменов и продвинутых любителей фитнеса, стремящихся развить функциональную силу, одностороннюю координацию и стабильность корпуса.",advanced,strength-compound,back,bodyweight-reps,both,12,68,true,NSCA,2.0.0,2025-11-08T15:00:00Z,2025-11-08T15:00:00Z,"{""tags"":[""upper-body"",""strength"",""compound"",""bodyweight"",""back"",""advanced-only"",""unilateral"",""core""],""estimatedDuration"":300,""caloriesPerMinute"":10,""searchKeywords"":[""подтягивания лучника"",""archer pull-ups"",""archer pullups"",""односторонние подтягивания"",""unilateral pull-ups"",""спина"",""back"",""продвинутые подтягивания"",""advanced pull-ups"",""лучник"",""archer"",""односторонняя нагрузка""],""localizations"":{""en"":{""name"":""Archer Pull-Ups"",""description"":""Advanced bodyweight exercise with unilateral loading, shifting weight to one arm while extending the other sideways, mimicking an archer's draw. Requires exceptional upper body strength, core stability, and shoulder flexibility.""}}}"
pull-ups-one-arm,strength,Подтягивания на одной руке,"Экспертное упражнение с собственным весом для развития максимальной силы одной руки, широчайших мышц спины, бицепсов и стабилизаторов корпуса. Выполняется на турнике с использованием только одной руки, вторая рука может быть за спиной или вытянута в сторону. Экстремальная односторонняя нагрузка создает максимальные требования к силе рабочей руки, стабильности кора, координации и гибкости плечевых суставов. Требует исключительной силы верхней части тела, развитого кора и отличной техники выполнения. Отлично подходит для опытных спортсменов и экспертов фитнеса, стремящихся развить максимальную функциональную силу и одностороннюю координацию.",expert,strength-compound,back,bodyweight-reps,both,18,65,true,NSCA,2.0.0,2025-11-08T15:05:00Z,2025-11-08T15:05:00Z,"{""tags"":[""upper-body"",""strength"",""compound"",""bodyweight"",""back"",""advanced-only"",""unilateral"",""core"",""expert""],""estimatedDuration"":360,""caloriesPerMinute"":12,""searchKeywords"":[""подтягивания на одной руке"",""one arm pull-up"",""one-arm pull-up"",""single arm pull-up"",""односторонние подтягивания"",""unilateral pull-ups"",""спина"",""back"",""экспертные подтягивания"",""expert pull-ups"",""одна рука"",""single arm""],""localizations"":{""en"":{""name"":""One-Arm Pull-Ups"",""description"":""Expert-level bodyweight exercise performed with a single arm, requiring exceptional upper body strength, core stability, and shoulder flexibility. The ultimate test of unilateral pulling strength.""}}}"
pull-ups-weighted,strength,Подтягивания с отягощением,"Продвинутое упражнение с собственным весом и дополнительным отягощением для развития максимальной силы и массы широчайших мышц спины, бицепсов, ромбовидных и средних дельт. Выполняется на турнике с использованием пояса для отягощений или жилета-утяжелителя. Дополнительный вес значительно увеличивает нагрузку на мышцы верхней части тела, делая упражнение более эффективным для развития силы и массы по сравнению с обычными подтягиваниями. Требует хорошей базовой силы и правильной техники выполнения классических подтягиваний. Отлично подходит для прогрессии от базовых подтягиваний и развития максимальной силы верхней части тела.",advanced,strength-compound,back,weight-reps,both,6,75,true,NSCA,2.0.0,2025-11-08T15:10:00Z,2025-11-08T15:10:00Z,"{""tags"":[""upper-body"",""strength"",""compound"",""bodyweight"",""back"",""advanced-only"",""weighted"",""intermediate-friendly""],""estimatedDuration"":300,""caloriesPerMinute"":9,""searchKeywords"":[""подтягивания с отягощением"",""weighted pull-ups"",""weighted pullups"",""подтягивания с весом"",""pull-ups with weight"",""подтягивания с поясом"",""weighted pull-up"",""pull-ups weighted"",""отягощенные подтягивания"",""dip belt pull-ups""],""localizations"":{""en"":{""name"":""Weighted Pull-Ups"",""description"":""Advanced bodyweight exercise with additional external resistance using a dip belt or weight vest. Significantly increases load on upper body muscles for maximum strength and mass development.""}}}"
pull-ups-l-sit,strength,Подтягивания с L-ситом,"Продвинутое упражнение с собственным весом для развития широчайших мышц спины, бицепсов, ромбовидных, средних дельт и мышц кора одновременно. Выполняется на турнике с удержанием ног в горизонтальном положении перед собой (L-сит) во время подтягивания. Комбинация подтягивания и удержания L-сита создает экстремальные требования к силе верхней части тела, стабильности кора и гибкости задней поверхности бедра. Требует хорошей базовой силы для подтягиваний и развитого кора для удержания ног. Отлично подходит для спортсменов и продвинутых любителей фитнеса, стремящихся развить функциональную силу и координацию верхней части тела и кора.",advanced,strength-compound,back,bodyweight-reps,both,9,70,true,NSCA,2.0.0,2025-11-08T15:15:00Z,2025-11-08T15:15:00Z,"{""tags"":[""upper-body"",""strength"",""compound"",""bodyweight"",""back"",""advanced-only"",""core"",""l-sit""],""estimatedDuration"":300,""caloriesPerMinute"":10,""searchKeywords"":[""подтягивания с l-ситом"",""l-sit pull-ups"",""l sit pull-ups"",""подтягивания с ногами"",""pull-ups with legs"",""l-sit pullup"",""l-sit pullup"",""l-сит подтягивания"",""core pull-ups""],""localizations"":{""en"":{""name"":""L-Sit Pull-Ups"",""description"":""Advanced bodyweight exercise combining pull-ups with L-sit hold, requiring exceptional upper body strength and core stability. Legs are held horizontally in front during the pull-up movement.""}}}"
pull-ups-behind-neck,strength,Подтягивания за голову,"Продвинутое упражнение с собственным весом для развития широчайших мышц спины, ромбовидных, средних дельт и задних дельт. Выполняется на турнике с подтягиванием за голову, а не к груди. Уникальная траектория движения создает акцент на верхнюю часть спины и задние дельты, но требует исключительной гибкости плечевых суставов и правильной техники для безопасного выполнения. Требует хорошей базовой силы для подтягиваний и отличной мобильности плеч. Отлично подходит для спортсменов и продвинутых любителей фитнеса, стремящихся развить верхнюю часть спины и задние дельты. Важно соблюдать правильную технику для предотвращения травм плечевых суставов.",advanced,strength-compound,back,bodyweight-reps,both,9,72,true,NSCA,2.0.0,2025-11-08T15:20:00Z,2025-11-08T15:20:00Z,"{""tags"":[""upper-body"",""strength"",""compound"",""bodyweight"",""back"",""advanced-only"",""shoulder-mobility"",""rear-delts""],""estimatedDuration"":300,""caloriesPerMinute"":9,""searchKeywords"":[""подтягивания за голову"",""behind neck pull-ups"",""behind-neck pull-ups"",""pull-ups behind neck"",""neck pull-ups"",""за головой"",""rear delts"",""задние дельты"",""upper back"",""верхняя часть спины""],""localizations"":{""en"":{""name"":""Behind-the-Neck Pull-Ups"",""description"":""Advanced bodyweight exercise pulling behind the neck instead of to the chest, targeting upper back and rear deltoids. Requires exceptional shoulder flexibility and proper technique for safe execution.""}}}"
explosive-pull-ups,strength,Взрывные подтягивания,"Продвинутое упражнение с собственным весом для развития взрывной силы, мощности и скорости широчайших мышц спины, бицепсов, ромбовидных и средних дельт. Выполняется на турнике с мощным взрывным подтягиванием вверх, поднимая тело выше обычного уровня и создавая максимальную скорость движения. Требует высокой координации, контроля и стабильности корпуса для безопасного выполнения. Отлично подходит для спортсменов и продвинутых любителей фитнеса, стремящихся развить взрывную силу верхней части тела и улучшить спортивные показатели.",advanced,strength-compound,back,bodyweight-reps,both,6,75,true,NSCA,2.0.0,2025-11-08T16:00:00Z,2025-11-08T16:00:00Z,"{""tags"":[""upper-body"",""strength"",""compound"",""bodyweight"",""back"",""advanced-only"",""plyometric"",""explosive""],""estimatedDuration"":240,""caloriesPerMinute"":10,""searchKeywords"":[""взрывные подтягивания"",""explosive pull-ups"",""plyometric pull-ups"",""взрывная сила"",""explosive power"",""power pull-ups"",""clapping pull-ups""],""localizations"":{""en"":{""name"":""Explosive Pull-Ups"",""description"":""Advanced bodyweight exercise for developing explosive power and speed in the latissimus dorsi, biceps, rhomboids, and middle deltoids through powerful upward pulling motion.""}}}"
