id,exercise_id,note,created_at
128,barbell-floor-press,"Размещайте упражнение после основного жима или во второй день сплит-системы верх/низ. Используйте RPE 7-8 и прогрессию в виде увеличения паузы или веса каждые 1-2 недели.",2025-11-08T10:00:00Z
129,explosive-medicine-ball-press,"Для развития мощности выполняйте 4-6 подходов по 4-6 повторений с медболом 3-6 кг, отдых 90-120 секунд. Работайте на RPE 7-8 и завершайте подход до заметной потери скорости.",2025-11-08T13:00:00Z
130,explosive-medicine-ball-press,"Включайте упражнение в начале жимовой тренировки после динамической разминки или в составе контрастной пары с тяжёлым жимом. Чередуйте с лёгким восстановительным движением и фиксируйте скорость/длину полёта для отслеживания прогресса.",2025-11-08T13:00:00Z
131,pull-ups-wide-grip,"Начинайте с количества повторений, которое можете выполнить с правильной техникой (обычно 4-8 повторений), затем постепенно увеличивайте нагрузку. Широкий хват требует хорошей гибкости плеч, поэтому убедитесь, что можете безопасно выполнять упражнение без дискомфорта в плечевых суставах.",2025-11-08T14:00:00Z
132,pull-ups-wide-grip,"Для развития силы выполняйте 3-5 подходов по 4-8 повторений с отдыхом 120-180 секунд. Для массы - 3-4 подхода по 6-12 повторений с отдыхом 120-150 секунд. Для выносливости - 3-4 подхода по 8-15 повторений с отдыхом 90-120 секунд. Широкий хват создает максимальный акцент на широчайшие мышцы.",2025-11-08T14:00:00Z
133,pull-ups-wide-grip,"Включайте это упражнение в начало или середину тренировки спины, когда мышцы еще свежие. Широкий хват идеально подходит для развития ширины спины и является отличным дополнением к другим вариантам подтягиваний. Можно использовать как основное упражнение для спины или в суперсетах с тяговыми упражнениями.",2025-11-08T14:00:00Z
134,pull-ups-medium-grip,"Начинайте с количества повторений, которое можете выполнить с правильной техникой (обычно 5-10 повторений), затем постепенно увеличивайте нагрузку. Сбалансированная нагрузка делает это упражнение идеальным выбором для начинающих, обеспечивая развитие как ширины, так и толщины спины.",2025-11-08T14:05:00Z
135,pull-ups-medium-grip,"Для развития силы выполняйте 2-5 подходов по 5-10 повторений с отдыхом 90-150 секунд. Для массы - 3-4 подхода по 8-15 повторений с отдыхом 90-120 секунд. Для выносливости - 3-4 подхода по 10-20 повторений с отдыхом 60-90 секунд. Средний хват обеспечивает сбалансированную нагрузку на мышцы спины и рук.",2025-11-08T14:05:00Z
136,pull-ups-medium-grip,"Включайте это упражнение в начало или середину тренировки спины. Средний хват является универсальным вариантом, подходящим как для начинающих, так и для продвинутых атлетов. Отлично подходит для домашних тренировок и может использоваться как основное упражнение для развития общей силы верхней части тела.",2025-11-08T14:05:00Z
137,pull-ups-close-grip,"Начинайте с количества повторений, которое можете выполнить с правильной техникой (обычно 5-8 повторений), затем постепенно увеличивайте нагрузку. Узкий хват создает больший акцент на бицепсы и внутреннюю часть спины, поэтому убедитесь, что можете контролировать движение без дискомфорта в запястьях или локтях.",2025-11-08T14:10:00Z
138,pull-ups-close-grip,"Для развития силы выполняйте 3-5 подходов по 5-8 повторений с отдыхом 120-180 секунд. Для массы - 3-4 подхода по 6-12 повторений с отдыхом 120-150 секунд. Для выносливости - 3-4 подхода по 8-15 повторений с отдыхом 90-120 секунд. Узкий хват отлично развивает бицепсы и внутреннюю часть спины.",2025-11-08T14:10:00Z
139,pull-ups-close-grip,"Включайте это упражнение в середину или конец тренировки спины после основных тяговых упражнений. Узкий хват является отличным дополнением к широкому хвату для полного развития мышц спины. Можно использовать в суперсетах с упражнениями на бицепсы или как завершающее упражнение для спины.",2025-11-08T14:10:00Z
140,pull-ups-underhand-grip,"Начинайте с количества повторений, которое можете выполнить с правильной техникой (обычно 6-10 повторений), затем постепенно увеличивайте нагрузку. Обратный хват максимально активирует бицепсы, что делает упражнение более легким для начинающих и отличным прогрессом к классическим подтягиваниям.",2025-11-08T14:15:00Z
141,pull-ups-underhand-grip,"Для развития силы выполняйте 2-5 подходов по 6-10 повторений с отдыхом 90-150 секунд. Для массы - 3-4 подхода по 8-15 повторений с отдыхом 90-120 секунд. Для выносливости - 3-4 подхода по 10-20 повторений с отдыхом 60-90 секунд. Обратный хват отлично развивает бицепсы и нижнюю часть широчайших мышц.",2025-11-08T14:15:00Z
142,pull-ups-underhand-grip,"Включайте это упражнение в начало или середину тренировки спины или рук. Обратный хват является отличным выбором для начинающих и может использоваться как основное упражнение для развития силы и массы рук и спины. Отлично подходит для домашних тренировок и прогрессии к более сложным вариантам подтягиваний.",2025-11-08T14:15:00Z
143,pull-ups-neutral-grip,"Начинайте с количества повторений, которое можете выполнить с правильной техникой (обычно 5-8 повторений), затем постепенно увеличивайте нагрузку. Нейтральный хват обеспечивает более естественное положение суставов, снижая нагрузку на плечи и локти, что делает упражнение безопасным для людей с проблемами суставов.",2025-11-08T14:20:00Z
144,pull-ups-neutral-grip,"Для развития силы выполняйте 3-5 подходов по 5-8 повторений с отдыхом 120-180 секунд. Для массы - 3-4 подхода по 6-12 повторений с отдыхом 120-150 секунд. Для выносливости - 3-4 подхода по 8-15 повторений с отдыхом 90-120 секунд. Нейтральный хват обеспечивает сбалансированную нагрузку на мышцы спины и рук.",2025-11-08T14:20:00Z
145,pull-ups-neutral-grip,"Включайте это упражнение в начало или середину тренировки спины. Нейтральный хват является безопасной альтернативой для людей с проблемами плеч или локтей, при этом обеспечивая эффективное развитие мышц спины и рук. Отлично подходит для функциональных тренировок и может использоваться как основное упражнение для спины.",2025-11-08T14:20:00Z
146,pull-ups-archer,"Начинайте с минимального смещения веса на рабочую руку и постепенно увеличивайте нагрузку. Это продвинутое упражнение требует исключительной силы верхней части тела, развитого кора и хорошей гибкости плечевых суставов. Не выполняйте это упражнение, если не можете выполнить минимум 10 обычных подтягиваний с правильной техникой.",2025-11-08T15:00:00Z
147,pull-ups-archer,"Для развития силы выполняйте 3-5 подходов по 3-8 повторений с отдыхом 120-180 секунд. Чередуйте рабочую руку в каждом подходе для равномерного развития обеих сторон. Для массы - 3-4 подхода по 4-10 повторений с отдыхом 120-150 секунд. Для выносливости - 3-4 подхода по 5-12 повторений с отдыхом 90-120 секунд.",2025-11-08T15:00:00Z
148,pull-ups-archer,"Включайте это упражнение в начало или середину тренировки спины, когда мышцы еще свежие. Отлично подходит для спортсменов и продвинутых любителей фитнеса, стремящихся развить функциональную силу, одностороннюю координацию и стабильность корпуса. Не выполняйте после других тяжелых упражнений для спины.",2025-11-08T15:00:00Z
149,pull-ups-one-arm,"Начинайте с негативных повторений (опускание на одной руке) или с помощью второй руки, постепенно уменьшая помощь. Это экспертное упражнение требует исключительной силы одной руки, развитого кора и отличной техники выполнения. Не выполняйте это упражнение, если не можете выполнить минимум 15 обычных подтягиваний с правильной техникой.",2025-11-08T15:05:00Z
150,pull-ups-one-arm,"Для развития максимальной силы выполняйте 2-4 подхода по 1-5 повторений с отдыхом 180-300 секунд. Чередуйте рабочую руку в каждом подходе для равномерного развития обеих сторон. Для массы - 2-3 подхода по 2-8 повторений с отдыхом 150-240 секунд. Для выносливости - 2-3 подхода по 3-10 повторений с отдыхом 120-180 секунд.",2025-11-08T15:05:00Z
151,pull-ups-one-arm,"Включайте это упражнение в начало тренировки спины, когда ЦНС и мышцы максимально свежие. Отлично подходит для опытных спортсменов и экспертов фитнеса, стремящихся развить максимальную функциональную силу и одностороннюю координацию. Не выполняйте после других тяжелых упражнений для спины.",2025-11-08T15:05:00Z
152,pull-ups-weighted,"Начинайте с небольшого дополнительного веса (5-10% от веса тела) и постепенно увеличивайте нагрузку по мере развития силы. Это продвинутое упражнение требует хорошей базовой силы и правильной техники выполнения классических подтягиваний. Не выполняйте это упражнение, если не можете выполнить минимум 10 обычных подтягиваний с правильной техникой.",2025-11-08T15:10:00Z
153,pull-ups-weighted,"Для развития силы выполняйте 3-5 подходов по 3-10 повторений с отдыхом 150-240 секунд. Для массы - 3-4 подхода по 5-12 повторений с отдыхом 120-180 секунд. Для выносливости - 3-4 подхода по 6-15 повторений с отдыхом 90-150 секунд. Дополнительный вес значительно увеличивает нагрузку, поэтому особенно важно поддерживать правильную технику.",2025-11-08T15:10:00Z
154,pull-ups-weighted,"Включайте это упражнение в начало или середину тренировки спины, когда мышцы еще свежие. Отлично подходит для прогрессии от базовых подтягиваний и развития максимальной силы верхней части тела. Не выполняйте после других тяжелых упражнений для спины. Используйте качественный пояс для отягощений или жилет-утяжелитель.",2025-11-08T15:10:00Z
155,pull-ups-l-sit,"Начинайте с удержания L-сита отдельно, затем постепенно добавляйте подтягивания. Это продвинутое упражнение требует хорошей базовой силы для подтягиваний и развитого кора для удержания ног. Не выполняйте это упражнение, если не можете выполнить минимум 10 обычных подтягиваний и удержать L-сит в течение 10 секунд.",2025-11-08T15:15:00Z
156,pull-ups-l-sit,"Для развития силы выполняйте 3-4 подхода по 3-8 повторений с отдыхом 150-240 секунд. Для массы - 3-4 подхода по 4-10 повторений с отдыхом 120-180 секунд. Для выносливости - 3-4 подхода по 5-12 повторений с отдыхом 90-150 секунд. Комбинация подтягивания и L-сита создает экстремальные требования к силе и выносливости.",2025-11-08T15:15:00Z
157,pull-ups-l-sit,"Включайте это упражнение в начало или середину тренировки спины, когда мышцы еще свежие. Отлично подходит для спортсменов и продвинутых любителей фитнеса, стремящихся развить функциональную силу и координацию верхней части тела и кора. Не выполняйте после других тяжелых упражнений для спины или кора.",2025-11-08T15:15:00Z
158,pull-ups-behind-neck,"Начинайте с обычных подтягиваний к груди, затем постепенно переходите к подтягиваниям за голову. Это продвинутое упражнение требует хорошей базовой силы для подтягиваний и отличной мобильности плеч. Не выполняйте это упражнение, если не можете выполнить минимум 10 обычных подтягиваний и у вас недостаточная гибкость плечевых суставов.",2025-11-08T15:20:00Z
159,pull-ups-behind-neck,"Для развития силы выполняйте 3-5 подходов по 4-10 повторений с отдыхом 120-180 секунд. Для массы - 3-4 подхода по 6-12 повторений с отдыхом 120-150 секунд. Для выносливости - 3-4 подхода по 8-15 повторений с отдыхом 90-120 секунд. Уникальная траектория движения создает акцент на верхнюю часть спины и задние дельты.",2025-11-08T15:20:00Z
160,pull-ups-behind-neck,"Включайте это упражнение в начало или середину тренировки спины, когда мышцы еще свежие. Отлично подходит для спортсменов и продвинутых любителей фитнеса, стремящихся развить верхнюю часть спины и задние дельты. Важно соблюдать правильную технику для предотвращения травм плечевых суставов. Не выполняйте после других тяжелых упражнений для спины.",2025-11-08T15:20:00Z
161,explosive-pull-ups,"Начинайте с обычных подтягиваний, затем постепенно переходите к взрывным подтягиваниям. Это продвинутое упражнение требует хорошей базовой силы для обычных подтягиваний. Не выполняйте это упражнение, если не можете выполнить минимум 8-10 обычных подтягиваний с правильной техникой.",2025-11-08T16:00:00Z
162,explosive-pull-ups,"Для развития взрывной силы выполняйте 3-5 подходов по 3-8 повторений с отдыхом 120-180 секунд. Для мощности - 3-4 подхода по 4-10 повторений с отдыхом 120-150 секунд. Отдых между повторениями критически важен для восстановления и поддержания контроля.",2025-11-08T16:00:00Z
163,explosive-pull-ups,"Включайте это упражнение в начало тренировки спины, когда ЦНС и мышцы максимально свежие. Отлично подходит для спортсменов и продвинутых любителей фитнеса, стремящихся развить взрывную силу верхней части тела. Не выполняйте после других тяжелых упражнений для спины.",2025-11-08T16:00:00Z
164,scapular-retraction-hang,"Начинайте с коротких подходов (8-10 повторений) для освоения техники, затем постепенно увеличивайте количество повторений. Это базовое упражнение не требует большой силы рук и отлично подходит для начинающих как подготовительное упражнение перед подтягиваниями.",2025-11-08T16:05:00Z
165,scapular-retraction-hang,"Для развития силы верхней части спины выполняйте 2-4 подхода по 8-15 повторений с отдыхом 60-90 секунд. Для выносливости - 2-3 подхода по 12-20 повторений с отдыхом 45-60 секунд. Это упражнение можно выполнять в любое время тренировки.",2025-11-08T16:05:00Z
166,scapular-retraction-hang,"Включайте это упражнение в начало тренировки спины для разминки или в конце для завершения. Отлично подходит для начинающих, людей с проблемами осанки и как подготовительное упражнение для освоения подтягиваний. Является важным инструментом для укрепления мышц-стабилизаторов лопаток.",2025-11-08T16:05:00Z
167,dead-hang,"Начинайте с коротких интервалов (10-20 секунд) и постепенно увеличивайте время виса по мере развития силы хвата. Это базовое упражнение отлично подходит для начинающих как подготовительное упражнение перед подтягиваниями и для улучшения силы хвата.",2025-11-08T16:10:00Z
168,dead-hang,"Для развития силы хвата выполняйте 2-4 подхода по 1 повторению (удержание 10-60 секунд) с отдыхом 60-120 секунд. Для выносливости - 2-3 подхода по 1 повторению (удержание 20-90 секунд) с отдыхом 45-90 секунд. Это упражнение можно выполнять в любое время тренировки.",2025-11-08T16:10:00Z
169,dead-hang,"Включайте это упражнение в начало тренировки спины для разминки или в конце для завершения и растяжения позвоночника. Отлично подходит для начинающих, людей с проблемами осанки и для улучшения силы хвата. Помогает укрепить связки и сухожилия плечевых суставов.",2025-11-08T16:10:00Z
170,chest-to-bar-pull-ups,"Начинайте с обычных подтягиваний, затем постепенно переходите к подтягиваниям до груди. Это промежуточное упражнение требует хорошей базовой силы для обычных подтягиваний. Не выполняйте это упражнение, если не можете выполнить минимум 8-10 обычных подтягиваний с правильной техникой.",2025-11-08T16:15:00Z
171,chest-to-bar-pull-ups,"Для развития силы выполняйте 3-5 подходов по 3-10 повторений с отдыхом 120-180 секунд. Для массы - 3-4 подхода по 5-12 повторений с отдыхом 120-150 секунд. Увеличенная амплитуда создает большую нагрузку на мышцы спины и рук.",2025-11-08T16:15:00Z
172,chest-to-bar-pull-ups,"Включайте это упражнение в начало или середину тренировки спины, когда мышцы еще свежие. Отлично подходит для прогрессии от базовых подтягиваний и подготовки к выходу силой. Не выполняйте после других тяжелых упражнений для спины.",2025-11-08T16:15:00Z
173,muscle-up,"Начинайте с обычных подтягиваний и отжиманий, затем постепенно переходите к muscle-up с помощью прогрессий (негативные muscle-up, подтягивания до груди, отжимания на перекладине). Это продвинутое упражнение требует исключительной силы верхней части тела. Не выполняйте это упражнение, если не можете выполнить минимум 10 подтягиваний до груди и 10 отжиманий на брусьях.",2025-11-08T16:20:00Z
174,muscle-up,"Для развития силы выполняйте 2-4 подхода по 1-5 повторений с отдыхом 180-300 секунд. Для массы - 2-3 подхода по 2-6 повторений с отдыхом 150-240 секунд. Это упражнение требует длительного отдыха для восстановления между подходами.",2025-11-08T16:20:00Z
175,muscle-up,"Включайте это упражнение в начало тренировки спины, когда ЦНС и мышцы максимально свежие. Отлично подходит для спортсменов, гимнастов и продвинутых любителей фитнеса, стремящихся развить функциональную силу и освоить одно из самых сложных упражнений с собственным весом. Не выполняйте после других тяжелых упражнений для спины или груди.",2025-11-08T16:20:00Z
176,pull-ups-rings,"Начинайте с 3 подходов по 3-8 повторений с отдыхом 120-180 секунд между подходами. Выполняйте упражнение медленно и контролируемо, фокусируясь на технике контроля колец. Не увеличивайте количество повторений за счет качества техники. По мере роста силы постепенно увеличивайте количество повторений до 8-12.",2025-11-08T17:00:00Z
177,pull-ups-rings,"Для развития силы и массы выполняйте 3-4 подхода по 3-10 повторений с отдыхом 120-180 секунд. Для выносливости - 3-4 подхода по 10-15 повторений. Контроль техники и стабильности колец важнее, чем количество повторений.",2025-11-08T17:00:00Z
178,pull-ups-rings,"Включайте это упражнение в середину тренировки, после разминки и разогрева. Не выполняйте первым в тренировке, так как требуются теплые и готовые мышцы для безопасного контроля нестабильных колец. Можно включать в тренировку спины или функциональной тренировки.",2025-11-08T17:00:00Z
179,pull-ups-rings-wide-grip,"Начинайте с 3 подходов по 3-6 повторений с отдыхом 120-180 секунд между подходами. Широкий хват на нестабильных кольцах требует исключительной гибкости и контроля. Освойте сначала обычные подтягивания на кольцах перед переходом к широкому хвату.",2025-11-08T17:05:00Z
180,pull-ups-rings-wide-grip,"Для развития силы выполняйте 3-4 подхода по 3-8 повторений с отдыхом 120-180 секунд. Контроль техники и стабильности колец при широком хвате важнее, чем количество повторений. Не увеличивайте количество повторений за счет качества техники.",2025-11-08T17:05:00Z
181,trx-row-standing,"Начинайте с 3 подходов по 6-12 повторений с отдыхом 90-150 секунд между подходами. Выполняйте упражнение медленно и контролируемо, фокусируясь на технике контроля TRX петель. Регулируйте сложность изменением угла наклона тела - чем ближе к вертикали, тем легче.",2025-11-08T17:10:00Z
182,trx-row-standing,"Для развития силы и массы выполняйте 3-4 подхода по 6-12 повторений с отдыхом 90-150 секунд. Для выносливости - 3-4 подхода по 12-15 повторений. Контроль техники и стабильности TRX петель важнее, чем количество повторений.",2025-11-08T17:10:00Z
183,trx-row-standing,"Включайте это упражнение в середину тренировки, после разминки и разогрева. Можно включать в тренировку спины или функциональной тренировки. Отлично подходит для развития функциональной силы и стабильности корпуса.",2025-11-08T17:10:00Z
184,trx-pull-ups-assisted,"Начинайте с 2-3 подходов по 6-15 повторений с отдыхом 90-120 секунд между подходами. Выполняйте упражнение медленно и контролируемо, фокусируясь на технике контроля TRX петель. Постепенно уменьшайте опору на ноги по мере роста силы, увеличивая угол наклона тела.",2025-11-08T17:15:00Z
185,trx-pull-ups-assisted,"Для развития силы и массы выполняйте 2-4 подхода по 6-12 повторений с отдыхом 90-120 секунд. Для выносливости - 3-4 подхода по 12-15 повторений. Когда упражнение станет слишком легким, переходите к полноценным подтягиваниям.",2025-11-08T17:15:00Z
186,trx-pull-ups-assisted,"Включайте это упражнение в начало или середину тренировки спины. Отлично подходит для начинающих как подготовительное упражнение перед полноценными подтягиваниями. Можно включать в тренировку спины или функциональной тренировки.",2025-11-08T17:15:00Z
187,trx-row,"Начинайте с 3 подходов по 8-15 повторений с отдыхом 90-150 секунд между подходами. Выполняйте упражнение медленно и контролируемо, фокусируясь на технике контроля TRX петель. Регулируйте сложность изменением угла наклона тела - чем ближе к вертикали, тем легче.",2025-11-30T19:52:21Z
188,trx-row,"Для развития силы и массы выполняйте 3-4 подхода по 8-12 повторений с отдыхом 90-150 секунд. Для выносливости - 3-4 подхода по 12-15 повторений. Контроль техники и стабильности TRX петель важнее, чем количество повторений.",2025-11-30T19:52:21Z
189,trx-row,"Включайте это упражнение в середину тренировки, после разминки и разогрева. Можно включать в тренировку спины или функциональной тренировки. Отлично подходит для развития функциональной силы и стабильности корпуса.",2025-11-30T19:52:21Z
190,trx-row-wide-grip,"Начинайте с 3 подходов по 6-12 повторений с отдыхом 90-150 секунд между подходами. Широкий хват требует хорошей гибкости плеч. Выполняйте упражнение медленно и контролируемо, фокусируясь на технике и внешней части широчайших.",2025-11-30T19:52:21Z
191,trx-row-wide-grip,"Для развития ширины спины выполняйте 3-4 подхода по 6-12 повторений с отдыхом 90-150 секунд. Контроль техники и стабильности TRX петель важнее, чем количество повторений. При дискомфорте в плечах используйте более узкий хват.",2025-11-30T19:52:21Z
192,trx-row-close-grip,"Начинайте с 3 подходов по 6-12 повторений с отдыхом 90-150 секунд между подходами. Узкий хват создает больший акцент на бицепсы и центральную часть широчайших. Выполняйте упражнение медленно и контролируемо.",2025-11-30T19:52:21Z
193,trx-row-close-grip,"Для развития толщины спины и бицепсов выполняйте 3-4 подхода по 6-12 повторений с отдыхом 90-150 секунд. Контроль техники и стабильности TRX петель важнее, чем количество повторений. Отлично дополняет широкий хват для полного развития спины.",2025-11-30T19:52:21Z
194,trx-row-archer,"ТОЛЬКО для продвинутых! Начинайте с 3 подходов по 3-5 повторений на каждую сторону с отдыхом 120-180 секунд. Односторонняя нагрузка требует максимального контроля. Выполняйте упражнение очень медленно и контролируемо, фокусируясь на предотвращении ротации.",2025-11-30T19:52:21Z
195,trx-row-archer,"Для развития функциональной силы и устранения мышечных дисбалансов выполняйте 3-4 подхода по 3-8 повторений на каждую сторону с отдыхом 120-180 секунд. Критически важно предотвращать ротацию корпуса. Если не можете удерживать правильное положение, не выполняйте это упражнение.",2025-11-30T19:52:21Z
