id,exercise_id,muscle_type,muscle_name,activation_level,created_at
339,pull-ups-medium-grip,primary,middle-deltoid,60,2025-11-08T14:05:00Z
340,pull-ups-medium-grip,secondary,trapezius,55,2025-11-08T14:05:00Z
341,pull-ups-medium-grip,secondary,core-muscles,45,2025-11-08T14:05:00Z
342,pull-ups-medium-grip,secondary,forearms,60,2025-11-08T14:05:00Z
343,pull-ups-close-grip,primary,latissimus-dorsi,80,2025-11-08T14:10:00Z
344,pull-ups-close-grip,primary,rhomboids,65,2025-11-08T14:10:00Z
345,pull-ups-close-grip,primary,biceps-brachii,85,2025-11-08T14:10:00Z
346,pull-ups-close-grip,primary,brachialis,70,2025-11-08T14:10:00Z
347,pull-ups-close-grip,secondary,trapezius,50,2025-11-08T14:10:00Z
348,pull-ups-close-grip,secondary,core-muscles,40,2025-11-08T14:10:00Z
349,pull-ups-close-grip,secondary,forearms,65,2025-11-08T14:10:00Z
350,pull-ups-close-grip,secondary,middle-deltoid,45,2025-11-08T14:10:00Z
351,pull-ups-underhand-grip,primary,biceps-brachii,90,2025-11-08T14:15:00Z
352,pull-ups-underhand-grip,primary,latissimus-dorsi,75,2025-11-08T14:15:00Z
353,pull-ups-underhand-grip,primary,rhomboids,65,2025-11-08T14:15:00Z
354,pull-ups-underhand-grip,primary,brachialis,80,2025-11-08T14:15:00Z
355,pull-ups-underhand-grip,secondary,trapezius,55,2025-11-08T14:15:00Z
356,pull-ups-underhand-grip,secondary,core-muscles,40,2025-11-08T14:15:00Z
357,pull-ups-underhand-grip,secondary,forearms,70,2025-11-08T14:15:00Z
358,pull-ups-underhand-grip,secondary,lower-latissimus-dorsi,65,2025-11-08T14:15:00Z
359,pull-ups-neutral-grip,primary,latissimus-dorsi,85,2025-11-08T14:20:00Z
360,pull-ups-neutral-grip,primary,rhomboids,70,2025-11-08T14:20:00Z
361,pull-ups-neutral-grip,primary,biceps-brachii,75,2025-11-08T14:20:00Z
362,pull-ups-neutral-grip,primary,middle-deltoid,60,2025-11-08T14:20:00Z
363,pull-ups-neutral-grip,secondary,trapezius,55,2025-11-08T14:20:00Z
364,pull-ups-neutral-grip,secondary,core-muscles,45,2025-11-08T14:20:00Z
365,pull-ups-neutral-grip,secondary,forearms,60,2025-11-08T14:20:00Z
366,pull-ups-neutral-grip,secondary,brachialis,50,2025-11-08T14:20:00Z
367,pull-ups-archer,primary,latissimus-dorsi,90,2025-11-08T15:00:00Z
368,pull-ups-archer,primary,rhomboids,75,2025-11-08T15:00:00Z
369,pull-ups-archer,primary,biceps-brachii,80,2025-11-08T15:00:00Z
370,pull-ups-archer,primary,middle-deltoid,65,2025-11-08T15:00:00Z
371,pull-ups-archer,secondary,trapezius,60,2025-11-08T15:00:00Z
372,pull-ups-archer,secondary,core-muscles,70,2025-11-08T15:00:00Z
373,pull-ups-archer,secondary,obliques,65,2025-11-08T15:00:00Z
374,pull-ups-archer,secondary,forearms,65,2025-11-08T15:00:00Z
375,pull-ups-archer,stabilizer,erector-spinae,50,2025-11-08T15:00:00Z
376,pull-ups-archer,stabilizer,posterior-deltoid,45,2025-11-08T15:00:00Z
377,pull-ups-archer,stabilizer,transverse-abdominis,60,2025-11-08T15:00:00Z
378,pull-ups-one-arm,primary,latissimus-dorsi,95,2025-11-08T15:05:00Z
379,pull-ups-one-arm,primary,rhomboids,80,2025-11-08T15:05:00Z
380,pull-ups-one-arm,primary,biceps-brachii,85,2025-11-08T15:05:00Z
381,pull-ups-one-arm,primary,middle-deltoid,70,2025-11-08T15:05:00Z
382,pull-ups-one-arm,secondary,trapezius,65,2025-11-08T15:05:00Z
383,pull-ups-one-arm,secondary,core-muscles,75,2025-11-08T15:05:00Z
384,pull-ups-one-arm,secondary,obliques,70,2025-11-08T15:05:00Z
385,pull-ups-one-arm,secondary,forearms,70,2025-11-08T15:05:00Z
386,pull-ups-one-arm,secondary,brachialis,60,2025-11-08T15:05:00Z
387,pull-ups-one-arm,stabilizer,erector-spinae,55,2025-11-08T15:05:00Z
388,pull-ups-one-arm,stabilizer,posterior-deltoid,50,2025-11-08T15:05:00Z
389,pull-ups-one-arm,stabilizer,transverse-abdominis,65,2025-11-08T15:05:00Z
390,pull-ups-one-arm,stabilizer,gluteus-maximus,50,2025-11-08T15:05:00Z
391,pull-ups-weighted,primary,latissimus-dorsi,90,2025-11-08T15:10:00Z
392,pull-ups-weighted,primary,rhomboids,75,2025-11-08T15:10:00Z
393,pull-ups-weighted,primary,biceps-brachii,80,2025-11-08T15:10:00Z
394,pull-ups-weighted,primary,middle-deltoid,65,2025-11-08T15:10:00Z
395,pull-ups-weighted,secondary,trapezius,60,2025-11-08T15:10:00Z
396,pull-ups-weighted,secondary,core-muscles,55,2025-11-08T15:10:00Z
397,pull-ups-weighted,secondary,forearms,65,2025-11-08T15:10:00Z
398,pull-ups-weighted,secondary,brachialis,55,2025-11-08T15:10:00Z
399,pull-ups-weighted,stabilizer,erector-spinae,50,2025-11-08T15:10:00Z
400,pull-ups-weighted,stabilizer,posterior-deltoid,45,2025-11-08T15:10:00Z
401,pull-ups-weighted,stabilizer,rear-deltoid,40,2025-11-08T15:10:00Z
402,pull-ups-l-sit,primary,latissimus-dorsi,85,2025-11-08T15:15:00Z
403,pull-ups-l-sit,primary,rhomboids,70,2025-11-08T15:15:00Z
404,pull-ups-l-sit,primary,biceps-brachii,75,2025-11-08T15:15:00Z
405,pull-ups-l-sit,primary,middle-deltoid,60,2025-11-08T15:15:00Z
406,pull-ups-l-sit,primary,rectus-abdominis,70,2025-11-08T15:15:00Z
407,pull-ups-l-sit,primary,transverse-abdominis,75,2025-11-08T15:15:00Z
408,pull-ups-l-sit,primary,iliopsoas,65,2025-11-08T15:15:00Z
409,pull-ups-l-sit,secondary,trapezius,55,2025-11-08T15:15:00Z
410,pull-ups-l-sit,secondary,core-muscles,70,2025-11-08T15:15:00Z
411,pull-ups-l-sit,secondary,forearms,60,2025-11-08T15:15:00Z
412,pull-ups-l-sit,secondary,quadriceps,50,2025-11-08T15:15:00Z
413,pull-ups-l-sit,secondary,hamstrings,50,2025-11-08T15:15:00Z
414,pull-ups-l-sit,stabilizer,erector-spinae,55,2025-11-08T15:15:00Z
415,pull-ups-l-sit,stabilizer,posterior-deltoid,45,2025-11-08T15:15:00Z
416,pull-ups-l-sit,stabilizer,obliques,60,2025-11-08T15:15:00Z
417,pull-ups-l-sit,stabilizer,gluteus-maximus,50,2025-11-08T15:15:00Z
418,pull-ups-behind-neck,primary,latissimus-dorsi,80,2025-11-08T15:20:00Z
419,pull-ups-behind-neck,primary,rhomboids,75,2025-11-08T15:20:00Z
420,pull-ups-behind-neck,primary,middle-deltoid,70,2025-11-08T15:20:00Z
421,pull-ups-behind-neck,primary,posterior-deltoid,65,2025-11-08T15:20:00Z
422,pull-ups-behind-neck,secondary,trapezius,60,2025-11-08T15:20:00Z
423,pull-ups-behind-neck,secondary,biceps-brachii,60,2025-11-08T15:20:00Z
424,pull-ups-behind-neck,secondary,core-muscles,45,2025-11-08T15:20:00Z
425,pull-ups-behind-neck,secondary,forearms,55,2025-11-08T15:20:00Z
426,pull-ups-behind-neck,stabilizer,erector-spinae,50,2025-11-08T15:20:00Z
427,pull-ups-behind-neck,stabilizer,rear-deltoid,55,2025-11-08T15:20:00Z
428,pull-ups-behind-neck,stabilizer,infraspinatus,45,2025-11-08T15:20:00Z
429,pull-ups-behind-neck,stabilizer,teres-minor,45,2025-11-08T15:20:00Z
430,explosive-pull-ups,primary,latissimus-dorsi,90,2025-11-08T16:00:00Z
431,explosive-pull-ups,primary,rhomboids,85,2025-11-08T16:00:00Z
432,explosive-pull-ups,primary,biceps-brachii,85,2025-11-08T16:00:00Z
433,explosive-pull-ups,primary,middle-deltoid,80,2025-11-08T16:00:00Z
434,explosive-pull-ups,secondary,trapezius,70,2025-11-08T16:00:00Z
435,explosive-pull-ups,secondary,core-muscles,75,2025-11-08T16:00:00Z
436,explosive-pull-ups,secondary,forearms,80,2025-11-08T16:00:00Z
437,explosive-pull-ups,stabilizer,erector-spinae,65,2025-11-08T16:00:00Z
438,scapular-retraction-hang,primary,rhomboids,75,2025-11-08T16:05:00Z
439,scapular-retraction-hang,primary,middle-trapezius,70,2025-11-08T16:05:00Z
440,scapular-retraction-hang,primary,posterior-deltoid,65,2025-11-08T16:05:00Z
441,scapular-retraction-hang,secondary,lower-trapezius,60,2025-11-08T16:05:00Z
442,scapular-retraction-hang,secondary,latissimus-dorsi,40,2025-11-08T16:05:00Z
443,scapular-retraction-hang,secondary,core-muscles,35,2025-11-08T16:05:00Z
444,scapular-retraction-hang,stabilizer,erector-spinae,30,2025-11-08T16:05:00Z
445,dead-hang,primary,latissimus-dorsi,50,2025-11-08T16:10:00Z
446,dead-hang,primary,forearms,70,2025-11-08T16:10:00Z
447,dead-hang,primary,grip-muscles,80,2025-11-08T16:10:00Z
448,dead-hang,secondary,rhomboids,35,2025-11-08T16:10:00Z
449,dead-hang,secondary,core-muscles,30,2025-11-08T16:10:00Z
450,dead-hang,secondary,biceps-brachii,25,2025-11-08T16:10:00Z
451,dead-hang,stabilizer,erector-spinae,30,2025-11-08T16:10:00Z
452,chest-to-bar-pull-ups,primary,latissimus-dorsi,90,2025-11-08T16:15:00Z
453,chest-to-bar-pull-ups,primary,rhomboids,85,2025-11-08T16:15:00Z
454,chest-to-bar-pull-ups,primary,biceps-brachii,85,2025-11-08T16:15:00Z
455,chest-to-bar-pull-ups,primary,middle-deltoid,80,2025-11-08T16:15:00Z
456,chest-to-bar-pull-ups,secondary,trapezius,70,2025-11-08T16:15:00Z
457,chest-to-bar-pull-ups,secondary,core-muscles,65,2025-11-08T16:15:00Z
458,chest-to-bar-pull-ups,secondary,forearms,75,2025-11-08T16:15:00Z
459,chest-to-bar-pull-ups,stabilizer,erector-spinae,60,2025-11-08T16:15:00Z
460,muscle-up,primary,latissimus-dorsi,95,2025-11-08T16:20:00Z
461,muscle-up,primary,rhomboids,90,2025-11-08T16:20:00Z
462,muscle-up,primary,biceps-brachii,90,2025-11-08T16:20:00Z
463,muscle-up,primary,triceps-brachii,85,2025-11-08T16:20:00Z
464,muscle-up,primary,anterior-deltoid,85,2025-11-08T16:20:00Z
465,muscle-up,primary,middle-deltoid,80,2025-11-08T16:20:00Z
466,muscle-up,secondary,trapezius,75,2025-11-08T16:20:00Z
467,muscle-up,secondary,core-muscles,80,2025-11-08T16:20:00Z
468,muscle-up,secondary,forearms,85,2025-11-08T16:20:00Z
469,muscle-up,secondary,pectoralis-major,70,2025-11-08T16:20:00Z
470,muscle-up,stabilizer,erector-spinae,70,2025-11-08T16:20:00Z
471,pull-ups-rings,primary,latissimus-dorsi,90,2025-11-08T17:00:00Z
472,pull-ups-rings,primary,rhomboids,85,2025-11-08T17:00:00Z
473,pull-ups-rings,primary,biceps-brachii,85,2025-11-08T17:00:00Z
474,pull-ups-rings,primary,middle-deltoid,80,2025-11-08T17:00:00Z
475,pull-ups-rings,secondary,trapezius,75,2025-11-08T17:00:00Z
476,pull-ups-rings,secondary,core-muscles,85,2025-11-08T17:00:00Z
477,pull-ups-rings,secondary,forearms,80,2025-11-08T17:00:00Z
478,pull-ups-rings,secondary,brachialis,70,2025-11-08T17:00:00Z
479,pull-ups-rings,stabilizer,erector-spinae,75,2025-11-08T17:00:00Z
480,pull-ups-rings,stabilizer,posterior-deltoid,70,2025-11-08T17:00:00Z
481,pull-ups-rings-wide-grip,primary,latissimus-dorsi,95,2025-11-08T17:05:00Z
482,pull-ups-rings-wide-grip,primary,rhomboids,90,2025-11-08T17:05:00Z
483,pull-ups-rings-wide-grip,primary,middle-deltoid,85,2025-11-08T17:05:00Z
484,pull-ups-rings-wide-grip,secondary,trapezius,80,2025-11-08T17:05:00Z
485,pull-ups-rings-wide-grip,secondary,biceps-brachii,60,2025-11-08T17:05:00Z
486,pull-ups-rings-wide-grip,secondary,core-muscles,85,2025-11-08T17:05:00Z
487,pull-ups-rings-wide-grip,secondary,forearms,75,2025-11-08T17:05:00Z
488,pull-ups-rings-wide-grip,stabilizer,erector-spinae,80,2025-11-08T17:05:00Z
489,pull-ups-rings-wide-grip,stabilizer,posterior-deltoid,75,2025-11-08T17:05:00Z
490,trx-row-standing,primary,latissimus-dorsi,85,2025-11-08T17:10:00Z
491,trx-row-standing,primary,rhomboids,80,2025-11-08T17:10:00Z
492,trx-row-standing,primary,middle-deltoid,75,2025-11-08T17:10:00Z
493,trx-row-standing,primary,biceps-brachii,75,2025-11-08T17:10:00Z
494,trx-row-standing,secondary,trapezius,70,2025-11-08T17:10:00Z
495,trx-row-standing,secondary,core-muscles,80,2025-11-08T17:10:00Z
496,trx-row-standing,secondary,forearms,70,2025-11-08T17:10:00Z
497,trx-row-standing,secondary,brachialis,65,2025-11-08T17:10:00Z
498,trx-row-standing,stabilizer,erector-spinae,70,2025-11-08T17:10:00Z
499,trx-row-standing,stabilizer,posterior-deltoid,65,2025-11-08T17:10:00Z
500,trx-pull-ups-assisted,primary,latissimus-dorsi,75,2025-11-08T17:15:00Z
501,trx-pull-ups-assisted,primary,rhomboids,70,2025-11-08T17:15:00Z
502,trx-pull-ups-assisted,primary,biceps-brachii,70,2025-11-08T17:15:00Z
503,trx-pull-ups-assisted,primary,middle-deltoid,65,2025-11-08T17:15:00Z
504,trx-pull-ups-assisted,secondary,trapezius,60,2025-11-08T17:15:00Z
505,trx-pull-ups-assisted,secondary,core-muscles,70,2025-11-08T17:15:00Z
506,trx-pull-ups-assisted,secondary,forearms,65,2025-11-08T17:15:00Z
507,trx-pull-ups-assisted,secondary,brachialis,60,2025-11-08T17:15:00Z
508,trx-pull-ups-assisted,stabilizer,erector-spinae,60,2025-11-08T17:15:00Z
509,trx-pull-ups-assisted,stabilizer,posterior-deltoid,55,2025-11-08T17:15:00Z
510,lat-pulldown-wide-grip,primary,latissimus-dorsi,85,2025-11-08T18:00:00Z
511,lat-pulldown-wide-grip,primary,rhomboids,75,2025-11-08T18:00:00Z
512,lat-pulldown-wide-grip,primary,middle-deltoid,70,2025-11-08T18:00:00Z
513,lat-pulldown-wide-grip,secondary,biceps-brachii,50,2025-11-08T18:00:00Z
514,lat-pulldown-wide-grip,secondary,trapezius,60,2025-11-08T18:00:00Z
515,lat-pulldown-wide-grip,secondary,core-muscles,40,2025-11-08T18:00:00Z
516,lat-pulldown-wide-grip,stabilizer,erector-spinae,50,2025-11-08T18:00:00Z
517,lat-pulldown-wide-grip,stabilizer,posterior-deltoid,55,2025-11-08T18:00:00Z
518,lat-pulldown-medium-grip,primary,latissimus-dorsi,80,2025-11-08T18:05:00Z
519,lat-pulldown-medium-grip,primary,rhomboids,70,2025-11-08T18:05:00Z
520,lat-pulldown-medium-grip,primary,biceps-brachii,70,2025-11-08T18:05:00Z
521,lat-pulldown-medium-grip,primary,middle-deltoid,65,2025-11-08T18:05:00Z
522,lat-pulldown-medium-grip,secondary,trapezius,60,2025-11-08T18:05:00Z
523,lat-pulldown-medium-grip,secondary,core-muscles,40,2025-11-08T18:05:00Z
524,lat-pulldown-medium-grip,secondary,forearms,55,2025-11-08T18:05:00Z
525,lat-pulldown-medium-grip,stabilizer,erector-spinae,50,2025-11-08T18:05:00Z
526,lat-pulldown-medium-grip,stabilizer,posterior-deltoid,55,2025-11-08T18:05:00Z
527,lat-pulldown-close-grip,primary,latissimus-dorsi,75,2025-11-08T18:10:00Z
528,lat-pulldown-close-grip,primary,rhomboids,70,2025-11-08T18:10:00Z
529,lat-pulldown-close-grip,primary,biceps-brachii,80,2025-11-08T18:10:00Z
530,lat-pulldown-close-grip,primary,brachialis,75,2025-11-08T18:10:00Z
531,lat-pulldown-close-grip,secondary,trapezius,60,2025-11-08T18:10:00Z
532,lat-pulldown-close-grip,secondary,core-muscles,40,2025-11-08T18:10:00Z
533,lat-pulldown-close-grip,secondary,forearms,60,2025-11-08T18:10:00Z
534,lat-pulldown-close-grip,secondary,middle-deltoid,55,2025-11-08T18:10:00Z
535,lat-pulldown-close-grip,stabilizer,erector-spinae,50,2025-11-08T18:10:00Z
536,lat-pulldown-close-grip,stabilizer,posterior-deltoid,50,2025-11-08T18:10:00Z
537,lat-pulldown-underhand-grip,primary,biceps-brachii,85,2025-11-08T18:15:00Z
538,lat-pulldown-underhand-grip,primary,latissimus-dorsi,75,2025-11-08T18:15:00Z
539,lat-pulldown-underhand-grip,primary,rhomboids,70,2025-11-08T18:15:00Z
540,lat-pulldown-underhand-grip,primary,brachialis,80,2025-11-08T18:15:00Z
541,lat-pulldown-underhand-grip,secondary,trapezius,60,2025-11-08T18:15:00Z
542,lat-pulldown-underhand-grip,secondary,core-muscles,40,2025-11-08T18:15:00Z
543,lat-pulldown-underhand-grip,secondary,forearms,65,2025-11-08T18:15:00Z
544,lat-pulldown-underhand-grip,secondary,lower-latissimus-dorsi,70,2025-11-08T18:15:00Z
545,lat-pulldown-underhand-grip,stabilizer,erector-spinae,50,2025-11-08T18:15:00Z
546,lat-pulldown-underhand-grip,stabilizer,posterior-deltoid,50,2025-11-08T18:15:00Z
547,lat-pulldown-neutral-grip,primary,latissimus-dorsi,80,2025-11-08T18:20:00Z
548,lat-pulldown-neutral-grip,primary,rhomboids,70,2025-11-08T18:20:00Z
549,lat-pulldown-neutral-grip,primary,biceps-brachii,75,2025-11-08T18:20:00Z
550,lat-pulldown-neutral-grip,primary,middle-deltoid,65,2025-11-08T18:20:00Z
551,lat-pulldown-neutral-grip,secondary,trapezius,60,2025-11-08T18:20:00Z
552,lat-pulldown-neutral-grip,secondary,core-muscles,40,2025-11-08T18:20:00Z
553,lat-pulldown-neutral-grip,secondary,forearms,55,2025-11-08T18:20:00Z
554,lat-pulldown-neutral-grip,secondary,brachialis,70,2025-11-08T18:20:00Z
555,lat-pulldown-neutral-grip,stabilizer,erector-spinae,50,2025-11-08T18:20:00Z
556,lat-pulldown-neutral-grip,stabilizer,posterior-deltoid,55,2025-11-08T18:20:00Z
557,lat-pulldown-behind-neck,primary,latissimus-dorsi,80,2025-11-08T19:00:00Z
558,lat-pulldown-behind-neck,primary,rhomboids,80,2025-11-08T19:00:00Z
559,lat-pulldown-behind-neck,primary,middle-deltoid,75,2025-11-08T19:00:00Z
560,lat-pulldown-behind-neck,primary,posterior-deltoid,85,2025-11-08T19:00:00Z
561,lat-pulldown-behind-neck,secondary,trapezius,70,2025-11-08T19:00:00Z
562,lat-pulldown-behind-neck,secondary,biceps-brachii,45,2025-11-08T19:00:00Z
563,lat-pulldown-behind-neck,stabilizer,erector-spinae,50,2025-11-08T19:00:00Z
564,lat-pulldown-straight-arm,primary,latissimus-dorsi,90,2025-11-08T19:05:00Z
565,lat-pulldown-straight-arm,secondary,rhomboids,60,2025-11-08T19:05:00Z
566,lat-pulldown-straight-arm,secondary,serratus-anterior,55,2025-11-08T19:05:00Z
567,lat-pulldown-straight-arm,secondary,core-muscles,50,2025-11-08T19:05:00Z
568,lat-pulldown-straight-arm,stabilizer,erector-spinae,45,2025-11-08T19:05:00Z
569,lat-pulldown-straight-arm,stabilizer,trapezius,50,2025-11-08T19:05:00Z
570,lat-pulldown-one-arm,primary,latissimus-dorsi,80,2025-11-08T19:10:00Z
571,lat-pulldown-one-arm,primary,rhomboids,75,2025-11-08T19:10:00Z
572,lat-pulldown-one-arm,primary,biceps-brachii,75,2025-11-08T19:10:00Z
573,lat-pulldown-one-arm,primary,middle-deltoid,70,2025-11-08T19:10:00Z
574,lat-pulldown-one-arm,secondary,trapezius,60,2025-11-08T19:10:00Z
575,lat-pulldown-one-arm,secondary,core-muscles,70,2025-11-08T19:10:00Z
576,lat-pulldown-one-arm,secondary,obliques,65,2025-11-08T19:10:00Z
577,lat-pulldown-one-arm,stabilizer,erector-spinae,60,2025-11-08T19:10:00Z
578,lat-pulldown-wide-grip-chest,primary,latissimus-dorsi,85,2025-11-08T19:15:00Z
579,lat-pulldown-wide-grip-chest,primary,rhomboids,75,2025-11-08T19:15:00Z
580,lat-pulldown-wide-grip-chest,primary,middle-deltoid,70,2025-11-08T19:15:00Z
581,lat-pulldown-wide-grip-chest,secondary,biceps-brachii,50,2025-11-08T19:15:00Z
582,lat-pulldown-wide-grip-chest,secondary,trapezius,60,2025-11-08T19:15:00Z
583,lat-pulldown-wide-grip-chest,secondary,core-muscles,40,2025-11-08T19:15:00Z
584,lat-pulldown-wide-grip-chest,stabilizer,erector-spinae,50,2025-11-08T19:15:00Z
585,lat-pulldown-wide-grip-chest,stabilizer,posterior-deltoid,55,2025-11-08T19:15:00Z
586,cable-pulldown-standing,primary,latissimus-dorsi,80,2025-01-15T10:00:00Z
587,cable-pulldown-standing,primary,rhomboids,75,2025-01-15T10:00:00Z
588,cable-pulldown-standing,primary,biceps-brachii,70,2025-01-15T10:00:00Z
589,cable-pulldown-standing,primary,middle-deltoid,65,2025-01-15T10:00:00Z
590,cable-pulldown-standing,secondary,trapezius,60,2025-01-15T10:00:00Z
591,cable-pulldown-standing,secondary,core-muscles,55,2025-01-15T10:00:00Z
592,cable-pulldown-standing,stabilizer,erector-spinae,50,2025-01-15T10:00:00Z
593,cable-pulldown-standing,stabilizer,gluteus-maximus,45,2025-01-15T10:00:00Z
594,cable-pulldown-seated,primary,latissimus-dorsi,85,2025-01-15T10:00:00Z
595,cable-pulldown-seated,primary,rhomboids,75,2025-01-15T10:00:00Z
596,cable-pulldown-seated,primary,biceps-brachii,70,2025-01-15T10:00:00Z
597,cable-pulldown-seated,primary,middle-deltoid,65,2025-01-15T10:00:00Z
598,cable-pulldown-seated,secondary,trapezius,60,2025-01-15T10:00:00Z
599,cable-pulldown-seated,secondary,core-muscles,40,2025-01-15T10:00:00Z
600,cable-pulldown-seated,stabilizer,erector-spinae,50,2025-01-15T10:00:00Z
601,australian-pull-ups,primary,latissimus-dorsi,75,2025-01-15T10:00:00Z
602,australian-pull-ups,primary,rhomboids,70,2025-01-15T10:00:00Z
603,australian-pull-ups,primary,biceps-brachii,65,2025-01-15T10:00:00Z
604,australian-pull-ups,primary,middle-deltoid,60,2025-01-15T10:00:00Z
605,australian-pull-ups,secondary,trapezius,55,2025-01-15T10:00:00Z
606,australian-pull-ups,secondary,core-muscles,50,2025-01-15T10:00:00Z
607,australian-pull-ups,stabilizer,erector-spinae,45,2025-01-15T10:00:00Z
608,australian-pull-ups-feet-elevated,primary,latissimus-dorsi,80,2025-01-15T10:00:00Z
609,australian-pull-ups-feet-elevated,primary,rhomboids,75,2025-01-15T10:00:00Z
610,australian-pull-ups-feet-elevated,primary,biceps-brachii,70,2025-01-15T10:00:00Z
611,australian-pull-ups-feet-elevated,primary,middle-deltoid,65,2025-01-15T10:00:00Z
612,australian-pull-ups-feet-elevated,secondary,trapezius,60,2025-01-15T10:00:00Z
613,australian-pull-ups-feet-elevated,secondary,core-muscles,55,2025-01-15T10:00:00Z
614,australian-pull-ups-feet-elevated,stabilizer,erector-spinae,50,2025-01-15T10:00:00Z
615,australian-pull-ups-underhand-grip,primary,biceps-brachii,85,2025-01-15T10:00:00Z
616,australian-pull-ups-underhand-grip,primary,latissimus-dorsi,75,2025-01-15T10:00:00Z
617,australian-pull-ups-underhand-grip,primary,rhomboids,70,2025-01-15T10:00:00Z
618,australian-pull-ups-underhand-grip,primary,brachialis,70,2025-01-15T10:00:00Z
619,australian-pull-ups-underhand-grip,secondary,lower-latissimus-dorsi,65,2025-01-15T10:00:00Z
620,australian-pull-ups-underhand-grip,secondary,trapezius,55,2025-01-15T10:00:00Z
621,australian-pull-ups-underhand-grip,secondary,core-muscles,50,2025-01-15T10:00:00Z
622,australian-pull-ups-underhand-grip,stabilizer,erector-spinae,45,2025-01-15T10:00:00Z
623,dumbbell-one-arm-row,primary,latissimus-dorsi,85,2025-01-15T10:00:00Z
624,dumbbell-one-arm-row,primary,rhomboids,80,2025-01-15T10:00:00Z
625,dumbbell-one-arm-row,primary,middle-deltoid,70,2025-01-15T10:00:00Z
626,dumbbell-one-arm-row,primary,biceps-brachii,75,2025-01-15T10:00:00Z
627,dumbbell-one-arm-row,secondary,trapezius,60,2025-01-15T10:00:00Z
628,dumbbell-one-arm-row,secondary,core-muscles,65,2025-01-15T10:00:00Z
629,dumbbell-one-arm-row,stabilizer,erector-spinae,55,2025-01-15T10:00:00Z
630,dumbbell-bent-over-row,primary,latissimus-dorsi,85,2025-01-15T10:00:00Z
631,dumbbell-bent-over-row,primary,rhomboids,80,2025-01-15T10:00:00Z
632,dumbbell-bent-over-row,primary,middle-deltoid,70,2025-01-15T10:00:00Z
633,dumbbell-bent-over-row,primary,biceps-brachii,75,2025-01-15T10:00:00Z
634,dumbbell-bent-over-row,secondary,trapezius,60,2025-01-15T10:00:00Z
635,dumbbell-bent-over-row,secondary,core-muscles,50,2025-01-15T10:00:00Z
636,dumbbell-bent-over-row,stabilizer,erector-spinae,55,2025-01-15T10:00:00Z
637,dumbbell-incline-bench-row,primary,latissimus-dorsi,80,2025-01-15T10:00:00Z
638,dumbbell-incline-bench-row,primary,rhomboids,75,2025-01-15T10:00:00Z
639,dumbbell-incline-bench-row,primary,middle-deltoid,65,2025-01-15T10:00:00Z
640,dumbbell-incline-bench-row,primary,biceps-brachii,70,2025-01-15T10:00:00Z
641,dumbbell-incline-bench-row,secondary,trapezius,55,2025-01-15T10:00:00Z
642,dumbbell-incline-bench-row,secondary,core-muscles,40,2025-01-15T10:00:00Z
643,plank-row,primary,latissimus-dorsi,80,2025-01-15T10:00:00Z
644,plank-row,primary,rhomboids,75,2025-01-15T10:00:00Z
645,plank-row,primary,middle-deltoid,65,2025-01-15T10:00:00Z
646,plank-row,primary,biceps-brachii,70,2025-01-15T10:00:00Z
647,plank-row,primary,transverse-abdominis,85,2025-01-15T10:00:00Z
648,plank-row,primary,rectus-abdominis,80,2025-01-15T10:00:00Z
649,plank-row,secondary,trapezius,60,2025-01-15T10:00:00Z
650,plank-row,secondary,core-muscles,75,2025-01-15T10:00:00Z
651,plank-row,stabilizer,erector-spinae,70,2025-01-15T10:00:00Z
652,barbell-bent-over-row,primary,latissimus-dorsi,85,2025-01-15T10:00:00Z
653,barbell-bent-over-row,primary,rhomboids,80,2025-01-15T10:00:00Z
654,barbell-bent-over-row,primary,middle-deltoid,75,2025-01-15T10:00:00Z
655,barbell-bent-over-row,primary,biceps-brachii,70,2025-01-15T10:00:00Z
656,barbell-bent-over-row,secondary,trapezius,65,2025-01-15T10:00:00Z
657,barbell-bent-over-row,secondary,erector-spinae,60,2025-01-15T10:00:00Z
658,barbell-bent-over-row,secondary,forearms,55,2025-01-15T10:00:00Z
659,barbell-bent-over-row-underhand,primary,latissimus-dorsi,80,2025-01-15T10:00:00Z
660,barbell-bent-over-row-underhand,primary,biceps-brachii,85,2025-01-15T10:00:00Z
661,barbell-bent-over-row-underhand,primary,brachialis,75,2025-01-15T10:00:00Z
662,barbell-bent-over-row-underhand,primary,rhomboids,75,2025-01-15T10:00:00Z
663,barbell-bent-over-row-underhand,secondary,middle-deltoid,70,2025-01-15T10:00:00Z
664,barbell-bent-over-row-underhand,secondary,trapezius,65,2025-01-15T10:00:00Z
665,barbell-bent-over-row-underhand,secondary,lower-latissimus-dorsi,70,2025-01-15T10:00:00Z
666,yates-row,primary,latissimus-dorsi,75,2025-01-15T10:00:00Z
667,yates-row,primary,rhomboids,85,2025-01-15T10:00:00Z
668,yates-row,primary,posterior-deltoid,80,2025-01-15T10:00:00Z
669,yates-row,primary,middle-deltoid,75,2025-01-15T10:00:00Z
670,yates-row,primary,trapezius,80,2025-01-15T10:00:00Z
671,yates-row,secondary,biceps-brachii,65,2025-01-15T10:00:00Z
672,yates-row,secondary,erector-spinae,55,2025-01-15T10:00:00Z
673,pendlay-row,primary,latissimus-dorsi,85,2025-01-15T10:00:00Z
