exercise_id,force,breathing_eccentric,breathing_concentric,breathing_description,programming,muscle_details,created_at,updated_at
neutral-grip-barbell-bench-press,push,Вдох,Выдох,"Вдох при медленном контролируемом опускании штанги к груди, мощный выдох при жиме вверх. Дышите глубоко и контролируемо, не задерживайте дыхание. Нейтральный хват обеспечивает более естественное положение плеч, поэтому контролируемое дыхание помогает поддерживать правильную технику и стабильность корпуса. При работе с максимальными весами можно использовать технику Вальсальвы для дополнительной стабилизации, но не злоупотребляйте ей. Дышите ритмично, синхронизируя дыхание с движением для максимальной эффективности и безопасности.","{""sets"":{""min"":3,""max"":5},""reps"":{""min"":6,""max"":12},""rest"":{""min"":120,""max"":180},""tempo"":""3-1-1-0"",""intensity"":{""min"":70,""max"":85}}","{""primary_muscles"":[""triceps-brachii"",""pectoralis-major"",""anterior-deltoid""],""secondary_muscles"":[""serratus-anterior"",""core-muscles""],""stabilizers"":[""rhomboids"",""trapezius"",""brachialis""]}",2024-01-15T10:00:00Z,2024-01-15T10:00:00Z
kettlebell-floor-press,push,Вдох,Выдох,"Вдох при медленном контролируемом опускании гири к груди, мощный выдох при жиме вверх. Дышите глубоко и контролируемо, не задерживайте дыхание. Положение на полу ограничивает диапазон движения, поэтому контролируемое дыхание помогает поддерживать правильную технику и стабильность корпуса на протяжении всей амплитуды. Уникальная форма гири требует особого контроля, поэтому правильное дыхание критически важно для поддержания стабильности и предотвращения потери контроля. Дышите ритмично, синхронизируя дыхание с движением для максимальной эффективности и безопасности.","{""sets"":{""min"":3,""max"":5},""reps"":{""min"":6,""max"":12},""rest"":{""min"":120,""max"":180},""tempo"":""3-1-1-0"",""intensity"":{""min"":65,""max"":80}}","{""primary_muscles"":[""pectoralis-major"",""anterior-deltoid"",""triceps-brachii""],""secondary_muscles"":[""serratus-anterior"",""core-muscles""],""stabilizers"":[""rhomboids"",""trapezius"",""forearms""]}",2024-01-15T10:00:00Z,2024-01-15T10:00:00Z
landmine-press,push,Вдох,Выдох,"Вдох при опускании штанги к груди, мощный выдох при жиме вперед и вверх. Дышите глубоко и контролируемо, синхронизируя дыхание с движением. Стоячее положение требует активной работы кора для стабилизации, поэтому контролируемое дыхание критически важно для поддержания правильной техники и предотвращения компенсаций. Не задерживайте дыхание - это может привести к потере контроля и нарушению стабильности корпуса. Дышите ритмично, создавая внутрибрюшное давление для дополнительной стабилизации позвоночника.","{""sets"":{""min"":3,""max"":5},""reps"":{""min"":8,""max"":15},""rest"":{""min"":90,""max"":150},""tempo"":""2-1-1-0"",""intensity"":{""min"":65,""max"":80}}","{""primary_muscles"":[""pectoralis-major"",""anterior-deltoid"",""triceps-brachii""],""secondary_muscles"":[""serratus-anterior"",""core-muscles"",""obliques""],""stabilizers"":[""erector-spinae"",""transverse-abdominis"",""gluteus-maximus"",""quadriceps""]}",2024-01-15T10:00:00Z,2024-01-15T10:00:00Z
trx-push-ups,push,Вдох,Выдох,"Глубокий вдох при медленном и контролируемом опускании тела вниз, мощный выдох при отталкивании от TRX петель и возвращении в исходное положение. Контролируемое дыхание критически важно для поддержания стабильности TRX петель и правильной техники. Нестабильность TRX требует более осознанного контроля дыхания по сравнению с обычными отжиманиями, но проще чем на кольцах. Выдох при подъеме помогает стабилизировать корпус и создать дополнительную силу для контроля петель. Не задерживайте дыхание - это может привести к потере контроля и нарушению стабильности.","{""sets"":{""min"":3,""max"":4},""reps"":{""min"":6,""max"":15},""rest"":{""min"":90,""max"":150},""tempo"":""3-1-1-0"",""intensity"":{""min"":70,""max"":85}}","{""primary_muscles"":[""pectoralis-major"",""anterior-deltoid"",""triceps-brachii""],""secondary_muscles"":[""serratus-anterior"",""core-muscles""],""stabilizers"":[""rhomboids"",""erector-spinae"",""trapezius""]}",2024-01-15T10:00:00Z,2024-01-15T10:00:00Z
diamond-push-ups,push,Вдох,Выдох,"Вдох при медленном контролируемом опускании тела вниз, мощный выдох при отталкивании от пола и подъеме вверх. Дышите ритмично и контролируемо, не задерживайте дыхание. Узкая постановка рук требует больше усилий от трицепсов и создает повышенную нагрузку на запястья, поэтому контролируемое дыхание критически важно для поддержания правильной техники и предотвращения компенсаций. Выдох при подъеме помогает стабилизировать корпус и создать дополнительную силу для преодоления повышенного сопротивления. Не задерживайте дыхание - это может привести к повышению давления и потере контроля.","{""sets"":{""min"":3,""max"":5},""reps"":{""min"":6,""max"":15},""rest"":{""min"":90,""max"":150},""tempo"":""2-1-1-0"",""intensity"":{""min"":75,""max"":90}}","{""primary_muscles"":[""triceps-brachii"",""pectoralis-major"",""anterior-deltoid""],""secondary_muscles"":[""serratus-anterior"",""core-muscles""],""stabilizers"":[""rhomboids"",""trapezius"",""erector-spinae"",""forearms""]}",2024-01-15T10:00:00Z,2024-01-15T10:00:00Z
push-ups-with-pause,push,Вдох,Выдох,"Вдох при медленном контролируемом опускании тела вниз, задержка дыхания на 2-3 секунды в нижней точке во время паузы, затем мощный выдох при отталкивании от пола и подъеме вверх. Контролируемое дыхание критически важно для поддержания правильной техники во время паузы. Не задерживайте дыхание слишком долго - это может привести к повышению давления и головокружению. Выдох при подъеме помогает стабилизировать корпус и создать дополнительную силу для преодоления повышенного сопротивления после паузы. Дышите ритмично, синхронизируя дыхание с движением для максимальной эффективности и безопасности.","{""sets"":{""min"":3,""max"":5},""reps"":{""min"":5,""max"":12},""rest"":{""min"":90,""max"":180},""tempo"":""3-2-1-0"",""intensity"":{""min"":75,""max"":90}}","{""primary_muscles"":[""pectoralis-major"",""anterior-deltoid"",""triceps-brachii""],""secondary_muscles"":[""serratus-anterior"",""core-muscles"",""back-extensors""],""stabilizers"":[""rhomboids"",""trapezius"",""erector-spinae""]}",2024-01-15T10:00:00Z,2024-01-15T10:00:00Z
archer-push-ups,push,Вдох,Выдох,"Глубокий вдох при медленном контролируемом опускании тела вниз с смещением веса на рабочую руку, мощный выдох при отталкивании от пола и возвращении в исходное положение. Контролируемое дыхание критически важно для поддержания стабильности корпуса и предотвращения ротации при односторонней нагрузке. Односторонняя работа требует максимального напряжения кора, поэтому правильное дыхание помогает создавать внутрибрюшное давление для стабилизации позвоночника. Не задерживайте дыхание - это может привести к потере контроля и травме. Дышите ритмично, синхронизируя дыхание с движением для максимальной эффективности и безопасности.","{""sets"":{""min"":3,""max"":5},""reps"":{""min"":3,""max"":8},""rest"":{""min"":120,""max"":180},""tempo"":""3-1-1-0"",""intensity"":{""min"":80,""max"":95}}","{""primary_muscles"":[""pectoralis-major"",""anterior-deltoid"",""triceps-brachii""],""secondary_muscles"":[""serratus-anterior"",""core-muscles"",""obliques""],""stabilizers"":[""erector-spinae"",""gluteus-maximus"",""transverse-abdominis"",""obliques"",""rhomboids""]}",2024-01-15T10:00:00Z,2024-01-15T10:00:00Z
barbell-floor-press,push,Вдох,Выдох,"Вдох при контролируемом опускании штанги до легкого касания локтями пола, выдох при мощном жиме вверх. Поддерживайте внутрибрюшное давление и не допускайте задержки дыхания в верхней фазе. Ограниченная амплитуда облегчает контроль плеч, но требует жесткой стабилизации корпуса.","{""sets"":{""min"":3,""max"":5},""reps"":{""min"":4,""max"":8},""rest"":{""min"":150,""max"":240},""tempo"":""2-1-1-0"",""intensity"":{""min"":75,""max"":90}}","{""primary_muscles"":[""pectoralis-major"",""triceps-brachii"",""anterior-deltoid""],""secondary_muscles"":[""serratus-anterior"",""core-muscles"",""rhomboids""],""stabilizers"":[""latissimus-dorsi"",""posterior-deltoid"",""trapezius""]}",2025-11-08T10:00:00Z,2025-11-08T10:00:00Z
hammer-strength-chest-press,push,Вдох,Выдох,"Вдохните глубоко при контролируемом опускании рукояток к груди, выдыхайте мощно при жиме вперед. Сохраняйте лёгкую паузу в нижней точке и не теряйте напряжение корпуса.","{""sets"":{""min"":3,""max"":4},""reps"":{""min"":6,""max"":12},""rest"":{""min"":90,""max"":150},""tempo"":""2-1-1-0"",""intensity"":{""min"":70,""max"":85}}","{""primary_muscles"":[""pectoralis-major"",""anterior-deltoid"",""triceps-brachii""],""secondary_muscles"":[""serratus-anterior"",""core-muscles""],""stabilizers"":[""rhomboids"",""trapezius""]}",2025-11-08T10:15:00Z,2025-11-08T10:15:00Z
standing-cable-crossover-press,push,Вдох,Выдох,"Вдох при контролируемом возвращении рукояток к грудной клетке, выдох при жиме вперед. Сохраняйте напряжение кора и не задерживайте дыхание.","{""sets"":{""min"":3,""max"":4},""reps"":{""min"":8,""max"":12},""rest"":{""min"":90,""max"":150},""tempo"":""2-1-1-0"",""intensity"":{""min"":65,""max"":80}}","{""primary_muscles"":[""pectoralis-major"",""anterior-deltoid"",""triceps-brachii""],""secondary_muscles"":[""serratus-anterior"",""core-muscles""],""stabilizers"":[""erector-spinae"",""gluteus-maximus"",""obliques""]}",2025-11-08T11:00:00Z,2025-11-08T11:00:00Z
incline-hammer-strength-press,push,Вдох,Выдох,"Глубокий вдох при контролируемом опускании рукояток к верхней части груди, мощный выдох при жиме вперед. Сохраняйте лёгкую паузу в нижней точке и не теряйте напряжение корпуса.","{""sets"":{""min"":3,""max"":4},""reps"":{""min"":6,""max"":12},""rest"":{""min"":90,""max"":150},""tempo"":""2-1-1-0"",""intensity"":{""min"":70,""max"":85}}","{""primary_muscles"":[""upper-pectorals"",""anterior-deltoid"",""triceps-brachii""],""secondary_muscles"":[""serratus-anterior"",""core-muscles"",""rhomboids""],""stabilizers"":[""trapezius"",""latissimus-dorsi""]}",2025-11-08T12:00:00Z,2025-11-08T12:00:00Z
explosive-medicine-ball-press,push,Вдох,Выдох,"Сделайте вдох, когда подводите медбол к груди и выполняете амортизирующий присед. Выдыхайте резко при взрывном жиме и мягко добирайте воздух при ловле, чтобы не задерживать дыхание.","{""sets"":{""min"":3,""max"":5},""reps"":{""min"":4,""max"":8},""rest"":{""min"":90,""max"":150},""tempo"":""1-0-X-1"",""intensity"":{""min"":40,""max"":60},""notes"":{""ballWeight"":{""min"":3,""max"":10}}}","{""primary_muscles"":[""pectoralis-major"",""anterior-deltoid"",""triceps-brachii""],""secondary_muscles"":[""serratus-anterior"",""core-muscles"",""obliques""],""stabilizers"":[""rhomboids"",""transverse-abdominis"",""gluteus-maximus""]}",2025-11-08T13:00:00Z,2025-11-08T13:00:00Z
pull-ups-wide-grip,pull,Выдох,Вдох,"Выдох при контролируемом опускании тела вниз, глубокий вдох при мощном подтягивании вверх. Дышите ритмично и контролируемо, не задерживайте дыхание. Широкий хват требует хорошей гибкости плеч, поэтому контролируемое дыхание критически важно для поддержания правильной техники и предотвращения чрезмерного растяжения плечевых суставов. Выдох при опускании помогает расслабить мышцы и подготовить их к следующему повторению.","{""sets"":{""min"":3,""max"":5},""reps"":{""min"":4,""max"":12},""rest"":{""min"":120,""max"":180},""tempo"":""2-1-1-0"",""intensity"":{""min"":70,""max"":85}}","{""primary_muscles"":[""latissimus-dorsi"",""rhomboids"",""middle-deltoid""],""secondary_muscles"":[""biceps-brachii"",""trapezius"",""core-muscles""],""stabilizers"":[""erector-spinae"",""posterior-deltoid"",""forearms"",""rear-deltoid""]}",2025-11-08T14:00:00Z,2025-11-08T14:00:00Z
pull-ups-medium-grip,pull,Выдох,Вдох,"Выдох при контролируемом опускании тела вниз, глубокий вдох при мощном подтягивании вверх. Дышите ритмично и контролируемо, не задерживайте дыхание. Сбалансированная нагрузка делает дыхание более естественным, что позволяет начинающим лучше контролировать технику выполнения. Выдох при опускании помогает расслабить мышцы и подготовить их к следующему повторению. Дышите глубоко для максимальной эффективности и поддержания выносливости.","{""sets"":{""min"":2,""max"":5},""reps"":{""min"":5,""max"":15},""rest"":{""min"":90,""max"":150},""tempo"":""2-1-1-0"",""intensity"":{""min"":60,""max"":80}}","{""primary_muscles"":[""latissimus-dorsi"",""rhomboids"",""biceps-brachii"",""middle-deltoid""],""secondary_muscles"":[""trapezius"",""core-muscles"",""forearms""],""stabilizers"":[""erector-spinae"",""posterior-deltoid"",""rear-deltoid""]}",2025-11-08T14:05:00Z,2025-11-08T14:05:00Z
pull-ups-close-grip,pull,Выдох,Вдох,"Выдох при контролируемом опускании тела вниз, глубокий вдох при мощном подтягивании вверх. Дышите ритмично и контролируемо, не задерживайте дыхание. Узкий хват создает больший акцент на бицепсы, поэтому контролируемое дыхание помогает поддерживать правильную технику и предотвращает использование инерции. Выдох при опускании помогает расслабить мышцы и подготовить их к следующему повторению. Дышите глубоко для максимальной эффективности.","{""sets"":{""min"":3,""max"":5},""reps"":{""min"":5,""max"":12},""rest"":{""min"":120,""max"":180},""tempo"":""2-1-1-0"",""intensity"":{""min"":70,""max"":85}}","{""primary_muscles"":[""latissimus-dorsi"",""rhomboids"",""biceps-brachii"",""brachialis""],""secondary_muscles"":[""trapezius"",""core-muscles"",""forearms"",""middle-deltoid""],""stabilizers"":[""erector-spinae"",""posterior-deltoid"",""rear-deltoid""]}",2025-11-08T14:10:00Z,2025-11-08T14:10:00Z
pull-ups-underhand-grip,pull,Выдох,Вдох,"Выдох при контролируемом опускании тела вниз, глубокий вдох при мощном подтягивании вверх. Дышите ритмично и контролируемо, не задерживайте дыхание. Обратный хват максимально активирует бицепсы, поэтому контролируемое дыхание критически важно для поддержания правильной техники и предотвращения использования инерции. Выдох при опускании помогает расслабить мышцы и подготовить их к следующему повторению. Дышите глубоко для максимальной эффективности и поддержания выносливости.","{""sets"":{""min"":2,""max"":5},""reps"":{""min"":6,""max"":15},""rest"":{""min"":90,""max"":150},""tempo"":""2-1-1-0"",""intensity"":{""min"":65,""max"":80}}","{""primary_muscles"":[""biceps-brachii"",""latissimus-dorsi"",""rhomboids"",""brachialis""],""secondary_muscles"":[""trapezius"",""core-muscles"",""forearms"",""lower-latissimus-dorsi""],""stabilizers"":[""erector-spinae"",""posterior-deltoid"",""rear-deltoid""]}",2025-11-08T14:15:00Z,2025-11-08T14:15:00Z
pull-ups-neutral-grip,pull,Выдох,Вдох,"Выдох при контролируемом опускании тела вниз, глубокий вдох при мощном подтягивании вверх. Дышите ритмично и контролируемо, не задерживайте дыхание. Нейтральный хват обеспечивает более естественное положение суставов, поэтому дыхание должно быть комфортным и естественным. Выдох при опускании помогает расслабить мышцы и подготовить их к следующему повторению. Дышите глубоко для максимальной эффективности и поддержания выносливости. Нейтральный хват делает это упражнение отличным выбором для людей с проблемами плеч или локтей.","{""sets"":{""min"":3,""max"":5},""reps"":{""min"":5,""max"":12},""rest"":{""min"":120,""max"":180},""tempo"":""2-1-1-0"",""intensity"":{""min"":70,""max"":85}}","{""primary_muscles"":[""latissimus-dorsi"",""rhomboids"",""biceps-brachii"",""middle-deltoid""],""secondary_muscles"":[""trapezius"",""core-muscles"",""forearms"",""brachialis""],""stabilizers"":[""erector-spinae"",""posterior-deltoid"",""rear-deltoid""]}",2025-11-08T14:20:00Z,2025-11-08T14:20:00Z
pull-ups-archer,pull,Выдох,Вдох,"Выдох при контролируемом опускании тела вниз с смещением веса на рабочую руку, глубокий вдох при мощном подтягивании вверх. Контролируемое дыхание критически важно для поддержания стабильности корпуса и предотвращения ротации при односторонней нагрузке. Односторонняя работа требует максимального напряжения кора, поэтому правильное дыхание помогает создавать внутрибрюшное давление для стабилизации позвоночника. Не задерживайте дыхание - это может привести к потере контроля и травме. Дышите ритмично, синхронизируя дыхание с движением для максимальной эффективности и безопасности.","{""sets"":{""min"":3,""max"":5},""reps"":{""min"":3,""max"":8},""rest"":{""min"":120,""max"":180},""tempo"":""3-1-1-0"",""intensity"":{""min"":80,""max"":95}}","{""primary_muscles"":[""latissimus-dorsi"",""rhomboids"",""biceps-brachii"",""middle-deltoid""],""secondary_muscles"":[""trapezius"",""core-muscles"",""obliques"",""forearms""],""stabilizers"":[""erector-spinae"",""posterior-deltoid"",""transverse-abdominis"",""obliques""]}",2025-11-08T15:00:00Z,2025-11-08T15:00:00Z
pull-ups-one-arm,pull,Выдох,Вдох,"Выдох при контролируемом опускании тела вниз на одной руке, глубокий вдох при мощном подтягивании вверх. Контролируемое дыхание критически важно для поддержания стабильности корпуса и предотвращения ротации при экстремальной односторонней нагрузке. Односторонняя работа требует максимального напряжения кора, поэтому правильное дыхание помогает создавать внутрибрюшное давление для стабилизации позвоночника. Не задерживайте дыхание - это может привести к потере контроля и травме. Дышите ритмично, синхронизируя дыхание с движением для максимальной эффективности и безопасности. Экстремальная нагрузка требует особого контроля дыхания.","{""sets"":{""min"":2,""max"":4},""reps"":{""min"":1,""max"":5},""rest"":{""min"":180,""max"":300},""tempo"":""3-1-1-0"",""intensity"":{""min"":90,""max"":100}}","{""primary_muscles"":[""latissimus-dorsi"",""rhomboids"",""biceps-brachii"",""middle-deltoid""],""secondary_muscles"":[""trapezius"",""core-muscles"",""obliques"",""forearms"",""brachialis""],""stabilizers"":[""erector-spinae"",""posterior-deltoid"",""transverse-abdominis"",""obliques"",""gluteus-maximus""]}",2025-11-08T15:05:00Z,2025-11-08T15:05:00Z
pull-ups-weighted,pull,Выдох,Вдох,"Выдох при контролируемом опускании тела вниз, глубокий вдох при мощном подтягивании вверх. Контролируемое дыхание критически важно под дополнительным весом - дополнительное отягощение усложняет дыхание и требует более осознанного контроля. Не задерживайте дыхание - это может привести к повышению давления и потере контроля. Дышите ритмично и глубоко на протяжении всего движения, синхронизируя дыхание с фазой движения для максимальной эффективности и безопасности. Дополнительный вес увеличивает нагрузку на дыхательную систему, поэтому особенно важно контролировать дыхание.","{""sets"":{""min"":3,""max"":5},""reps"":{""min"":3,""max"":10},""rest"":{""min"":150,""max"":240},""tempo"":""3-1-1-0"",""intensity"":{""min"":75,""max"":90}}","{""primary_muscles"":[""latissimus-dorsi"",""rhomboids"",""biceps-brachii"",""middle-deltoid""],""secondary_muscles"":[""trapezius"",""core-muscles"",""forearms"",""brachialis""],""stabilizers"":[""erector-spinae"",""posterior-deltoid"",""rear-deltoid""]}",2025-11-08T15:10:00Z,2025-11-08T15:10:00Z
pull-ups-l-sit,pull,Выдох,Вдох,"Выдох при контролируемом опускании тела вниз с удержанием L-сита, глубокий вдох при мощном подтягивании вверх. Контролируемое дыхание критически важно для поддержания стабильности кора и правильной техники удержания ног. Комбинация подтягивания и L-сита создает экстремальные требования к дыхательной системе, поэтому особенно важно контролировать дыхание. Не задерживайте дыхание - это может привести к потере контроля и нарушению техники удержания ног. Дышите ритмично, синхронизируя дыхание с движением для максимальной эффективности и безопасности. Удержание ног требует дополнительного контроля дыхания.","{""sets"":{""min"":3,""max"":4},""reps"":{""min"":3,""max"":8},""rest"":{""min"":150,""max"":240},""tempo"":""3-1-1-0"",""intensity"":{""min"":80,""max"":95}}","{""primary_muscles"":[""latissimus-dorsi"",""rhomboids"",""biceps-brachii"",""middle-deltoid"",""rectus-abdominis"",""transverse-abdominis"",""iliopsoas""],""secondary_muscles"":[""trapezius"",""core-muscles"",""forearms"",""quadriceps"",""hamstrings""],""stabilizers"":[""erector-spinae"",""posterior-deltoid"",""obliques"",""gluteus-maximus""]}",2025-11-08T15:15:00Z,2025-11-08T15:15:00Z
pull-ups-behind-neck,pull,Выдох,Вдох,"Выдох при контролируемом опускании тела вниз, глубокий вдох при мощном подтягивании за голову. Контролируемое дыхание критически важно для поддержания правильной техники и предотвращения чрезмерного растяжения плечевых суставов. Уникальная траектория движения требует особого контроля дыхания для поддержания стабильности и правильной техники. Не задерживайте дыхание - это может привести к потере контроля и травме плечевых суставов. Дышите ритмично, синхронизируя дыхание с движением для максимальной эффективности и безопасности. Подтягивание за голову требует исключительной гибкости плеч, поэтому контролируемое дыхание помогает поддерживать правильную технику.","{""sets"":{""min"":3,""max"":5},""reps"":{""min"":4,""max"":10},""rest"":{""min"":120,""max"":180},""tempo"":""3-1-1-0"",""intensity"":{""min"":75,""max"":90}}","{""primary_muscles"":[""latissimus-dorsi"",""rhomboids"",""middle-deltoid"",""posterior-deltoid""],""secondary_muscles"":[""trapezius"",""biceps-brachii"",""core-muscles"",""forearms""],""stabilizers"":[""erector-spinae"",""rear-deltoid"",""infraspinatus"",""teres-minor""]}",2025-11-08T15:20:00Z,2025-11-08T15:20:00Z
explosive-pull-ups,pull,Выдох,Вдох,"Глубокий вдох при контролируемом опускании тела вниз, резкий мощный выдох при взрывном подтягивании вверх. В плиометрических упражнениях дыхание играет критическую роль для генерации максимальной мощности. Выдох должен быть быстрым и резким во время взрывной фазы, что помогает стабилизировать корпус и создать дополнительную силу. Не задерживайте дыхание между повторениями - используйте короткие вдохи между каждым взрывным движением. Контролируемое дыхание критически важно для поддержания координации и предотвращения потери контроля при высокой скорости движения.","{""sets"":{""min"":3,""max"":5},""reps"":{""min"":3,""max"":8},""rest"":{""min"":120,""max"":180},""tempo"":""2-0-0-0"",""intensity"":{""min"":70,""max"":85}}","{""primary_muscles"":[""latissimus-dorsi"",""rhomboids"",""biceps-brachii"",""middle-deltoid""],""secondary_muscles"":[""trapezius"",""core-muscles"",""forearms"",""brachialis""],""stabilizers"":[""erector-spinae"",""posterior-deltoid"",""rear-deltoid"",""transverse-abdominis""]}",2025-11-08T16:00:00Z,2025-11-08T16:00:00Z
scapular-retraction-hang,pull,Вдох,Выдох,"Вдох при расслаблении и опускании лопаток, выдох при активном втягивании лопаток вверх и назад. Дышите глубоко и контролируемо, синхронизируя дыхание с движением лопаток. Контролируемое дыхание помогает поддерживать правильную технику и предотвращает задержку дыхания, которая может повысить давление. Дышите ритмично на протяжении всего упражнения, создавая внутрибрюшное давление для стабилизации корпуса во время втягивания лопаток.","{""sets"":{""min"":2,""max"":4},""reps"":{""min"":8,""max"":15},""rest"":{""min"":60,""max"":90},""tempo"":""1-1-1-1"",""intensity"":{""min"":40,""max"":60}}","{""primary_muscles"":[""rhomboids"",""middle-trapezius"",""posterior-deltoid""],""secondary_muscles"":[""lower-trapezius"",""latissimus-dorsi"",""core-muscles""],""stabilizers"":[""erector-spinae"",""forearms"",""biceps-brachii""]}",2025-11-08T16:05:00Z,2025-11-08T16:05:00Z
dead-hang,pull,Вдох,Выдох,"Дышите глубоко и естественно на протяжении всего виса. Не задерживайте дыхание - это может повысить давление и привести к головокружению. Контролируемое дыхание помогает расслабить мышцы и улучшить растяжение позвоночника. Дышите ритмично, используя диафрагмальное дыхание для максимального расслабления и эффективности упражнения.","{""sets"":{""min"":2,""max"":4},""reps"":{""min"":1,""max"":1},""rest"":{""min"":60,""max"":120},""tempo"":""0-0-0-0"",""intensity"":{""min"":30,""max"":50},""notes"":{""holdTime"":{""min"":10,""max"":60}}}","{""primary_muscles"":[""latissimus-dorsi"",""forearms"",""grip-muscles""],""secondary_muscles"":[""rhomboids"",""core-muscles"",""biceps-brachii""],""stabilizers"":[""erector-spinae"",""trapezius"",""posterior-deltoid""]}",2025-11-08T16:10:00Z,2025-11-08T16:10:00Z
chest-to-bar-pull-ups,pull,Выдох,Вдох,"Выдох при контролируемом опускании тела вниз, глубокий вдох при мощном подтягивании до касания грудью перекладины. Контролируемое дыхание критически важно для поддержания правильной техники и максимальной амплитуды движения. Увеличенная амплитуда требует больше усилий, поэтому особенно важно контролировать дыхание для поддержания силы на протяжении всего движения. Не задерживайте дыхание - это может привести к потере контроля и уменьшению амплитуды. Дышите ритмично, синхронизируя дыхание с движением для максимальной эффективности.","{""sets"":{""min"":3,""max"":5},""reps"":{""min"":3,""max"":10},""rest"":{""min"":120,""max"":180},""tempo"":""2-1-1-0"",""intensity"":{""min"":75,""max"":90}}","{""primary_muscles"":[""latissimus-dorsi"",""rhomboids"",""biceps-brachii"",""middle-deltoid""],""secondary_muscles"":[""trapezius"",""core-muscles"",""forearms"",""brachialis""],""stabilizers"":[""erector-spinae"",""posterior-deltoid"",""rear-deltoid""]}",2025-11-08T16:15:00Z,2025-11-08T16:15:00Z
muscle-up,pull,Выдох,Вдох,"Выдох при контролируемом опускании тела вниз, глубокий вдох при мощном взрывном подтягивании и переходе в отжимание. Контролируемое дыхание критически важно для поддержания координации между двумя фазами движения. Первая фаза (подтягивание) требует мощного вдоха для генерации взрывной силы, вторая фаза (переход и отжимание) требует контролируемого выдоха для стабилизации. Не задерживайте дыхание - это может привести к потере координации и нарушению техники. Дышите ритмично, синхронизируя дыхание с каждой фазой движения для максимальной эффективности и безопасности.","{""sets"":{""min"":2,""max"":4},""reps"":{""min"":1,""max"":5},""rest"":{""min"":180,""max"":300},""tempo"":""2-0-1-0"",""intensity"":{""min"":85,""max"":95}}","{""primary_muscles"":[""latissimus-dorsi"",""rhomboids"",""biceps-brachii"",""triceps-brachii"",""anterior-deltoid"",""middle-deltoid""],""secondary_muscles"":[""trapezius"",""core-muscles"",""forearms"",""pectoralis-major""],""stabilizers"":[""erector-spinae"",""posterior-deltoid"",""transverse-abdominis"",""obliques""]}",2025-11-08T16:20:00Z,2025-11-08T16:20:00Z
pull-ups-rings,pull,Выдох,Вдох,"Выдох при контролируемом опускании тела вниз, глубокий вдох при мощном подтягивании вверх. Контролируемое дыхание критически важно для поддержания стабильности колец и правильной техники. Нестабильность колец требует более осознанного контроля дыхания по сравнению с подтягиваниями на турнике. Выдох при опускании помогает расслабить мышцы и подготовить их к следующему повторению, а вдох при подъеме помогает стабилизировать корпус и создать дополнительную силу для контроля колец. Не задерживайте дыхание - это может привести к потере контроля и нарушению стабильности.","{""sets"":{""min"":3,""max"":5},""reps"":{""min"":3,""max"":10},""rest"":{""min"":120,""max"":180},""tempo"":""3-1-1-0"",""intensity"":{""min"":75,""max"":90}}","{""primary_muscles"":[""latissimus-dorsi"",""rhomboids"",""biceps-brachii"",""middle-deltoid""],""secondary_muscles"":[""trapezius"",""core-muscles"",""forearms"",""brachialis""],""stabilizers"":[""erector-spinae"",""posterior-deltoid"",""transverse-abdominis"",""obliques""]}",2025-11-08T17:00:00Z,2025-11-08T17:00:00Z
pull-ups-rings-wide-grip,pull,Выдох,Вдох,"Выдох при контролируемом опускании тела вниз, глубокий вдох при мощном подтягивании вверх. Контролируемое дыхание критически важно для поддержания стабильности колец и правильной техники при широком хвате. Широкий хват на нестабильных кольцах требует исключительной гибкости плеч и контроля, поэтому особенно важно контролировать дыхание для поддержания правильной техники и предотвращения чрезмерного растяжения плечевых суставов. Выдох при опускании помогает расслабить мышцы, а вдох при подъеме помогает стабилизировать корпус и создать дополнительную силу для контроля колец.","{""sets"":{""min"":3,""max"":5},""reps"":{""min"":3,""max"":8},""rest"":{""min"":120,""max"":180},""tempo"":""3-1-1-0"",""intensity"":{""min"":80,""max"":95}}","{""primary_muscles"":[""latissimus-dorsi"",""rhomboids"",""middle-deltoid""],""secondary_muscles"":[""trapezius"",""biceps-brachii"",""core-muscles"",""forearms""],""stabilizers"":[""erector-spinae"",""posterior-deltoid"",""transverse-abdominis"",""obliques"",""rear-deltoid""]}",2025-11-08T17:05:00Z,2025-11-08T17:05:00Z
trx-row-standing,pull,Выдох,Вдох,"Выдох при контролируемом возвращении тела в исходное положение, глубокий вдох при мощном подтягивании тела к рукояткам TRX. Контролируемое дыхание критически важно для поддержания стабильности TRX петель и правильной техники. Нестабильность TRX требует более осознанного контроля дыхания по сравнению с тягой на тренажере. Выдох при возвращении помогает расслабить мышцы и подготовить их к следующему повторению, а вдох при подтягивании помогает стабилизировать корпус и создать дополнительную силу для контроля петель. Не задерживайте дыхание - это может привести к потере контроля и нарушению стабильности.","{""sets"":{""min"":3,""max"":5},""reps"":{""min"":6,""max"":15},""rest"":{""min"":90,""max"":150},""tempo"":""2-1-1-0"",""intensity"":{""min"":65,""max"":80}}","{""primary_muscles"":[""latissimus-dorsi"",""rhomboids"",""middle-deltoid"",""biceps-brachii""],""secondary_muscles"":[""trapezius"",""core-muscles"",""forearms"",""brachialis""],""stabilizers"":[""erector-spinae"",""posterior-deltoid"",""transverse-abdominis"",""obliques""]}",2025-11-08T17:10:00Z,2025-11-08T17:10:00Z
