id,from_exercise_id,to_exercise_id,name,relationship,reason,effectiveness_rating,notes,created_at
ref-close-grip-push-ups-02-prog,close-grip-push-ups,weighted-push-ups,Отжимания с весом,progression,skill-development,87,"Жилет или диск усиливают работу трицепсов и груди, сохраняя знакомую механику и заставляя контролировать корпус в полной амплитуде.",2025-11-11T00:00:00Z
ref-close-grip-push-ups-03-alt,close-grip-push-ups,neutral-grip-barbell-bench-press,Жим штанги с нейтральным хватом,alternative,equipment-availability,78,"Швейцарский гриф даёт близкий акцент на трицепсы и внутреннюю грудь, если нужна прогрессия со свободным весом или тренировка в зале.",2025-11-11T00:00:00Z
ref-push-ups-06-prog,push-ups,close-grip-push-ups,Отжимания с узкой постановкой рук,progression,skill-development,84,"Постановка ладоней уже обучает удерживать локти близко к корпусу и укрепляет трицепсы перед более сложными вариациями.",2025-11-11T00:00:00Z
ref-weighted-push-ups-02-reg,weighted-push-ups,close-grip-push-ups,Отжимания с узкой постановкой рук,regression,difficulty-adjustment,82,"Снятие внешнего веса позволяет восстановить объём и технику узкого хвата без чрезмерной нагрузки на плечевой пояс.",2025-11-11T00:00:00Z
ref-neutral-grip-barbell-bench-press-02-alt,neutral-grip-barbell-bench-press,close-grip-push-ups,Отжимания с узкой постановкой рук,alternative,preference,80,"Бодивейт-вариант без оборудования сохраняет акцент на трицепсы, когда нет доступа к штанге или хочется снизить нагрузку на плечи.",2025-11-11T00:00:00Z
ref-wide-grip-push-ups-01-reg,wide-grip-push-ups,incline-push-ups,Отжимания с наклоном - руки на возвышении,regression,difficulty-adjustment,76,"Опора на возвышении снимает часть нагрузки с плеч и помогает удерживать правильную линию корпуса при широкой постановке рук.",2025-11-11T00:00:00Z
ref-wide-grip-push-ups-02-prog,wide-grip-push-ups,decline-push-ups,Отжимания с наклоном - ноги на возвышении,progression,skill-development,85,"Повышенный наклон увеличивает долю веса на руки и развивает силовой резерв после освоения широкого хвата на полу.",2025-11-11T00:00:00Z
ref-wide-grip-push-ups-03-alt,wide-grip-push-ups,machine-chest-press-plate-loaded,Жим от груди в рычажном тренажере,alternative,equipment-availability,75,"Если доступен тренажёр, можно сохранить акцент на грудь, регулируя сопротивление и не перегружая запястья.",2025-11-11T00:00:00Z
ref-incline-push-ups-03-prog,incline-push-ups,wide-grip-push-ups,Отжимания с широкой постановкой рук,progression,skill-development,80,"Переход на пол с широкой постановкой рук увеличивает амплитуду и развивает грудь при умеренной нагрузке на трицепсы.",2025-11-11T00:00:00Z
ref-decline-push-ups-02-reg,decline-push-ups,wide-grip-push-ups,Отжимания с широкой постановкой рук,regression,difficulty-adjustment,82,"Опускание ног до уровня пола снижает нагрузку на плечи, сохраняя акцент на грудь и широкий хват.",2025-11-11T00:00:00Z
ref-machine-chest-press-plate-loaded-08-alt,machine-chest-press-plate-loaded,wide-grip-push-ups,Отжимания с широкой постановкой рук,alternative,preference,77,"Бодивейт-вариант помогает сохранить объём работы на грудь, когда нужен отдых от тренажёра или нет доступа к залу.",2025-11-11T00:00:00Z
ref-plyometric-push-ups-01-reg,plyometric-push-ups,push-ups,Отжимания от пола,regression,difficulty-adjustment,85,"Возврат к базовым отжиманиям позволяет отработать технику и восстановить контроль корпуса перед взрывными движениями.",2025-11-12T00:00:00Z
ref-push-ups-07-prog,push-ups,plyometric-push-ups,Плиометрические отжимания,progression,skill-development,88,"Взрывные отжимания развивают мощность и скорость после освоения базовой техники классических отжиманий.",2025-11-12T00:00:00Z
ref-plyometric-push-ups-02-reg,plyometric-push-ups,decline-push-ups,Отжимания с наклоном - ноги на возвышении,regression,difficulty-adjustment,82,"Снижение взрывной нагрузки позволяет сохранить силовую работу на грудь без требований к мощности и координации.",2025-11-12T00:00:00Z
ref-decline-push-ups-03-prog,decline-push-ups,plyometric-push-ups,Плиометрические отжимания,progression,skill-development,86,"Добавление взрывного компонента развивает мощность после освоения силового варианта с наклоном.",2025-11-12T00:00:00Z
ref-plyometric-push-ups-03-reg,plyometric-push-ups,weighted-push-ups,Отжимания с весом,regression,difficulty-adjustment,80,"Переход к силовым отжиманиям с весом убирает взрывной компонент, сохраняя высокую нагрузку на грудь и трицепсы.",2025-11-12T00:00:00Z
ref-weighted-push-ups-03-prog,weighted-push-ups,plyometric-push-ups,Плиометрические отжимания,progression,skill-development,87,"Добавление взрывного движения развивает мощность после освоения силовых отжиманий с отягощением.",2025-11-12T00:00:00Z
ref-plyometric-push-ups-04-prog,plyometric-push-ups,one-arm-push-up,Отжимания на одной руке,progression,skill-development,90,"Односторонние отжимания требуют максимальной силы и стабильности корпуса, развивая функциональную мощь после взрывных движений.",2025-11-12T00:00:00Z
ref-one-arm-push-up-01-reg,one-arm-push-up,plyometric-push-ups,Плиометрические отжимания,regression,difficulty-adjustment,85,"Возврат к двусторонним взрывным отжиманиям снижает одностороннюю нагрузку, сохраняя развитие мощности.",2025-11-12T00:00:00Z
ref-plyometric-push-ups-05-prog,plyometric-push-ups,archer-push-ups,Отжимания лучника,progression,skill-development,88,"Отжимания лучника требуют экстремальной силы и координации, развивая одностороннюю мощь после двусторонних взрывных движений.",2025-11-12T00:00:00Z
ref-archer-push-ups-01-reg,archer-push-ups,plyometric-push-ups,Плиометрические отжимания,regression,difficulty-adjustment,86,"Возврат к двусторонним взрывным отжиманиям снижает одностороннюю нагрузку, сохраняя развитие мощности и координации.",2025-11-12T00:00:00Z
ref-plyometric-push-ups-06-alt,plyometric-push-ups,explosive-medicine-ball-press,Взрывной жим медболом,alternative,equipment-availability,82,"Взрывной жим медболом развивает схожую мощность верхней части тела с использованием медицинского мяча вместо собственного веса.",2025-11-12T00:00:00Z
ref-explosive-medicine-ball-press-01-alt,explosive-medicine-ball-press,plyometric-push-ups,Плиометрические отжимания,alternative,equipment-availability,80,"Плиометрические отжимания развивают взрывную силу без дополнительного оборудования, сохраняя акцент на мощность груди.",2025-11-12T00:00:00Z
ref-plyometric-push-ups-07-alt,plyometric-push-ups,ring-push-ups,Отжимания на кольцах,alternative,skill-development,85,"Отжимания на кольцах развивают схожую функциональную силу с акцентом на стабильность вместо взрывной мощности.",2025-11-12T00:00:00Z
ref-ring-push-ups-06-alt,ring-push-ups,plyometric-push-ups,Плиометрические отжимания,alternative,skill-development,83,"Плиометрические отжимания развивают взрывную силу вместо стабильности, сохраняя акцент на грудь и трицепсы.",2025-11-12T00:00:00Z
ref-ring-push-ups-07-reg,ring-push-ups,push-ups,Отжимания от пола,regression,difficulty-adjustment,82,"Возврат к стабильной опоре позволяет отработать технику и восстановить контроль корпуса перед нестабильными кольцами.",2025-11-12T00:00:00Z
ref-push-ups-08-prog,push-ups,ring-push-ups,Отжимания на кольцах,progression,skill-development,87,"Нестабильные кольца требуют высокого контроля и стабилизации после освоения базовых отжиманий на стабильной поверхности.",2025-11-12T00:00:00Z
ref-ring-push-ups-08-reg,ring-push-ups,weighted-push-ups,Отжимания с весом,regression,difficulty-adjustment,80,"Переход к стабильной опоре с весом убирает нестабильность, сохраняя высокую нагрузку на грудь и трицепсы.",2025-11-12T00:00:00Z
ref-weighted-push-ups-04-prog,weighted-push-ups,ring-push-ups,Отжимания на кольцах,progression,skill-development,88,"Добавление нестабильности колец развивает стабилизацию и контроль после освоения силовых отжиманий с отягощением.",2025-11-12T00:00:00Z
ref-ring-push-ups-09-reg,ring-push-ups,trx-push-ups,Отжимания в TRX,regression,skill-development,84,"TRX петли обеспечивают регулируемую нестабильность, что проще в освоении, чем полная нестабильность гимнастических колец.",2025-11-12T00:00:00Z
ref-trx-push-ups-01-prog,trx-push-ups,ring-push-ups,Отжимания на кольцах,progression,skill-development,86,"Переход к гимнастическим кольцам увеличивает нестабильность и требования к контролю после освоения TRX петель.",2025-11-12T00:00:00Z
ref-ring-push-ups-10-prog,ring-push-ups,one-arm-push-up,Отжимания на одной руке,progression,skill-development,92,"Односторонние отжимания требуют максимальной силы и стабильности, развивая функциональную мощь после нестабильных колец.",2025-11-12T00:00:00Z
ref-one-arm-push-up-02-reg,one-arm-push-up,ring-push-ups,Отжимания на кольцах,regression,difficulty-adjustment,88,"Возврат к двусторонним отжиманиям на кольцах снижает одностороннюю нагрузку, сохраняя развитие стабильности и контроля.",2025-11-12T00:00:00Z
ref-ring-push-ups-11-prog,ring-push-ups,archer-push-ups,Отжимания лучника,progression,skill-development,90,"Отжимания лучника требуют экстремальной силы и координации, развивая одностороннюю мощь после двусторонних нестабильных движений.",2025-11-12T00:00:00Z
ref-archer-push-ups-02-reg,archer-push-ups,ring-push-ups,Отжимания на кольцах,regression,difficulty-adjustment,87,"Возврат к двусторонним отжиманиям на кольцах снижает одностороннюю нагрузку, сохраняя развитие стабильности и функциональной силы.",2025-11-12T00:00:00Z
ref-dumbbell-press-neutral-grip-01-reg,dumbbell-press-neutral-grip,machine-chest-press-plate-loaded,Жим от груди в рычажном тренажере,regression,difficulty-adjustment,82,"Фиксированная траектория тренажера упрощает контроль движения и помогает отработать технику жима перед переходом к свободным весам с нейтральным хватом",2025-11-12T00:00:00Z
ref-dumbbell-press-neutral-grip-02-reg,dumbbell-press-neutral-grip,dumbbell-bench-press-flat,Жим гантелей лежа на горизонтальной скамье,regression,difficulty-adjustment,80,"Классический хват гантелей проще в освоении и требует меньше контроля, чем нейтральный хват, позволяя сосредоточиться на базовой технике жима",2025-11-12T00:00:00Z
ref-dumbbell-press-neutral-grip-01-prog,dumbbell-press-neutral-grip,neutral-grip-barbell-bench-press,Жим штанги с нейтральным хватом,progression,skill-development,86,"Переход на штангу с нейтральным хватом позволяет работать с большими весами и развивать максимальную силу при сохранении безопасного положения плеч",2025-11-12T00:00:00Z
ref-dumbbell-press-neutral-grip-02-prog,dumbbell-press-neutral-grip,alternating-dumbbell-bench-press,Жим гантелей (поочередно) лежа на горизонтальной скамье,progression,skill-development,84,"Поочередный жим требует активной работы кора для предотвращения ротации и развивает одностороннюю силу, усложняя базовый вариант",2025-11-12T00:00:00Z
ref-dumbbell-press-neutral-grip-01-alt,dumbbell-press-neutral-grip,neutral-grip-barbell-bench-press,Жим штанги с нейтральным хватом,alternative,equipment-availability,85,"Штанга с нейтральным хватом обеспечивает ту же безопасность для плеч и акцент на трицепсы, но позволяет работать с более тяжелыми весами при наличии швейцарского грифа",2025-11-12T00:00:00Z
ref-dumbbell-press-neutral-grip-02-alt,dumbbell-press-neutral-grip,smith-machine-bench-press,Жим лежа в машине Смита,alternative,equipment-availability,78,"Машина Смита обеспечивает безопасную фиксированную траекторию и позволяет тренироваться без страховщика, хотя хват отличается от нейтрального",2025-11-12T00:00:00Z
ref-smith-machine-incline-bench-press-01-reg,smith-machine-incline-bench-press,incline-push-ups,Отжимания с наклоном - руки на возвышении,regression,difficulty-adjustment,79,"Отжимания с наклоном позволяют отработать траекторию наклонного жима без веса и развить базовую силу верхней части груди перед переходом к отягощениям",2025-11-12T00:00:00Z
ref-smith-machine-incline-bench-press-02-reg,smith-machine-incline-bench-press,machine-chest-press-plate-loaded,Жим от груди в рычажном тренажере,regression,difficulty-adjustment,81,"Рычажный тренажер упрощает контроль движения и убирает наклон, позволяя сосредоточиться на базовой технике жима перед возвратом к наклонной скамье",2025-11-12T00:00:00Z
ref-smith-machine-incline-bench-press-03-prog,smith-machine-incline-bench-press,incline-hammer-strength-press,Жим в наклонном тренажере Хаммер,progression,skill-development,83,"Независимые рычаги тренажера Хаммер требуют большей стабилизации и симметричной работы рук, усложняя фиксированную траекторию машины Смита",2025-11-12T00:00:00Z
ref-smith-machine-incline-bench-press-03-alt,smith-machine-incline-bench-press,incline-hammer-strength-press,Жим в наклонном тренажере Хаммер,alternative,equipment-availability,82,"Тренажер Хаммер сохраняет наклон и акцент на верх груди, но обеспечивает независимую работу рук и выравнивание дисбалансов между сторонами",2025-11-12T00:00:00Z
ref-machine-chest-press-plate-loaded-10-prog,machine-chest-press-plate-loaded,dumbbell-press-neutral-grip,Жим гантелей с нейтральным хватом,progression,skill-development,82,"Следующий шаг после тренажера: свободные гантели с нейтральным хватом требуют большей стабилизации и контроля при сохранении безопасности для плеч",2025-11-12T00:00:00Z
ref-dumbbell-bench-press-flat-04-prog,dumbbell-bench-press-flat,dumbbell-press-neutral-grip,Жим гантелей с нейтральным хватом,progression,skill-development,80,"Нейтральный хват требует большего контроля и акцентирует работу трицепсов, усложняя классический вариант жима гантелей",2025-11-12T00:00:00Z
ref-neutral-grip-barbell-bench-press-03-reg,neutral-grip-barbell-bench-press,dumbbell-press-neutral-grip,Жим гантелей с нейтральным хватом,regression,difficulty-adjustment,86,"Возврат к гантелям снижает вес и улучшает контроль амплитуды, сохраняя нейтральный хват и безопасность для плеч",2025-11-12T00:00:00Z
ref-alternating-dumbbell-bench-press-01-reg,alternating-dumbbell-bench-press,dumbbell-press-neutral-grip,Жим гантелей с нейтральным хватом,regression,difficulty-adjustment,84,"Двусторонний жим с нейтральным хватом снижает требования к стабилизации корпуса, позволяя восстановить технику перед поочередным вариантом",2025-11-12T00:00:00Z
ref-neutral-grip-barbell-bench-press-04-alt,neutral-grip-barbell-bench-press,dumbbell-press-neutral-grip,Жим гантелей с нейтральным хватом,alternative,equipment-availability,85,"Гантели с нейтральным хватом обеспечивают ту же безопасность для плеч, но позволяют работать независимо каждой рукой и увеличивать амплитуду движения",2025-11-12T00:00:00Z
ref-smith-machine-bench-press-08-alt,smith-machine-bench-press,dumbbell-press-neutral-grip,Жим гантелей с нейтральным хватом,alternative,preference,78,"Гантели с нейтральным хватом обеспечивают большую свободу движения и акцент на трицепсы, если нужна альтернатива машине Смита",2025-11-12T00:00:00Z
ref-incline-push-ups-05-prog,incline-push-ups,smith-machine-incline-bench-press,Жим в машине Смита на наклонной скамье,progression,skill-development,79,"Следующий шаг после отжиманий: добавление веса в машине Смита развивает силу верхней части груди с контролируемой траекторией",2025-11-12T00:00:00Z
ref-machine-chest-press-plate-loaded-11-prog,machine-chest-press-plate-loaded,smith-machine-incline-bench-press,Жим в машине Смита на наклонной скамье,progression,skill-development,81,"Добавление наклона увеличивает нагрузку на верхнюю часть груди и требует большего контроля при работе в машине Смита",2025-11-12T00:00:00Z
ref-incline-hammer-strength-press-01-reg,incline-hammer-strength-press,smith-machine-incline-bench-press,Жим в машине Смита на наклонной скамье,regression,difficulty-adjustment,83,"Машина Смита упрощает контроль траектории и снижает требования к стабилизации, позволяя сосредоточиться на технике наклонного жима",2025-11-12T00:00:00Z
ref-incline-hammer-strength-press-02-alt,incline-hammer-strength-press,smith-machine-incline-bench-press,Жим в машине Смита на наклонной скамье,alternative,preference,82,"Машина Смита обеспечивает вертикальную траекторию и привычную позицию на скамье, если тренажер Хаммер недоступен или предпочтительнее фиксированная траектория",2025-11-12T00:00:00Z
ref-smith-machine-decline-bench-press-02-reg,smith-machine-decline-bench-press,smith-machine-bench-press,Жим лежа в машине Смита,regression,difficulty-adjustment,82,"Горизонтальная скамья убирает наклон вниз, упрощая упражнение и снижая нагрузку на плечи и требования к контролю дыхания. Отлично подходит для отработки техники жима в машине Смита перед переходом к наклонной версии.",2025-11-12T00:00:00Z
ref-smith-machine-bench-press-09-prog,smith-machine-bench-press,smith-machine-decline-bench-press,Жим в машине Смита на скамье с отрицательным наклоном,progression,skill-development,83,"Добавление отрицательного наклона увеличивает нагрузку на нижнюю часть груди и требует большего контроля дыхания и фиксации ног. Следующий шаг после освоения горизонтального жима в машине Смита.",2025-11-12T00:00:00Z
ref-cable-crossover-high-to-low-01-reg,cable-crossover-high-to-low,cable-fly-flat,Сведение рук в кроссовере лежа,regression,difficulty-adjustment,84,"Лежачее положение убирает требования к стабилизации корпуса и упрощает контроль движения, позволяя сосредоточиться на технике сведения рук перед переходом к стоячему варианту.",2025-11-12T00:00:00Z
ref-cable-fly-flat-04-prog,cable-fly-flat,cable-crossover-high-to-low,Кроссовер сверху вниз,progression,skill-development,85,"Стоячее положение с верхними блоками требует активной стабилизации корпуса и контроля движения, увеличивая сложность и акцентируя нижнюю часть груди.",2025-11-12T00:00:00Z
ref-cable-crossover-high-to-low-02-prog,cable-crossover-high-to-low,cable-fly-standing,Сведение рук в кроссовере стоя,progression,skill-development,87,"Стоячий кроссовер в классической плоскости требует большей стабилизации корпуса и контроля плечевого пояса, усложняя упражнение при сохранении акцента на грудь.",2025-11-12T00:00:00Z
ref-cable-fly-standing-06-reg,cable-fly-standing,cable-crossover-high-to-low,Кроссовер сверху вниз,regression,difficulty-adjustment,83,"Возврат к кроссоверу сверху вниз снижает требования к стабилизации, сохраняя стоячее положение и акцент на нижнюю часть груди.",2025-11-12T00:00:00Z
ref-cable-crossover-high-to-low-03-alt,cable-crossover-high-to-low,dumbbell-fly-decline-bench,Разведение гантелей на скамье с отрицательным наклоном,alternative,equipment-availability,82,"Гантели на скамье с отрицательным наклоном обеспечивают тот же акцент на нижнюю часть груди с использованием свободных весов вместо кабелей, позволяя работать вне зала при наличии скамьи.",2025-11-12T00:00:00Z
ref-dumbbell-fly-decline-bench-01-alt,dumbbell-fly-decline-bench,cable-crossover-high-to-low,Кроссовер сверху вниз,alternative,equipment-availability,81,"Кроссовер сверху вниз обеспечивает постоянное натяжение кабелей и тот же акцент на нижнюю часть груди, если предпочтительнее блочные тренажеры или нет доступа к скамье с отрицательным наклоном.",2025-11-12T00:00:00Z
ref-one-arm-push-up-03-reg,one-arm-push-up,weighted-push-ups,Отжимания с весом,regression,difficulty-adjustment,82,"Возврат к двусторонним отжиманиям с весом снижает одностороннюю нагрузку и требования к стабилизации корпуса, сохраняя высокую нагрузку на грудь и трицепсы.",2025-11-12T00:00:00Z
ref-weighted-push-ups-05-prog,weighted-push-ups,one-arm-push-up,Отжимания на одной руке,progression,skill-development,88,"Переход к односторонним отжиманиям требует максимальной силы кора и стабильности, развивая функциональную мощь после силовых отжиманий с отягощением.",2025-11-12T00:00:00Z
ref-one-arm-push-up-04-alt,one-arm-push-up,archer-push-ups,Отжимания лучника,alternative,preference,84,"Отжимания лучника предлагают альтернативный паттерн односторонней нагрузки с широкой постановкой рук и смещением веса, развивая схожую силу и координацию.",2025-11-12T00:00:00Z
ref-archer-push-ups-03-alt,archer-push-ups,one-arm-push-up,Отжимания на одной руке,alternative,preference,85,"Отжимания на одной руке предлагают более строгий вариант односторонней нагрузки с узкой опорой, развивая максимальную силу и стабильность корпуса.",2025-11-12T00:00:00Z
ref-one-arm-push-up-05-alt,one-arm-push-up,hammer-chest-press-one-arm,Жим в хаммере одной рукой,alternative,equipment-availability,80,"Жим в хаммере одной рукой обеспечивает одностороннюю работу в тренажере с фиксированной траекторией, если требуется тренировка в зале или уменьшить требования к стабилизации корпуса.",2025-11-12T00:00:00Z
ref-hammer-chest-press-one-arm-02-alt,hammer-chest-press-one-arm,one-arm-push-up,Отжимания на одной руке,alternative,equipment-availability,81,"Отжимания на одной руке обеспечивают одностороннюю работу с собственным весом, если нет доступа к тренажеру или нужна тренировка вне зала с акцентом на стабильность корпуса.",2025-11-12T00:00:00Z
ref-hammer-chest-press-one-arm-03-reg,hammer-chest-press-one-arm,hammer-strength-chest-press,Жим от груди в тренажёре Хаммер (двусторонний),regression,difficulty-adjustment,83,"Переход к двустороннему жиму в том же тренажере снижает требования к стабилизации корпуса и односторонней координации, позволяя работать с большими весами и восстановить технику.",2025-11-12T00:00:00Z
ref-hammer-strength-chest-press-02-prog,hammer-strength-chest-press,hammer-chest-press-one-arm,Жим в хаммере одной рукой,progression,skill-development,85,"Переход к одностороннему жиму требует активной работы кора для предотвращения ротации и развивает одностороннюю силу, выявляя мышечные дисбалансы между сторонами.",2025-11-12T00:00:00Z
ref-hammer-chest-press-one-arm-04-reg,hammer-chest-press-one-arm,alternating-dumbbell-bench-press,Жим гантелей (поочередно) лежа на горизонтальной скамье,regression,difficulty-adjustment,81,"Поочередный жим гантелей снижает требования к стабилизации за счет меньшего веса на каждую руку и позволяет отработать одностороннюю координацию перед переходом к полной односторонней нагрузке в тренажере.",2025-11-12T00:00:00Z
ref-alternating-dumbbell-bench-press-02-prog,alternating-dumbbell-bench-press,hammer-chest-press-one-arm,Жим в хаммере одной рукой,progression,skill-development,84,"Переход к одностороннему жиму в тренажере требует работы с полной нагрузкой на одну сторону и развивает максимальную стабильность корпуса для предотвращения компенсаций.",2025-11-12T00:00:00Z
ref-dumbbell-fly-decline-bench-02-reg,dumbbell-fly-decline-bench,dumbbell-fly-flat-bench,Разведение гантелей лежа на горизонтальной скамье,regression,difficulty-adjustment,84,"Горизонтальная скамья убирает отрицательный наклон, упрощая упражнение и снижая нагрузку на плечи, требования к контролю дыхания и фиксации ног. Отлично подходит для отработки техники разведения гантелей перед переходом к наклонной версии.",2025-11-13T00:00:00Z
ref-dumbbell-fly-flat-bench-06-prog,dumbbell-fly-flat-bench,dumbbell-fly-decline-bench,Разведение гантелей на скамье с отрицательным наклоном,progression,skill-development,85,"Добавление отрицательного наклона увеличивает нагрузку на нижнюю часть груди и требует большего контроля дыхания, фиксации ног и координации. Следующий шаг после освоения горизонтального разведения гантелей.",2025-11-13T00:00:00Z
ref-dumbbell-fly-decline-bench-03-reg,dumbbell-fly-decline-bench,dumbbell-fly-floor,Разведение гантелей лежа на полу,regression,injury-management,82,"Положение на полу ограничивает диапазон движения и предотвращает чрезмерное растяжение плечевых суставов, упрощая контроль траектории и снижая риск травм. Идеально подходит для начинающих и людей с проблемами плеч.",2025-11-13T00:00:00Z
ref-dumbbell-fly-floor-06-prog,dumbbell-fly-floor,dumbbell-fly-decline-bench,Разведение гантелей на скамье с отрицательным наклоном,progression,skill-development,83,"Добавление отрицательного наклона увеличивает диапазон движения и нагрузку на нижнюю часть груди, требуя большего контроля плеч и координации. Следующий шаг после освоения безопасного варианта на полу.",2025-11-13T00:00:00Z
ref-dumbbell-fly-decline-bench-04-prog,dumbbell-fly-decline-bench,cable-crossover-high-to-low,Кроссовер сверху вниз,progression,skill-development,87,"Стоячее положение с верхними блоками требует активной стабилизации корпуса и контроля движения, увеличивая сложность упражнения при сохранении акцента на нижнюю часть груди и обеспечивая постоянное натяжение на всем протяжении амплитуды.",2025-11-13T00:00:00Z
ref-cable-crossover-high-to-low-04-reg,cable-crossover-high-to-low,dumbbell-fly-decline-bench,Разведение гантелей на скамье с отрицательным наклоном,regression,difficulty-adjustment,84,"Возврат к скамье с отрицательным наклоном убирает требования к стабилизации корпуса стоя, позволяя сосредоточиться на технике разведения гантелей и контроле дыхания при работе с нижней частью груди.",2025-11-13T00:00:00Z
ref-dumbbell-fly-decline-bench-05-alt,dumbbell-fly-decline-bench,cable-fly-standing,Сведение рук в кроссовере стоя,alternative,equipment-availability,80,"Стоячий кроссовер обеспечивает постоянное натяжение кабелей и функциональную работу с акцентом на грудь, если предпочтительнее блочные тренажеры или нет доступа к скамье с отрицательным наклоном.",2025-11-13T00:00:00Z
ref-cable-fly-standing-07-alt,cable-fly-standing,dumbbell-fly-decline-bench,Разведение гантелей на скамье с отрицательным наклоном,alternative,equipment-availability,81,"Гантели на скамье с отрицательным наклоном обеспечивают тот же акцент на нижнюю часть груди с использованием свободных весов, позволяя работать вне зала при наличии скамьи с отрицательным наклоном.",2025-11-13T00:00:00Z
ref-weighted-push-ups-06-reg,weighted-push-ups,push-ups,Отжимания от пола,regression,difficulty-adjustment,85,"Снятие дополнительного веса возвращает к базовым отжиманиям, позволяя восстановить технику и увеличить объем работы без чрезмерной нагрузки на плечевой пояс и корпус.",2025-11-13T00:00:00Z
ref-push-ups-09-prog,push-ups,weighted-push-ups,Отжимания с весом,progression,skill-development,86,"Добавление внешнего отягощения увеличивает силовую нагрузку на грудь, трицепсы и передние дельты, развивая максимальную силу после освоения базовых отжиманий.",2025-11-13T00:00:00Z
ref-weighted-push-ups-07-prog,weighted-push-ups,archer-push-ups,Отжимания лучника,progression,skill-development,89,"Отжимания лучника требуют экстремальной односторонней силы и координации, развивая функциональную мощь после силовых отжиманий с отягощением.",2025-11-13T00:00:00Z
ref-archer-push-ups-04-reg,archer-push-ups,weighted-push-ups,Отжимания с весом,regression,difficulty-adjustment,84,"Возврат к двусторонним отжиманиям с весом снижает одностороннюю нагрузку и требования к координации, сохраняя высокую силовую нагрузку на грудь и трицепсы.",2025-11-13T00:00:00Z
ref-weighted-push-ups-08-alt,weighted-push-ups,barbell-bench-press,Жим штанги лежа на горизонтальной скамье,alternative,equipment-availability,83,"Жим штанги обеспечивает схожую силовую нагрузку на грудь, плечи и трицепсы с возможностью работы с большими весами в зале, если доступна скамья и штанга.",2025-11-13T00:00:00Z
ref-barbell-bench-press-08-alt,barbell-bench-press,weighted-push-ups,Отжимания с весом,alternative,equipment-availability,82,"Отжимания с весом позволяют сохранить силовую работу на грудь вне зала, сохраняя схожий паттерн движения и нагрузку на грудные мышцы, трицепсы и передние дельты.",2025-11-13T00:00:00Z
ref-weighted-push-ups-09-alt,weighted-push-ups,dumbbell-bench-press-flat,Жим гантелей лежа на горизонтальной скамье,alternative,equipment-availability,81,"Жим гантелей обеспечивает схожую нагрузку на грудь с большей амплитудой движения и независимой работой рук, если доступна скамья и гантели.",2025-11-13T00:00:00Z
ref-dumbbell-bench-press-flat-05-alt,dumbbell-bench-press-flat,weighted-push-ups,Отжимания с весом,alternative,equipment-availability,80,"Отжимания с весом позволяют сохранить силовую работу на грудь вне зала, сохраняя схожий паттерн движения и нагрузку на грудные мышцы.",2025-11-13T00:00:00Z
ref-weighted-push-ups-10-alt,weighted-push-ups,trx-push-ups,Отжимания в TRX,alternative,equipment-availability,79,"TRX петли обеспечивают схожую функциональную нагрузку на грудь с нестабильностью, развивая стабилизацию корпуса, если доступны петли TRX.",2025-11-13T00:00:00Z
ref-trx-push-ups-02-alt,trx-push-ups,weighted-push-ups,Отжимания с весом,alternative,equipment-availability,78,"Отжимания с весом обеспечивают схожую силовую нагрузку на грудь без нестабильности, если нет доступа к TRX петлям или нужна более стабильная опора.",2025-11-13T00:00:00Z
ref-weighted-push-ups-11-alt,weighted-push-ups,diamond-push-ups,Алмазные отжимания,alternative,preference,80,"Алмазные отжимания обеспечивают схожую силовую нагрузку с акцентом на трицепсы и внутреннюю часть груди без дополнительного веса, если нужна альтернатива с собственным весом.",2025-11-13T00:00:00Z
ref-diamond-push-ups-01-alt,diamond-push-ups,weighted-push-ups,Отжимания с весом,alternative,preference,81,"Отжимания с весом обеспечивают схожую силовую нагрузку на грудь и трицепсы с возможностью прогрессии веса, если нужна альтернатива с отягощением.",2025-11-13T00:00:00Z
ref-weighted-push-ups-12-alt,weighted-push-ups,push-ups-with-pause,Отжимания с паузой,alternative,preference,82,"Отжимания с паузой обеспечивают схожую силовую нагрузку с увеличением времени под напряжением без дополнительного веса, развивая силу в нижней точке движения.",2025-11-13T00:00:00Z
ref-push-ups-with-pause-01-alt,push-ups-with-pause,weighted-push-ups,Отжимания с весом,alternative,preference,81,"Отжимания с весом обеспечивают схожую силовую нагрузку на грудь и трицепсы с возможностью прогрессии веса, если нужна альтернатива с отягощением.",2025-11-13T00:00:00Z
ref-dumbbell-bench-press-alternating-floor-01-reg,dumbbell-bench-press-alternating-floor,dumbbell-bench-press-flat,Жим гантелей лежа на горизонтальной скамье,regression,difficulty-adjustment,85,"Двусторонний жим гантелей снижает требования к стабилизации корпуса и односторонней координации, позволяя отработать технику жима перед переходом к поочередному варианту.",2025-11-13T00:00:00Z
ref-dumbbell-bench-press-flat-06-prog,dumbbell-bench-press-flat,dumbbell-bench-press-alternating-floor,Жим гантелей (поочередно) лежа на полу,progression,skill-development,83,"Поочередный жим требует активной работы кора для предотвращения ротации и развивает одностороннюю силу, усложняя базовый вариант жима гантелей.",2025-11-13T00:00:00Z
