id,exercise_id,tip,created_at
146,incline-hammer-strength-press,"Перед выходом из нижней паузы сделайте короткий добор воздуха и начинайте выдох в момент старта жима — это создаёт внутрибрюшное давление без длительной задержки и помогает избежать головокружения.",2025-11-08T12:00:00Z
147,incline-hammer-strength-press,"Между повторениями восстанавливайте ритм: глубокий вдох на 2 счёта, полный выдох на 2 счёта, сохраняя напряжение кора и контакт спины со спинкой — равномерное дыхание предотвращает переразгибание поясницы.",2025-11-08T12:00:00Z
148,explosive-medicine-ball-press,"Перед броском сделайте короткий глубокий вдох через нос, чтобы стабилизировать грудную клетку и подготовить корпус к взрывному усилию.",2025-11-08T13:00:00Z
149,explosive-medicine-ball-press,"Выдыхайте резко и полностью в момент выталкивания медбола — это помогает передать импульс и удерживать пресс включённым.",2025-11-08T13:00:00Z
150,explosive-medicine-ball-press,"После ловли быстро восстановите дыхание: короткий вдох носом, мягкий выдох ртом и только затем переходите к следующему повторению.",2025-11-08T13:00:00Z
151,pull-ups-wide-grip,"Перед началом подтягивания сделайте глубокий вдох через нос, чтобы стабилизировать грудную клетку и подготовить мышцы спины к мощному сокращению.",2025-11-08T14:00:00Z
152,pull-ups-wide-grip,"Выдыхайте мощно и контролируемо при подтягивании вверх - это поможет генерировать больше силы и поддерживать стабильность корпуса.",2025-11-08T14:00:00Z
153,pull-ups-wide-grip,"Не задерживайте дыхание в верхней точке - продолжайте дышать ритмично для поддержания оптимального кровяного давления и выносливости.",2025-11-08T14:00:00Z
154,pull-ups-medium-grip,"Перед началом подтягивания сделайте глубокий вдох через нос, чтобы стабилизировать грудную клетку и подготовить мышцы спины к мощному сокращению.",2025-11-08T14:05:00Z
155,pull-ups-medium-grip,"Выдыхайте мощно и контролируемо при подтягивании вверх - это поможет генерировать больше силы и поддерживать стабильность корпуса.",2025-11-08T14:05:00Z
156,pull-ups-medium-grip,"Не задерживайте дыхание в верхней точке - продолжайте дышать ритмично для поддержания оптимального кровяного давления и выносливости.",2025-11-08T14:05:00Z
157,pull-ups-close-grip,"Перед началом подтягивания сделайте глубокий вдох через нос, чтобы стабилизировать грудную клетку и подготовить бицепсы и мышцы спины к мощному сокращению.",2025-11-08T14:10:00Z
158,pull-ups-close-grip,"Выдыхайте мощно и контролируемо при подтягивании вверх - это поможет генерировать больше силы и поддерживать стабильность корпуса.",2025-11-08T14:10:00Z
159,pull-ups-close-grip,"Не задерживайте дыхание в верхней точке - продолжайте дышать ритмично для поддержания оптимального кровяного давления и выносливости.",2025-11-08T14:10:00Z
160,pull-ups-underhand-grip,"Перед началом подтягивания сделайте глубокий вдох через нос, чтобы стабилизировать грудную клетку и подготовить бицепсы и мышцы спины к мощному сокращению.",2025-11-08T14:15:00Z
161,pull-ups-underhand-grip,"Выдыхайте мощно и контролируемо при подтягивании вверх - это поможет генерировать больше силы и поддерживать стабильность корпуса.",2025-11-08T14:15:00Z
162,pull-ups-underhand-grip,"Не задерживайте дыхание в верхней точке - продолжайте дышать ритмично для поддержания оптимального кровяного давления и выносливости.",2025-11-08T14:15:00Z
163,pull-ups-neutral-grip,"Перед началом подтягивания сделайте глубокий вдох через нос, чтобы стабилизировать грудную клетку и подготовить мышцы спины и рук к мощному сокращению.",2025-11-08T14:20:00Z
164,pull-ups-neutral-grip,"Выдыхайте мощно и контролируемо при подтягивании вверх - это поможет генерировать больше силы и поддерживать стабильность корпуса.",2025-11-08T14:20:00Z
165,pull-ups-neutral-grip,"Не задерживайте дыхание в верхней точке - продолжайте дышать ритмично для поддержания оптимального кровяного давления и выносливости.",2025-11-08T14:20:00Z
166,pull-ups-archer,"Перед началом подтягивания сделайте глубокий вдох через нос, чтобы стабилизировать грудную клетку и подготовить мышцы спины и рабочей руки к мощному сокращению. Односторонняя нагрузка требует особого контроля дыхания.",2025-11-08T15:00:00Z
167,pull-ups-archer,"Выдыхайте мощно и контролируемо при подтягивании вверх - это поможет генерировать больше силы и поддерживать стабильность корпуса. Односторонняя работа требует максимального напряжения кора, поэтому правильное дыхание критически важно.",2025-11-08T15:00:00Z
168,pull-ups-archer,"Не задерживайте дыхание в верхней точке - продолжайте дышать ритмично для поддержания оптимального кровяного давления и выносливости. Односторонняя нагрузка создает экстремальные требования к дыхательной системе.",2025-11-08T15:00:00Z
169,pull-ups-one-arm,"Перед началом подтягивания сделайте глубокий вдох через нос, чтобы стабилизировать грудную клетку и подготовить мышцы спины и рабочей руки к экстремальному сокращению. Экстремальная односторонняя нагрузка требует особого контроля дыхания.",2025-11-08T15:05:00Z
170,pull-ups-one-arm,"Выдыхайте мощно и контролируемо при подтягивании вверх одной рукой - это поможет генерировать максимальную силу и поддерживать стабильность корпуса. Экстремальная односторонняя работа требует максимального напряжения кора, поэтому правильное дыхание критически важно.",2025-11-08T15:05:00Z
171,pull-ups-one-arm,"Не задерживайте дыхание в верхней точке - продолжайте дышать ритмично для поддержания оптимального кровяного давления и выносливости. Экстремальная нагрузка создает максимальные требования к дыхательной системе.",2025-11-08T15:05:00Z
172,pull-ups-weighted,"Перед началом подтягивания сделайте глубокий вдох через нос, чтобы стабилизировать грудную клетку и подготовить мышцы спины и рук к мощному сокращению под дополнительным весом. Дополнительный вес усложняет дыхание.",2025-11-08T15:10:00Z
173,pull-ups-weighted,"Выдыхайте мощно и контролируемо при подтягивании вверх - это поможет генерировать больше силы и поддерживать стабильность корпуса. Дополнительный вес увеличивает нагрузку на дыхательную систему, поэтому особенно важно контролировать дыхание.",2025-11-08T15:10:00Z
174,pull-ups-weighted,"Не задерживайте дыхание в верхней точке - продолжайте дышать ритмично для поддержания оптимального кровяного давления и выносливости. Дополнительный вес требует более осознанного контроля дыхания.",2025-11-08T15:10:00Z
175,pull-ups-l-sit,"Перед началом подтягивания сделайте глубокий вдох через нос, чтобы стабилизировать грудную клетку и подготовить мышцы спины, рук и кора к мощному сокращению. Комбинация подтягивания и L-сита создает экстремальные требования к дыхательной системе.",2025-11-08T15:15:00Z
176,pull-ups-l-sit,"Выдыхайте мощно и контролируемо при подтягивании вверх, одновременно удерживая L-сит - это поможет генерировать больше силы и поддерживать стабильность корпуса. Удержание ног требует дополнительного контроля дыхания.",2025-11-08T15:15:00Z
177,pull-ups-l-sit,"Не задерживайте дыхание в верхней точке - продолжайте дышать ритмично для поддержания оптимального кровяного давления и выносливости. Комбинация подтягивания и L-сита создает экстремальные требования к дыхательной системе.",2025-11-08T15:15:00Z
178,pull-ups-behind-neck,"Перед началом подтягивания сделайте глубокий вдох через нос, чтобы стабилизировать грудную клетку и подготовить мышцы спины и рук к мощному сокращению. Уникальная траектория движения требует особого контроля дыхания.",2025-11-08T15:20:00Z
179,pull-ups-behind-neck,"Выдыхайте мощно и контролируемо при подтягивании за голову - это поможет генерировать больше силы и поддерживать стабильность корпуса. Подтягивание за голову требует исключительной гибкости плеч, поэтому контролируемое дыхание помогает поддерживать правильную технику.",2025-11-08T15:20:00Z
180,pull-ups-behind-neck,"Не задерживайте дыхание в верхней точке - продолжайте дышать ритмично для поддержания оптимального кровяного давления и выносливости. Уникальная траектория движения требует особого контроля дыхания для поддержания стабильности и правильной техники.",2025-11-08T15:20:00Z
181,explosive-pull-ups,"Перед началом взрывного подтягивания сделайте глубокий вдох через нос, чтобы стабилизировать грудную клетку и подготовить мышцы спины и рук к максимальной мощности. Взрывные движения требуют особого контроля дыхания для генерации максимальной силы.",2025-11-08T16:00:00Z
182,explosive-pull-ups,"Выдыхайте резко и мощно во время взрывной фазы подтягивания - это поможет стабилизировать корпус и создать дополнительную силу для максимальной скорости движения. Выдох должен быть быстрым и резким, синхронизированным с взрывным движением.",2025-11-08T16:00:00Z
183,explosive-pull-ups,"Не задерживайте дыхание между повторениями - используйте короткие вдохи между каждым взрывным движением для восстановления и подготовки к следующему повторению. Отдых между повторениями критически важен для поддержания контроля и предотвращения потери техники.",2025-11-08T16:00:00Z
184,scapular-retraction-hang,"Перед началом втягивания лопаток сделайте глубокий вдох через нос, чтобы стабилизировать грудную клетку и подготовить мышцы верхней части спины к активному сокращению. Синхронизация дыхания с движением лопаток помогает поддерживать правильную технику.",2025-11-08T16:05:00Z
185,scapular-retraction-hang,"Выдыхайте мощно и контролируемо при активном втягивании лопаток вверх и назад - это поможет генерировать больше силы и поддерживать стабильность корпуса. Выдох должен быть синхронизирован с движением лопаток.",2025-11-08T16:05:00Z
186,scapular-retraction-hang,"Не задерживайте дыхание во время удержания втянутого положения лопаток - продолжайте дышать ритмично для поддержания оптимального кровяного давления. Удержание требует дополнительного контроля дыхания для поддержания стабильности.",2025-11-08T16:05:00Z
187,dead-hang,"Дышите глубоко и естественно на протяжении всего виса, используя диафрагмальное дыхание для максимального расслабления и эффективности упражнения. Глубокое дыхание помогает расслабить мышцы и улучшить растяжение позвоночника.",2025-11-08T16:10:00Z
188,dead-hang,"Не задерживайте дыхание во время виса - это может повысить давление и привести к головокружению. Продолжайте дышать ритмично и естественно, позволяя телу расслабиться под весом собственного тела.",2025-11-08T16:10:00Z
189,chest-to-bar-pull-ups,"Перед началом подтягивания сделайте глубокий вдох через нос, чтобы стабилизировать грудную клетку и подготовить мышцы спины и рук к мощному сокращению. Увеличенная амплитуда требует больше усилий, поэтому особенно важно контролировать дыхание.",2025-11-08T16:15:00Z
190,chest-to-bar-pull-ups,"Выдыхайте мощно и контролируемо при подтягивании до касания грудью перекладины - это поможет генерировать больше силы и поддерживать стабильность корпуса на протяжении всей увеличенной амплитуды движения.",2025-11-08T16:15:00Z
191,chest-to-bar-pull-ups,"Не задерживайте дыхание в верхней точке - продолжайте дышать ритмично для поддержания оптимального кровяного давления и выносливости. Увеличенная амплитуда требует больше усилий, поэтому контролируемое дыхание критически важно.",2025-11-08T16:15:00Z
192,muscle-up,"Перед началом взрывного подтягивания сделайте глубокий вдох через нос, чтобы стабилизировать грудную клетку и подготовить мышцы спины и рук к максимальной мощности. Первая фаза (подтягивание) требует мощного вдоха для генерации взрывной силы.",2025-11-08T16:20:00Z
193,muscle-up,"Выдыхайте контролируемо при переходе от подтягивания к отжиманию и при завершении отжимания - это поможет стабилизировать корпус и поддерживать координацию между двумя фазами движения. Вторая фаза (переход и отжимание) требует контролируемого выдоха.",2025-11-08T16:20:00Z
194,muscle-up,"Не задерживайте дыхание между фазами движения - это может привести к потере координации и нарушению техники. Дышите ритмично, синхронизируя дыхание с каждой фазой движения для максимальной эффективности и безопасности.",2025-11-08T16:20:00Z
195,pull-ups-rings,"Вдохните глубоко при медленном опускании тела - это стабилизирует корпус и помогает поддерживать контроль над кольцами. Контролируемое дыхание критически важно для стабилизации нестабильных колец.",2025-11-08T17:00:00Z
196,pull-ups-rings,"Выдохните мощно и контролируемо при подтягивании вверх - это помогает создать дополнительную силу и стабилизировать кольца на фазе подъема. Ритмичное дыхание поддерживает контроль.",2025-11-08T17:00:00Z
197,pull-ups-rings,"Не задерживайте дыхание в любой точке движения - продолжайте дышать ритмично для поддержания контроля и стабильности. Контролируемое дыхание помогает поддерживать концентрацию на контроле колец.",2025-11-08T17:00:00Z
198,pull-ups-rings-wide-grip,"Вдохните глубоко при медленном опускании тела - широкий хват на нестабильных кольцах требует особого контроля дыхания для поддержания стабильности и правильной техники.",2025-11-08T17:05:00Z
199,pull-ups-rings-wide-grip,"Выдохните мощно и контролируемо при подтягивании вверх - это помогает стабилизировать кольца и создать дополнительную силу для контроля при широком хвате.",2025-11-08T17:05:00Z
200,trx-row-standing,"Вдохните глубоко перед началом подтягивания - это поможет стабилизировать корпус и подготовить мышцы к нагрузке. Нестабильность TRX петель требует более осознанного контроля дыхания.",2025-11-08T17:10:00Z
201,trx-row-standing,"Выдыхайте мощно и контролируемо при подтягивании тела к рукояткам TRX - это поможет стабилизировать корпус и создать дополнительную силу для контроля петель.",2025-11-08T17:10:00Z
202,trx-pull-ups-assisted,"Вдохните глубоко перед началом подтягивания - поддержка ногами делает дыхание более комфортным для начинающих, но все равно важно контролировать дыхание для правильной техники.",2025-11-08T17:15:00Z
203,trx-row,"Вдохните глубоко перед началом подтягивания - это поможет стабилизировать корпус и подготовить мышцы к нагрузке. Нестабильность TRX петель требует более осознанного контроля дыхания.",2025-11-30T19:52:21Z
204,trx-row,"Выдыхайте мощно и контролируемо при подтягивании тела к рукояткам TRX - это поможет стабилизировать корпус и создать дополнительную силу для контроля петель.",2025-11-30T19:52:21Z
205,trx-row-wide-grip,"Вдохните глубоко перед началом подтягивания широким хватом - это поможет стабилизировать корпус и подготовить мышцы к нагрузке. Широкий хват требует хорошей гибкости плеч.",2025-11-30T19:52:21Z
206,trx-row-wide-grip,"Выдыхайте мощно и контролируемо при подтягивании тела к рукояткам TRX широким хватом - это поможет стабилизировать корпус и предотвратить чрезмерное растяжение плечевых суставов.",2025-11-30T19:52:21Z
207,trx-row-close-grip,"Вдохните глубоко перед началом подтягивания узким хватом - это поможет стабилизировать корпус и подготовить мышцы к нагрузке. Узкий хват создает больший акцент на бицепсы.",2025-11-30T19:52:21Z
208,trx-row-close-grip,"Выдыхайте мощно и контролируемо при подтягивании тела к рукояткам TRX узким хватом - это поможет стабилизировать корпус и создать дополнительную силу для контроля петель.",2025-11-30T19:52:21Z
209,trx-row-archer,"Вдохните максимально глубоко перед началом одностороннего подтягивания - это критически важно для создания внутрибрюшного давления и предотвращения ротации корпуса.",2025-11-30T19:52:21Z
210,trx-row-archer,"Выдыхайте мощно и контролируемо при подтягивании тела к рукояткам TRX с односторонней нагрузкой - это поможет максимально стабилизировать корпус и предотвратить ротацию позвоночника.",2025-11-30T19:52:21Z
